iso3c,production,reported_by_fao,year,nutrient,nearest,country_application,method,gapfilled
BWA,24817.926067456105,Yes,2006,K2O,BWA,NA,none,0
GLP,23751.10955373943,No,2006,K2O,NA,NA,none,0
DJI,22681.95148062706,No,2006,K2O,NA,NA,none,0
GRD,21957.41449737549,No,2006,K2O,NA,NA,none,0
SGP,20506.614683747295,No,2006,K2O,NA,NA,none,0
SLB,17624.222730457783,No,2006,K2O,NA,NA,none,0
MTQ,17572.376029849052,No,2006,K2O,NA,NA,none,0
VUT,16904.80774780363,No,2006,K2O,NA,NA,none,0
BHS,16526.3634185791,Yes,2006,K2O,BHS,NA,none,0
ISL,8912.380160093307,Yes,2006,K2O,ISL,3889,none,0
NCL,7881.618533998728,Yes,2006,K2O,NCL,568,none,0
JEY,6522.582320484483,No,2006,K2O,12,12,nearest use,1
BRB,5771.393712043762,Yes,2006,K2O,BRB,12,none,0
GGY,5565.868829096662,Yes,2006,K2O,GGY,0,none,0
DMA,5268.732059001923,Yes,2006,K2O,DMA,269,none,0
LCA,3284.654992580414,Yes,2006,K2O,LCA,138.04,none,0
STP,2771.982379555702,No,2006,K2O,0,0,nearest use,1
TON,2357.369364261627,Yes,2006,K2O,TON,0,none,0
GUM,2163.8583984375,No,2006,K2O,0,0,nearest use,1
BMU,1939.9529418945312,Yes,2006,K2O,BMU,NA,none,0
PYF,1880.0881591588259,Yes,2006,K2O,PYF,233,none,0
VCT,1753.1834526062012,No,2006,K2O,233,233,nearest use,1
ATG,1300.8822555541992,Yes,2006,K2O,ATG,4,none,0
MSR,597.2594909667969,No,2006,K2O,24,24,nearest use,1
FSM,377.7010202407837,No,2006,K2O,24,24,nearest use,1
NIU,365.32257080078125,No,2006,K2O,24,24,nearest use,1
KIR,362.8517019748688,No,2006,K2O,24,24,nearest use,1
PSE,259.6483723522413,No,2006,K2O,24,24,nearest use,1
KNA,254.51612854003903,Yes,2006,K2O,KNA,24,none,0
VGB,169.47203826904297,No,2006,K2O,24,24,nearest use,1
AND,124.50000250339507,No,2006,K2O,7,7,nearest use,1
ESH,124.03519773483276,No,2006,K2O,7,7,nearest use,1
WLF,74.63145104050636,No,2006,K2O,7,7,nearest use,1
SYC,51.590001583099365,Yes,2006,K2O,SYC,7,none,0
CYM,18.799999237060547,No,2006,K2O,19,19,nearest use,1
HKG,7.1721498655297875,No,2006,K2O,19,18.43,nearest use,1
ABW,0,No,2006,K2O,19,19,nearest use,1
AIA,0,No,2006,K2O,19,19,nearest use,1
ASM,0,No,2006,K2O,19,19,nearest use,1
BES,0,No,2006,K2O,19,19,nearest use,1
BLM,0,No,2006,K2O,19,19,nearest use,1
CCK,0,No,2006,K2O,19,19,nearest use,1
COK,0,Yes,2006,K2O,COK,19,none,0
COM,0,No,2006,K2O,19,19,nearest use,1
CPV,0,No,2006,K2O,19,19,nearest use,1
CUW,0,No,2006,K2O,19,19,nearest use,1
FLK,0,No,2006,K2O,19,19,nearest use,1
FRO,0,No,2006,K2O,19,16.302,nearest use,1
GIB,0,No,2006,K2O,19,16.302,nearest use,1
GRL,0,No,2006,K2O,19,19,nearest use,1
IMN,0,No,2006,K2O,19,19,nearest use,1
IOT,0,No,2006,K2O,19,19,nearest use,1
LIE,0,No,2006,K2O,19,19,nearest use,1
MAC,0,No,2006,K2O,19,18.43,nearest use,1
MAF,0,No,2006,K2O,19,19,nearest use,1
MCO,0,No,2006,K2O,19,19,nearest use,1
MDV,0,Yes,2006,K2O,MDV,116,none,0
MHL,0,No,2006,K2O,19,19,nearest use,1
MNP,0,No,2006,K2O,19,19,nearest use,1
MYT,0,No,2006,K2O,19,19,nearest use,1
NFK,0,No,2006,K2O,19,19,nearest use,1
NRU,0,Yes,2006,K2O,NRU,NA,none,0
PCN,0,No,2006,K2O,19,19,nearest use,1
PLW,0,No,2006,K2O,19,19,nearest use,1
REU,0,No,2006,K2O,19,19,nearest use,1
SHN,0,No,2006,K2O,19,19,nearest use,1
SJM,0,No,2006,K2O,19,16.302,nearest use,1
SMR,0,No,2006,K2O,19,19,nearest use,1
SPM,0,No,2006,K2O,19,19,nearest use,1
SXM,0,No,2006,K2O,19,19,nearest use,1
TCA,0,No,2006,K2O,19,19,nearest use,1
TKL,0,No,2006,K2O,19,19,nearest use,1
TUV,0,No,2006,K2O,19,19,nearest use,1
VIR,0,No,2006,K2O,19,19,nearest use,1
WSM,0,Yes,2006,K2O,WSM,7,none,0
CHN,2267414909.013471,Yes,2007,K2O,CHN,8075233.7816,none,0
USA,1685696968.1634908,Yes,2007,K2O,USA,3939758.3685999997,none,0
IND,1298334009.3600392,Yes,2007,K2O,IND,2635371,none,0
RUS,393538249.3994526,Yes,2007,K2O,RUS,272325.24,none,0
DEU,370973013.91670436,Yes,2007,K2O,DEU,438697.974,none,0
IDN,342701278.9558128,Yes,2007,K2O,IDN,1130750,none,0
FRA,331406239.8252842,Yes,2007,K2O,FRA,681252,none,0
PAK,305394562.04671705,Yes,2007,K2O,PAK,43924,none,0
AUS,294279917.9619316,Yes,2007,K2O,AUS,153232.39698,none,0
EGY,276096501.37281895,Yes,2007,K2O,EGY,52000,none,0
BRA,265053819.25387812,Yes,2007,K2O,BRA,4361621.05956,none,0
THA,250650979.07415372,Yes,2007,K2O,THA,391572.09,none,0
MEX,244714768.83693212,Yes,2007,K2O,MEX,247020,none,0
CAN,213816256.9340958,Yes,2007,K2O,CAN,253413,none,0
ARG,200824807.52287441,Yes,2007,K2O,ARG,47058,none,0
VNM,175531253.24923196,Yes,2007,K2O,VNM,483319.19,none,0
UKR,169486497.68667194,Yes,2007,K2O,UKR,146480.6,none,0
IRN,129910329.12320079,Yes,2007,K2O,IRN,134378.188,none,0
ITA,127819881.1273082,Yes,2007,K2O,ITA,232767.678,none,0
ESP,124586547.10772365,Yes,2007,K2O,ESP,381683.874,none,0
PHL,122448932.7718554,Yes,2007,K2O,PHL,117612,none,0
BGD,117668736.34127656,Yes,2007,K2O,BGD,136800,none,0
MYS,113914676.43505079,Yes,2007,K2O,MYS,980820.36,none,0
GBR,109019734.02652495,Yes,2007,K2O,GBR,271986,none,0
POL,107416258.81941463,Yes,2007,K2O,POL,461089.2,none,0
JPN,100319549.95629139,Yes,2007,K2O,JPN,386967.875,none,0
COL,79846359.37517765,Yes,2007,K2O,COL,242828.44,none,0
TUR,76049183.09535167,Yes,2007,K2O,TUR,110739,none,0
NLD,70788056.33485001,Yes,2007,K2O,NLD,36835.656,none,0
ROU,67355533.9592786,Yes,2007,K2O,ROU,15791.49,none,0
UZB,66272017.93972518,Yes,2007,K2O,UZB,37344.305,none,0
GTM,56733102.49160689,Yes,2007,K2O,GTM,6823,none,0
ZAF,56112834.05497494,Yes,2007,K2O,ZAF,131682.408,none,0
PER,51883022.74158923,Yes,2007,K2O,PER,90960,none,0
MMR,47367605.74191096,Yes,2007,K2O,MMR,17373,none,0
BLR,47182114.28745654,Yes,2007,K2O,BLR,524290,none,0
DNK,44849307.75908263,Yes,2007,K2O,DNK,81340.11600000001,none,0
MAR,44230673.90954738,Yes,2007,K2O,MAR,56800,none,0
PRY,40807672.72664807,Yes,2007,K2O,PRY,126433,none,0
BEL,37881620.430979386,Yes,2007,K2O,BEL,71340.126,none,0
SWE,37143224.497521594,Yes,2007,K2O,SWE,32260.8,none,0
ECU,36358870.95008872,Yes,2007,K2O,ECU,82721,none,0
CHL,35358705.215926774,Yes,2007,K2O,CHL,94775,none,0
HUN,33193416.77833699,Yes,2007,K2O,HUN,85800,none,0
KOR,33154489.12534804,Yes,2007,K2O,KOR,172200,none,0
DZA,32143603.141003493,Yes,2007,K2O,DZA,22728,none,0
GRC,31918293.246788524,Yes,2007,K2O,GRC,46590.258,none,0
KAZ,29929723.955679696,Yes,2007,K2O,KAZ,900,none,0
CZE,29788124.38627481,Yes,2007,K2O,CZE,28428.114,none,0
PRT,28506095.278970405,Yes,2007,K2O,PRT,45048.432,none,0
NPL,26876323.37709631,Yes,2007,K2O,NPL,323,none,0
CUB,26294904.08919849,Yes,2007,K2O,CUB,38962.37,none,0
GHA,24756986.966226343,Yes,2007,K2O,GHA,37104,none,0
SRB,22487966.389169283,Yes,2007,K2O,SRB,74455.2784813487,none,0
NGA,22359247.217234705,Yes,2007,K2O,NGA,45550,none,0
ETH,22181941.102866244,Yes,2007,K2O,ETH,NA,none,0
LVA,20371689.546484135,Yes,2007,K2O,LVA,14350.908,none,0
SDN,19222229.623063345,Yes,2007,K2O,SDN,10350,none,0
TZA,19013640.007680494,Yes,2007,K2O,TZA,276,none,0
AUT,18718651.40663913,Yes,2007,K2O,AUT,39468,none,0
NIC,17610256.38688291,Yes,2007,K2O,NIC,1070,none,0
PRK,17014139.914172295,No,2007,K2O,1070,1070,nearest use,1
VEN,15907817.17073627,Yes,2007,K2O,VEN,74800,none,0
TWN,15451483.585332446,Yes,2007,K2O,TWN,117458,none,0
AZE,14907447.192262892,Yes,2007,K2O,AZE,1617,none,0
CHE,14525092.945975028,Yes,2007,K2O,CHE,28027,none,0
FIN,14055662.784255108,Yes,2007,K2O,FIN,44764.434,none,0
NZL,13942387.220853884,Yes,2007,K2O,NZL,23790.84999999999,none,0
KGZ,13692151.529250788,Yes,2007,K2O,KGZ,NA,none,0
CMR,13637400.23891997,Yes,2007,K2O,CMR,22221,none,0
KHM,13595715.82186319,Yes,2007,K2O,KHM,822.04,none,0
CIV,12955457.408819854,Yes,2007,K2O,CIV,27853,none,0
HND,12780212.949240863,Yes,2007,K2O,HND,9776.32,none,0
SAU,12683449.049103377,Yes,2007,K2O,SAU,22500,none,0
MLI,12463161.338653237,Yes,2007,K2O,MLI,26199.97,none,0
LTU,12354101.599334715,Yes,2007,K2O,LTU,45474,none,0
TUN,12035264.377723213,Yes,2007,K2O,TUN,5600,none,0
MDG,11867310.836907458,Yes,2007,K2O,MDG,2580.72,none,0
LAO,11740312.049463883,No,2007,K2O,2580.72,2580.72,nearest use,1
AGO,11316164.06115643,Yes,2007,K2O,AGO,3248,none,0
SVK,11271125.355770351,Yes,2007,K2O,SVK,15211.482,none,0
LKA,11254375.594190333,Yes,2007,K2O,LKA,77625,none,0
AFG,11103174.046912694,Yes,2007,K2O,AFG,0,none,0
KEN,10772148.531103551,Yes,2007,K2O,KEN,14311,none,0
NOR,10740117.096851815,Yes,2007,K2O,NOR,53893,none,0
TKM,10726360.416745638,No,2007,K2O,53893,53893,nearest use,1
SYR,10559246.660225878,Yes,2007,K2O,SYR,9797,none,0
ISR,10317064.779519146,Yes,2007,K2O,ISR,34800,none,0
DOM,10152260.896133812,Yes,2007,K2O,DOM,18646,none,0
TJK,9741323.549771942,Yes,2007,K2O,TJK,311.96,none,0
YEM,9554599.044593014,Yes,2007,K2O,YEM,3000,none,0
SWZ,9477485.681020593,No,2007,K2O,3000,3000,nearest use,1
IRL,9129797.634830145,Yes,2007,K2O,IRL,71918.418,none,0
MWI,8903642.548293917,Yes,2007,K2O,MWI,15457,none,0
SLV,8782144.894177927,Yes,2007,K2O,SLV,15144,none,0
BOL,8670978.747869343,Yes,2007,K2O,BOL,4175,none,0
MDA,8538527.205399537,Yes,2007,K2O,MDA,949,none,0
BGR,7926581.878972925,Yes,2007,K2O,BGR,4426.4220000000005,none,0
URY,7816526.595472928,Yes,2007,K2O,URY,0,none,0
EST,7745325.367166781,Yes,2007,K2O,EST,10662.366,none,0
IRQ,7661246.997111124,Yes,2007,K2O,IRQ,1400,none,0
HRV,7451541.9081978705,Yes,2007,K2O,HRV,50872.536,none,0
ZMB,7340673.0285031125,Yes,2007,K2O,ZMB,28013,none,0
ZWE,7083056.152574739,Yes,2007,K2O,ZWE,20433,none,0
CRI,6996794.074496098,Yes,2007,K2O,CRI,72855.63,none,0
COD,6643288.819602948,Yes,2007,K2O,COD,842,none,0
BEN,6277503.905782782,Yes,2007,K2O,BEN,19,none,0
UGA,6191792.702472046,Yes,2007,K2O,UGA,1358,none,0
ALB,6057152.999387405,Yes,2007,K2O,ALB,325.8,none,0
MOZ,5544543.034773104,Yes,2007,K2O,MOZ,1293,none,0
NER,5324185.605239309,Yes,2007,K2O,NER,589,none,0
PNG,5249871.930766702,Yes,2007,K2O,PNG,3339,none,0
ARM,5225264.465244473,Yes,2007,K2O,ARM,12,none,0
GUY,4954922.981898397,Yes,2007,K2O,GUY,13,none,0
SEN,4899747.942125075,Yes,2007,K2O,SEN,1278,none,0
HTI,4721179.39972458,No,2007,K2O,1278,1278,nearest use,1
BIH,4210665.446934637,Yes,2007,K2O,BIH,12528.26,none,0
BFA,3923855.232149631,Yes,2007,K2O,BFA,12561,none,0
JOR,3895682.771797947,Yes,2007,K2O,JOR,2500,none,0
LBN,3502117.49785091,Yes,2007,K2O,LBN,8774.15,none,0
MUS,3487113.817627549,Yes,2007,K2O,MUS,11770,none,0
ARE,3460651.270073656,Yes,2007,K2O,ARE,5700,none,0
LBY,3425715.4297097246,Yes,2007,K2O,LBY,2632.44,none,0
PAN,3267217.61708053,Yes,2007,K2O,PAN,2070,none,0
BDI,2748742.92866233,Yes,2007,K2O,BDI,222,none,0
SVN,2525702.7958724904,Yes,2007,K2O,SVN,12791.064,none,0
RWA,2396067.7596552595,Yes,2007,K2O,RWA,2004,none,0
OMN,2233642.493901007,Yes,2007,K2O,OMN,7995.15,none,0
GIN,2037378.3660401627,Yes,2007,K2O,GIN,109,none,0
JAM,1927771.3420681953,Yes,2007,K2O,JAM,33,none,0
GEO,1714112.967168633,Yes,2007,K2O,GEO,277,none,0
MKD,1678187.252377656,Yes,2007,K2O,MKD,4651,none,0
TCD,1631199.0443771405,No,2007,K2O,4651,4651,nearest use,1
XKO,1505488.8990551075,Yes,2007,K2O,XKO,3799.86151865134,none,0
LUX,1461422.4844591722,Yes,2007,K2O,LUX,1589.874,none,0
MNE,1338660.950568848,Yes,2007,K2O,MNE,648,none,0
TGO,1158866.0873362347,Yes,2007,K2O,TGO,0,none,0
SOM,1038368.1028475016,No,2007,K2O,1203,1203,nearest use,1
CYP,1030471.4808870537,Yes,2007,K2O,CYP,1032.174,none,0
SLE,1028081.6690776274,No,2007,K2O,1203,1203,nearest use,1
FJI,1011223.8870821148,Yes,2007,K2O,FJI,5,none,0
SUR,878341.9295825958,Yes,2007,K2O,SUR,986,none,0
COG,817013.5914447829,Yes,2007,K2O,COG,48,none,0
MNG,708403.239158292,Yes,2007,K2O,MNG,37,none,0
GNB,582822.1520262472,No,2007,K2O,1738,1738,nearest use,1
GAB,472134.8084433824,Yes,2007,K2O,GAB,1738,none,0
MRT,465262.4154650011,No,2007,K2O,1738,1738,nearest use,1
LBR,403184.49088207074,No,2007,K2O,NA,NA,none,0
QAT,368794.1200319603,Yes,2007,K2O,QAT,NA,none,0
TLS,345131.65923787653,No,2007,K2O,345.53,345.53,nearest use,1
KWT,329516.8733068891,Yes,2007,K2O,KWT,345.53,none,0
CAF,311807.46240679733,Yes,2007,K2O,CAF,60,none,0
BTN,211961.66956338336,Yes,2007,K2O,BTN,174,none,0
GMB,164120.41320878267,Yes,2007,K2O,GMB,600,none,0
ERI,157223.43264709655,Yes,2007,K2O,ERI,NA,none,0
XMI,147685.73278356518,Yes,2007,K2O,XMI,0,none,0
SSD,121669.49473145345,No,2007,K2O,0,0,nearest use,1
CXR,112599.20039215684,No,2007,K2O,107,107,nearest use,1
ALA,90919.16266685673,No,2007,K2O,107,91.806,nearest use,1
LSO,88594.53884182841,No,2007,K2O,107,107,nearest use,1
BLZ,83628.44249719381,Yes,2007,K2O,BLZ,107,none,0
BHR,81095.11913231015,Yes,2007,K2O,BHR,171.44,none,0
MLT,69660.46047009453,Yes,2007,K2O,MLT,152.724,none,0
"NAM",66674.56633578241,Yes,2007,K2O,"NAM",343,none,0
BRN,38542.701472287066,Yes,2007,K2O,BRN,350,none,0
TTO,36921.29870283604,Yes,2007,K2O,TTO,300,none,0
GNQ,35972.30806827545,No,2007,K2O,300,300,nearest use,1
PRI,28662.257500866424,No,2007,K2O,NA,NA,none,0
GUF,26967.58330526948,No,2007,K2O,NA,NA,none,0
BWA,24817.926067456105,Yes,2007,K2O,BWA,NA,none,0
GLP,23751.10955373943,No,2007,K2O,NA,NA,none,0
DJI,22681.95148062706,No,2007,K2O,NA,NA,none,0
GRD,21957.41449737549,No,2007,K2O,NA,NA,none,0
SGP,20506.614683747295,No,2007,K2O,NA,NA,none,0
SLB,17624.222730457783,No,2007,K2O,NA,NA,none,0
MTQ,17572.376029849052,No,2007,K2O,NA,NA,none,0
VUT,16904.80774780363,No,2007,K2O,NA,NA,none,0
BHS,16526.3634185791,Yes,2007,K2O,BHS,NA,none,0
ISL,8912.380160093307,Yes,2007,K2O,ISL,4457,none,0
NCL,7881.618533998728,Yes,2007,K2O,NCL,525,none,0
JEY,6522.582320484483,No,2007,K2O,38,38,nearest use,1
BRB,5771.393712043762,Yes,2007,K2O,BRB,38,none,0
GGY,5565.868829096662,Yes,2007,K2O,GGY,0,none,0
DMA,5268.732059001923,Yes,2007,K2O,DMA,16,none,0
LCA,3284.654992580414,Yes,2007,K2O,LCA,35.98,none,0
STP,2771.982379555702,No,2007,K2O,0,0,nearest use,1
TON,2357.369364261627,Yes,2007,K2O,TON,0,none,0
GUM,2163.8583984375,No,2007,K2O,0,0,nearest use,1
BMU,1939.9529418945312,Yes,2007,K2O,BMU,NA,none,0
PYF,1880.0881591588259,Yes,2007,K2O,PYF,250,none,0
VCT,1753.1834526062012,No,2007,K2O,250,250,nearest use,1
ATG,1300.8822555541992,Yes,2007,K2O,ATG,NA,none,0
MSR,597.2594909667969,No,2007,K2O,14,14,nearest use,1
FSM,377.7010202407837,No,2007,K2O,14,14,nearest use,1
NIU,365.32257080078125,No,2007,K2O,14,14,nearest use,1
KIR,362.8517019748688,No,2007,K2O,14,14,nearest use,1
PSE,259.6483723522413,No,2007,K2O,14,14,nearest use,1
KNA,254.51612854003903,Yes,2007,K2O,KNA,14,none,0
VGB,169.47203826904297,No,2007,K2O,14,14,nearest use,1
AND,124.50000250339507,No,2007,K2O,5,5,nearest use,1
ESH,124.03519773483276,No,2007,K2O,5,5,nearest use,1
WLF,74.63145104050636,No,2007,K2O,5,5,nearest use,1
SYC,51.590001583099365,Yes,2007,K2O,SYC,5,none,0
CYM,18.799999237060547,No,2007,K2O,3,3,nearest use,1
HKG,7.1721498655297875,No,2007,K2O,3,2.91,nearest use,1
ABW,0,No,2007,K2O,3,3,nearest use,1
AIA,0,No,2007,K2O,3,3,nearest use,1
ASM,0,No,2007,K2O,3,3,nearest use,1
BES,0,No,2007,K2O,3,3,nearest use,1
BLM,0,No,2007,K2O,3,3,nearest use,1
CCK,0,No,2007,K2O,3,3,nearest use,1
COK,0,Yes,2007,K2O,COK,3,none,0
COM,0,No,2007,K2O,3,3,nearest use,1
CPV,0,No,2007,K2O,3,3,nearest use,1
CUW,0,No,2007,K2O,3,3,nearest use,1
FLK,0,No,2007,K2O,3,3,nearest use,1
FRO,0,No,2007,K2O,3,2.574,nearest use,1
GIB,0,No,2007,K2O,3,2.574,nearest use,1
GRL,0,No,2007,K2O,3,3,nearest use,1
IMN,0,No,2007,K2O,3,3,nearest use,1
IOT,0,No,2007,K2O,3,3,nearest use,1
LIE,0,No,2007,K2O,3,3,nearest use,1
MAC,0,No,2007,K2O,3,2.91,nearest use,1
MAF,0,No,2007,K2O,3,3,nearest use,1
MCO,0,No,2007,K2O,3,3,nearest use,1
MDV,0,Yes,2007,K2O,MDV,NA,none,0
MHL,0,No,2007,K2O,3,3,nearest use,1
MNP,0,No,2007,K2O,3,3,nearest use,1
MYT,0,No,2007,K2O,3,3,nearest use,1
NFK,0,No,2007,K2O,3,3,nearest use,1
NRU,0,Yes,2007,K2O,NRU,NA,none,0
PCN,0,No,2007,K2O,3,3,nearest use,1
PLW,0,No,2007,K2O,3,3,nearest use,1
REU,0,No,2007,K2O,3,3,nearest use,1
SHN,0,No,2007,K2O,3,3,nearest use,1
SJM,0,No,2007,K2O,3,2.574,nearest use,1
SMR,0,No,2007,K2O,3,3,nearest use,1
SPM,0,No,2007,K2O,3,3,nearest use,1
SXM,0,No,2007,K2O,3,3,nearest use,1
TCA,0,No,2007,K2O,3,3,nearest use,1
TKL,0,No,2007,K2O,3,3,nearest use,1
TUV,0,No,2007,K2O,3,3,nearest use,1
VIR,0,No,2007,K2O,3,3,nearest use,1
WSM,0,Yes,2007,K2O,WSM,11,none,0
CHN,2267414909.013471,Yes,2008,K2O,CHN,5863248.3327,none,0
USA,1685696968.1634908,Yes,2008,K2O,USA,2604550.86204,none,0
IND,1298334009.3600392,Yes,2008,K2O,IND,3312802,none,0
RUS,393538249.3994526,Yes,2008,K2O,RUS,283347.72000000003,none,0
DEU,370973013.91670436,Yes,2008,K2O,DEU,153728.718,none,0
IDN,342701278.9558128,Yes,2008,K2O,IDN,1130750,none,0
FRA,331406239.8252842,Yes,2008,K2O,FRA,334620,none,0
PAK,305394562.04671705,Yes,2008,K2O,PAK,16564,none,0
AUS,294279917.9619316,Yes,2008,K2O,AUS,143979.1723,none,0
EGY,276096501.37281895,Yes,2008,K2O,EGY,55000,none,0
BRA,265053819.25387812,Yes,2008,K2O,BRA,4364374.99956,none,0
THA,250650979.07415372,Yes,2008,K2O,THA,426045.27,none,0
MEX,244714768.83693212,Yes,2008,K2O,MEX,199322,none,0
CAN,213816256.9340958,Yes,2008,K2O,CAN,250000,none,0
ARG,200824807.52287441,Yes,2008,K2O,ARG,43378,none,0
VNM,175531253.24923196,Yes,2008,K2O,VNM,441250.35,none,0
UKR,169486497.68667194,Yes,2008,K2O,UKR,152341,none,0
IRN,129910329.12320079,Yes,2008,K2O,IRN,98795.0055,none,0
ITA,127819881.1273082,Yes,2008,K2O,ITA,177043.152,none,0
ESP,124586547.10772365,Yes,2008,K2O,ESP,273868.452,none,0
PHL,122448932.7718554,Yes,2008,K2O,PHL,91567,none,0
BGD,117668736.34127656,Yes,2008,K2O,BGD,164400,none,0
MYS,113914676.43505079,Yes,2008,K2O,MYS,933123.74,none,0
GBR,109019734.02652495,Yes,2008,K2O,GBR,278850,none,0
POL,107416258.81941463,Yes,2008,K2O,POL,367824.6,none,0
JPN,100319549.95629139,Yes,2008,K2O,JPN,266678.041,none,0
COL,79846359.37517765,Yes,2008,K2O,COL,245189.68,none,0
TUR,76049183.09535167,Yes,2008,K2O,TUR,89508,none,0
NLD,70788056.33485001,Yes,2008,K2O,NLD,23854.116,none,0
ROU,67355533.9592786,Yes,2008,K2O,ROU,13454.298,none,0
UZB,66272017.93972518,Yes,2008,K2O,UZB,28810.265,none,0
GTM,56733102.49160689,Yes,2008,K2O,GTM,8500,none,0
ZAF,56112834.05497494,Yes,2008,K2O,ZAF,107175.458,none,0
PER,51883022.74158923,Yes,2008,K2O,PER,50535,none,0
MMR,47367605.74191096,Yes,2008,K2O,MMR,5769,none,0
BLR,47182114.28745654,Yes,2008,K2O,BLR,559717.5,none,0
DNK,44849307.75908263,Yes,2008,K2O,DNK,82750.668,none,0
MAR,44230673.90954738,Yes,2008,K2O,MAR,61350,none,0
PRY,40807672.72664807,Yes,2008,K2O,PRY,105878,none,0
BEL,37881620.430979386,Yes,2008,K2O,BEL,31643.04,none,0
SWE,37143224.497521594,Yes,2008,K2O,SWE,34663.2,none,0
ECU,36358870.95008872,Yes,2008,K2O,ECU,82111,none,0
CHL,35358705.215926774,Yes,2008,K2O,CHL,75650,none,0
HUN,33193416.77833699,Yes,2008,K2O,HUN,56068.584,none,0
KOR,33154489.12534804,Yes,2008,K2O,KOR,100000,none,0
DZA,32143603.141003493,Yes,2008,K2O,DZA,20369,none,0
GRC,31918293.246788524,Yes,2008,K2O,GRC,52261.638,none,0
KAZ,29929723.955679696,Yes,2008,K2O,KAZ,200,none,0
CZE,29788124.38627481,Yes,2008,K2O,CZE,18286.554,none,0
PRT,28506095.278970405,Yes,2008,K2O,PRT,37291.254,none,0
NPL,26876323.37709631,Yes,2008,K2O,NPL,0,none,0
CUB,26294904.08919849,Yes,2008,K2O,CUB,70026.15,none,0
GHA,24756986.966226343,Yes,2008,K2O,GHA,37166,none,0
SRB,22487966.389169283,Yes,2008,K2O,SRB,61766.7059790663,none,0
NGA,22359247.217234705,Yes,2008,K2O,NGA,40986,none,0
ETH,22181941.102866244,Yes,2008,K2O,ETH,NA,none,0
LVA,20371689.546484135,Yes,2008,K2O,LVA,12136.41,none,0
SDN,19222229.623063345,Yes,2008,K2O,SDN,6750,none,0
TZA,19013640.007680494,Yes,2008,K2O,TZA,276,none,0
AUT,18718651.40663913,Yes,2008,K2O,AUT,42717.246,none,0
NIC,17610256.38688291,Yes,2008,K2O,NIC,1548,none,0
PRK,17014139.914172295,No,2008,K2O,1548,1548,nearest use,1
VEN,15907817.17073627,Yes,2008,K2O,VEN,104750,none,0
TWN,15451483.585332446,Yes,2008,K2O,TWN,110648,none,0
AZE,14907447.192262892,Yes,2008,K2O,AZE,3248,none,0
CHE,14525092.945975028,Yes,2008,K2O,CHE,23771,none,0
FIN,14055662.784255108,Yes,2008,K2O,FIN,24736.14,none,0
NZL,13942387.220853884,Yes,2008,K2O,NZL,19413.333599999984,none,0
KGZ,13692151.529250788,Yes,2008,K2O,KGZ,NA,none,0
CMR,13637400.23891997,Yes,2008,K2O,CMR,9386,none,0
KHM,13595715.82186319,Yes,2008,K2O,KHM,948.7,none,0
CIV,12955457.408819854,Yes,2008,K2O,CIV,30468,none,0
HND,12780212.949240863,Yes,2008,K2O,HND,6892.61,none,0
SAU,12683449.049103377,Yes,2008,K2O,SAU,17000,none,0
MLI,12463161.338653237,Yes,2008,K2O,MLI,32833.02,none,0
LTU,12354101.599334715,Yes,2008,K2O,LTU,24882,none,0
TUN,12035264.377723213,Yes,2008,K2O,TUN,5200,none,0
MDG,11867310.836907458,Yes,2008,K2O,MDG,2947.7,none,0
LAO,11740312.049463883,No,2008,K2O,2947.7,2947.7,nearest use,1
AGO,11316164.06115643,Yes,2008,K2O,AGO,15993,none,0
SVK,11271125.355770351,Yes,2008,K2O,SVK,10275.408,none,0
LKA,11254375.594190333,Yes,2008,K2O,LKA,95612,none,0
AFG,11103174.046912694,Yes,2008,K2O,AFG,0,none,0
KEN,10772148.531103551,Yes,2008,K2O,KEN,5680,none,0
NOR,10740117.096851815,Yes,2008,K2O,NOR,49036,none,0
TKM,10726360.416745638,No,2008,K2O,49036,49036,nearest use,1
SYR,10559246.660225878,Yes,2008,K2O,SYR,12057,none,0
ISR,10317064.779519146,Yes,2008,K2O,ISR,28100,none,0
DOM,10152260.896133812,Yes,2008,K2O,DOM,915,none,0
TJK,9741323.549771942,Yes,2008,K2O,TJK,162.25,none,0
YEM,9554599.044593014,Yes,2008,K2O,YEM,1200,none,0
SWZ,9477485.681020593,No,2008,K2O,1200,1200,nearest use,1
IRL,9129797.634830145,Yes,2008,K2O,IRL,54161.25,none,0
MWI,8903642.548293917,Yes,2008,K2O,MWI,9623,none,0
SLV,8782144.894177927,Yes,2008,K2O,SLV,5368,none,0
BOL,8670978.747869343,Yes,2008,K2O,BOL,2039,none,0
MDA,8538527.205399537,Yes,2008,K2O,MDA,1053,none,0
BGR,7926581.878972925,Yes,2008,K2O,BGR,6512.22,none,0
URY,7816526.595472928,Yes,2008,K2O,URY,4883,none,0
EST,7745325.367166781,Yes,2008,K2O,EST,12828.816,none,0
IRQ,7661246.997111124,Yes,2008,K2O,IRQ,1000,none,0
HRV,7451541.9081978705,Yes,2008,K2O,HRV,61953.606,none,0
ZMB,7340673.0285031125,Yes,2008,K2O,ZMB,55876,none,0
ZWE,7083056.152574739,Yes,2008,K2O,ZWE,14318,none,0
CRI,6996794.074496098,Yes,2008,K2O,CRI,80418.5,none,0
COD,6643288.819602948,Yes,2008,K2O,COD,1142,none,0
