"TaxonKey","TaxonName","CommonName","stock"
500538,"Makaira","Blue marlins","Makaira Blue marlins"
500640,"Galeus","Sawtail catsharks","Galeus Sawtail catsharks"
500646,"Dasyatis","Rough whip stingrays","Dasyatis Rough whip stingrays"
600209,"Pristipomoides sieboldii","Lavender jobfish","Pristipomoides sieboldii Lavender jobfish"
600211,"Pristipomoides zonatus","Oblique-banded snapper","Pristipomoides zonatus Oblique-banded snapper"
600214,"Symphorichthys spilurus","Sailfin snapper","Symphorichthys spilurus Sailfin snapper"
600216,"Makaira nigricans","Blue marlin","Makaira nigricans Blue marlin"
600217,"Istiompax indica","Black marlin","Istiompax indica Black marlin"
600219,"Kajikia albida","Atlantic white marlin","Kajikia albida Atlantic white marlin"
600223,"Kajikia audax","Striped marlin","Kajikia audax Striped marlin"
600230,"Alepocephalus bairdii","Baird's slickhead","Alepocephalus bairdii Baird's slickhead"
600232,"Coregonus lavaretus","European whitefish","Coregonus lavaretus European whitefish"
600238,"Salmo trutta","Sea trout","Salmo trutta Sea trout"
600242,"Oncorhynchus masou masou","Masu salmon","Oncorhynchus masou masou Masu salmon"
600246,"Salvelinus fontinalis","Brook trout","Salvelinus fontinalis Brook trout"
600247,"Salvelinus alpinus alpinus","Arctic char","Salvelinus alpinus alpinus Arctic char"
600249,"Centrolophus niger","Rudderfish","Centrolophus niger Rudderfish"
600251,"Plecoglossus altivelis altivelis","Ayu sweetfish","Plecoglossus altivelis altivelis Ayu sweetfish"
600253,"Osmerus mordax mordax","Rainbow smelt","Osmerus mordax mordax Rainbow smelt"
600257,"Glossanodon semifasciatus","Deepsea smelt","Glossanodon semifasciatus Deepsea smelt"
600258,"Esox lucius","Northern pike","Esox lucius Northern pike"
600261,"Lutjanus fulviflamma","Dory snapper","Lutjanus fulviflamma Dory snapper"
600262,"Lutjanus fulvus","Blacktail snapper","Lutjanus fulvus Blacktail snapper"
600269,"Tinca tinca","Tench","Tinca tinca Tench"
600270,"Carassius carassius","Crucian carp","Carassius carassius Crucian carp"
600272,"Rutilus rutilus","Roach","Rutilus rutilus Roach"
600274,"Hypophthalmichthys molitrix","Silver carp","Hypophthalmichthys molitrix Silver carp"
600275,"Hypophthalmichthys nobilis","Bighead carp","Hypophthalmichthys nobilis Bighead carp"
600283,"Pelecus cultratus","Sichel","Pelecus cultratus Sichel"
600858,"Carcharhinus albimarginatus","Silvertip shark","Carcharhinus albimarginatus Silvertip shark"
600861,"Carcharhinus amblyrhynchos","Blacktail reef shark","Carcharhinus amblyrhynchos Blacktail reef shark"
600870,"Carcharhinus galapagensis","Galapagos shark","Carcharhinus galapagensis Galapagos shark"
600873,"Carcharhinus leucas","Bull shark","Carcharhinus leucas Bull shark"
600877,"Carcharhinus melanopterus","Blacktip reef shark","Carcharhinus melanopterus Blacktip reef shark"
600881,"Carcharhinus porosus","Smalltail shark","Carcharhinus porosus Smalltail shark"
600897,"Negaprion brevirostris","Lemon shark","Negaprion brevirostris Lemon shark"
600903,"Rhizoprionodon porosus","Caribbean sharpnose shark","Rhizoprionodon porosus Caribbean sharpnose shark"
600905,"Rhizoprionodon terraenovae","Atlantic sharpnose shark","Rhizoprionodon terraenovae Atlantic sharpnose shark"
600907,"Triaenodon obesus","Whitetip reef shark","Triaenodon obesus Whitetip reef shark"
600914,"Sphyrna mokarran","Great hammerhead","Sphyrna mokarran Great hammerhead"
600915,"Sphyrna tiburo","Bonnethead","Sphyrna tiburo Bonnethead"
600918,"Caesio caerulaurea","Blue and gold fusilier","Caesio caerulaurea Blue and gold fusilier"
600920,"Caesio lunaris","Lunar fusilier","Caesio lunaris Lunar fusilier"
600923,"Caesio teres","Yellow and blueback fusilier","Caesio teres Yellow and blueback fusilier"
600925,"Anchoa marinii","Marini's anchovy","Anchoa marinii Marini's anchovy"
600935,"Pterocaesio marri","Marr's fusilier","Pterocaesio marri Marr's fusilier"
600936,"Pterocaesio pisang","Banana fusilier","Pterocaesio pisang Banana fusilier"
600940,"Dasyatis akajei","Whip stingray","Dasyatis akajei Whip stingray"
600941,"Atrobucca nibe","Blackmouth croaker","Atrobucca nibe Blackmouth croaker"
600942,"Acanthurus bahianus","Ocean surgeon","Acanthurus bahianus Ocean surgeon"
600948,"Sciades couma","Couma sea catfish","Sciades couma Couma sea catfish"
600949,"Notarius grandicassis","Thomas sea catfish","Notarius grandicassis Thomas sea catfish"
600952,"Sciades parkeri","Gillbacker sea catfish","Sciades parkeri Gillbacker sea catfish"
600953,"Sciades passany","Passany sea catfish","Sciades passany Passany sea catfish"
600954,"Amphiarius phrygiatus","Kukwari sea catfish","Amphiarius phrygiatus Kukwari sea catfish"
600955,"Sciades proops","Crucifix sea catfish","Sciades proops Crucifix sea catfish"
600956,"Aspistor quadriscutis","Bressou sea catfish","Aspistor quadriscutis Bressou sea catfish"
600958,"Bagre bagre","Coco sea catfish","Bagre bagre Coco sea catfish"
600966,"Melichthys niger","Black triggerfish","Melichthys niger Black triggerfish"
601759,"Scorpaena scrofa","Red scorpionfish","Scorpaena scrofa Red scorpionfish"
601761,"Serranus scriba","Painted comber","Serranus scriba Painted comber"
601765,"Sphyraena sphyraena","European barracuda","Sphyraena sphyraena European barracuda"
601773,"Trachinotus ovatus","Pompano","Trachinotus ovatus Pompano"
601777,"Trachipterus trachypterus","Mediterranean dealfish","Trachipterus trachypterus Mediterranean dealfish"
601779,"Uranoscopus scaber","Stargazer","Uranoscopus scaber Stargazer"
601800,"Acanthurus monroviae","Monrovia doctorfish","Acanthurus monroviae Monrovia doctorfish"
601823,"Tetrapturus belone","Mediterranean spearfish","Tetrapturus belone Mediterranean spearfish"
601826,"Merluccius paradoxus","Deepwater Cape hake","Merluccius paradoxus Deepwater Cape hake"
601832,"Gnathodentex aureolineatus","Striped large-eye bream","Gnathodentex aureolineatus Striped large-eye bream"
601833,"Gymnocranius griseus","Grey largeeye bream","Gymnocranius griseus Grey largeeye bream"
601839,"Gymnocranius microdon","Bluespotted largeeye bream","Gymnocranius microdon Bluespotted largeeye bream"
601842,"Lethrinus erythropterus","Longfin emperor","Lethrinus erythropterus Longfin emperor"
601848,"Lethrinus rubrioperculatus","Spotcheek emperor","Lethrinus rubrioperculatus Spotcheek emperor"
601849,"Lethrinus semicinctus","Blackblotch emperor","Lethrinus semicinctus Blackblotch emperor"
601850,"Lethrinus variegatus","Slender emperor","Lethrinus variegatus Slender emperor"
601853,"Lethrinus amboinensis","Ambon emperor","Lethrinus amboinensis Ambon emperor"
601854,"Lethrinus atkinsoni","Pacific yellowtail emperor","Lethrinus atkinsoni Pacific yellowtail emperor"
601858,"Lethrinus miniatus","Trumpet emperor","Lethrinus miniatus Trumpet emperor"
601862,"Lethrinus erythracanthus","Orangespotted emperor","Lethrinus erythracanthus Orangespotted emperor"
601864,"Lethrinus olivaceus","Longface emperor","Lethrinus olivaceus Longface emperor"
601866,"Lethrinus ornatus","Ornate emperor","Lethrinus ornatus Ornate emperor"
601880,"Phycis chesteri","Longfin hake","Phycis chesteri Longfin hake"
601886,"Pterocaesio trilineata","Three-stripe fusilier","Pterocaesio trilineata Three-stripe fusilier"
601888,"Alectis alexandrina","Alexandria pompano","Alectis alexandrina Alexandria pompano"
604907,"Sargocentron caudimaculatum","Silverspot squirrelfish","Sargocentron caudimaculatum Silverspot squirrelfish"
604908,"Sargocentron tiere","Bluelined squirrelfish","Sargocentron tiere Bluelined squirrelfish"
604909,"Sargocentron violaceum","Violet squirrelfish","Sargocentron violaceum Violet squirrelfish"
604910,"Myripristis berndti","Blotcheye soldierfish","Myripristis berndti Blotcheye soldierfish"
604911,"Neoniphon sammara","Sammara squirrelfish","Neoniphon sammara Sammara squirrelfish"
604913,"Pterois radiata","Radial firefish","Pterois radiata Radial firefish"
604921,"Scorpaenopsis diabolus","False stonefish","Scorpaenopsis diabolus False stonefish"
604925,"Grammistes sexlineatus","Goldenstriped soapfish","Grammistes sexlineatus Goldenstriped soapfish"
604926,"Sphaeramia orbicularis","Orbiculate cardinalfish","Sphaeramia orbicularis Orbiculate cardinalfish"
604943,"Citharus linguatula","Spotted flounder","Citharus linguatula Spotted flounder"
604969,"Scarus rivulatus","Rivulated parrotfish","Scarus rivulatus Rivulated parrotfish"
604970,"Scarus globiceps","Globehead parrotfish","Scarus globiceps Globehead parrotfish"
604973,"Scarus dimidiatus","Yellowbarred parrotfish","Scarus dimidiatus Yellowbarred parrotfish"
604975,"Scarus schlegeli","Yellowband parrotfish","Scarus schlegeli Yellowband parrotfish"
604984,"Macropharyngodon meleagris","Blackspotted wrasse","Macropharyngodon meleagris Blackspotted wrasse"
605000,"Pentheroscion mbizi","Mbizi croaker","Pentheroscion mbizi Mbizi croaker"
605600,"Cheilinus fasciatus","Redbreasted wrasse","Cheilinus fasciatus Redbreasted wrasse"
605013,"Raja maderensis","Madeiran ray","Raja maderensis Madeiran ray"
605014,"Raja miraletus","Brown ray","Raja miraletus Brown ray"
605048,"Arripis trutta","Australian salmon","Arripis trutta Australian salmon"
605068,"Psettodes bennettii","Spiny turbot","Psettodes bennettii Spiny turbot"
605094,"Lophius budegassa","Blackbellied angler","Lophius budegassa Blackbellied angler"
605098,"Borostomias antarcticus","Snaggletooth","Borostomias antarcticus Snaggletooth"
605109,"Labrichthys unilineatus","Tubelip wrasse","Labrichthys unilineatus Tubelip wrasse"
605110,"Dascyllus aruanus","Whitetail dascyllus","Dascyllus aruanus Whitetail dascyllus"
605112,"Dascyllus trimaculatus","Threespot dascyllus","Dascyllus trimaculatus Threespot dascyllus"
605122,"Cypselurus poecilopterus","Yellowing flyingfish","Cypselurus poecilopterus Yellowing flyingfish"
605133,"Champsocephalus esox","Pike icefish","Champsocephalus esox Pike icefish"
605158,"Epinephelus akaara","Hong Kong grouper","Epinephelus akaara Hong Kong grouper"
605188,"Puntius katolo","Puntius katolo","Puntius katolo Puntius katolo"
605195,"Pterois volitans","Red lionfish","Pterois volitans Red lionfish"
605345,"Sargocentron melanospilos","Blackblotch squirrelfish","Sargocentron melanospilos Blackblotch squirrelfish"
606400,"Arothron nigropunctatus","Blackspotted puffer","Arothron nigropunctatus Blackspotted puffer"
606405,"Sphyraena ensis","Mexican barracuda","Sphyraena ensis Mexican barracuda"
606416,"Polydactylus sexfilis","Sixfinger threadfin","Polydactylus sexfilis Sixfinger threadfin"
606422,"Rajella lintea","Sailray","Rajella lintea Sailray"
606426,"Pagrus auratus","Silver seabream","Pagrus auratus Silver seabream"
606438,"Scarus tricolor","Tricolour parrotfish","Scarus tricolor Tricolour parrotfish"
606439,"Epinephelus malabaricus","Malabar grouper","Epinephelus malabaricus Malabar grouper"
606440,"Epinephelus coeruleopunctatus","Whitespotted grouper","Epinephelus coeruleopunctatus Whitespotted grouper"
606448,"Cephalopholis leopardus","Leopard hind","Cephalopholis leopardus Leopard hind"
606452,"Cephalopholis polleni","Harlequin hind","Cephalopholis polleni Harlequin hind"
606453,"Cephalopholis sexmaculata","Sixblotch hind","Cephalopholis sexmaculata Sixblotch hind"
606454,"Cephalopholis sonnerati","Tomato hind","Cephalopholis sonnerati Tomato hind"
606455,"Cephalopholis spiloparaea","Strawberry hind","Cephalopholis spiloparaea Strawberry hind"
606456,"Cephalopholis urodeta","Darkfin hind","Cephalopholis urodeta Darkfin hind"
606466,"Epinephelus corallicola","Coral grouper","Epinephelus corallicola Coral grouper"
606468,"Epinephelus lanceolatus","Giant grouper","Epinephelus lanceolatus Giant grouper"
606471,"Epinephelus melanostigma","One-blotch grouper","Epinephelus melanostigma One-blotch grouper"
606477,"Gracila albomarginata","Masked grouper","Gracila albomarginata Masked grouper"
606478,"Variola albimarginata","White-edged lyretail","Variola albimarginata White-edged lyretail"
606482,"Taeniurops meyeni","Round ribbontail ray","Taeniurops meyeni Round ribbontail ray"
606490,"Enchelycore schismatorhynchus","White-margined moray","Enchelycore schismatorhynchus White-margined moray"
606495,"Gymnothorax fimbriatus","Fimbriated moray","Gymnothorax fimbriatus Fimbriated moray"
606503,"Aeoliscus strigatus","Razorfish","Aeoliscus strigatus Razorfish"
606504,"Pomacanthus imperator","Emperor angelfish","Pomacanthus imperator Emperor angelfish"
606505,"Myripristis vittata","Whitetip soldierfish","Myripristis vittata Whitetip soldierfish"
606506,"Myripristis adusta","Shadowfin soldierfish","Myripristis adusta Shadowfin soldierfish"
606526,"Arothron stellatus","Stellate puffer","Arothron stellatus Stellate puffer"
606531,"Acanthopagrus schlegelii","Blackhead seabream","Acanthopagrus schlegelii Blackhead seabream"
606532,"Oplegnathus fasciatus","Barred knifejaw","Oplegnathus fasciatus Barred knifejaw"
606534,"Sebastes schlegelii","Korean rockfish","Sebastes schlegelii Korean rockfish"
606537,"Girella punctata","Girella punctata","Girella punctata Girella punctata"
606541,"Canthigaster bennetti","Bennett's sharpnose puffer","Canthigaster bennetti Bennett's sharpnose puffer"
606550,"Chaetodon ornatissimus","Ornate butterflyfish","Chaetodon ornatissimus Ornate butterflyfish"
606552,"Diodon liturosus","Blackblotched porcupinefish","Diodon liturosus Blackblotched porcupinefish"
606559,"Oxymonacanthus longirostris","Harlequin filefish","Oxymonacanthus longirostris Harlequin filefish"
606561,"Parapercis clathrata","Latticed sandperch","Parapercis clathrata Latticed sandperch"
606572,"Pygoplites diacanthus","Regal angelfish","Pygoplites diacanthus Regal angelfish"
606574,"Hyporthodus septemfasciatus","Convict grouper","Hyporthodus septemfasciatus Convict grouper"
606575,"Valenciennea strigata","Blueband goby","Valenciennea strigata Blueband goby"
606578,"Canthigaster solandri","Spotted sharpnose","Canthigaster solandri Spotted sharpnose"
606582,"Neoniphon opercularis","Black squirrelfish","Neoniphon opercularis Black squirrelfish"
606630,"Abudefduf vaigiensis","Indo-Pacific sergeant","Abudefduf vaigiensis Indo-Pacific sergeant"
606635,"Cantherhines pardalis","Honeycomb filefish","Cantherhines pardalis Honeycomb filefish"
606660,"Epinephelus hexagonatus","Starspotted grouper","Epinephelus hexagonatus Starspotted grouper"
606661,"Epinephelus macrospilos","Snubnose grouper","Epinephelus macrospilos Snubnose grouper"
606670,"Parapercis millepunctata","Blackdotted sand perch","Parapercis millepunctata Blackdotted sand perch"
606672,"Amanses scopas","Broom filefish","Amanses scopas Broom filefish"
606932,"Naso thynnoides","Oneknife unicornfish","Naso thynnoides Oneknife unicornfish"
606940,"Plectorhinchus lineatus","Yellowbanded sweetlips","Plectorhinchus lineatus Yellowbanded sweetlips"
606990,"Gymnoscopelus nicholsi","Nichol's lanternfish","Gymnoscopelus nicholsi Nichol's lanternfish"
607040,"Gobionotothen acuta","Triangular rockcod","Gobionotothen acuta Triangular rockcod"
607046,"Lepidonotothen mizops","Toad notie","Lepidonotothen mizops Toad notie"
607047,"Lepidonotothen nudifrons","Yellowfin notie","Lepidonotothen nudifrons Yellowfin notie"
607048,"Nototheniops larseni","Painted notie","Nototheniops larseni Painted notie"
607082,"Pogonophryne permitini","Plunderfish","Pogonophryne permitini Plunderfish"
607109,"Chionodraco hamatus","Hooked icefish","Chionodraco hamatus Hooked icefish"
607110,"Chionodraco myersi","Myers' icefish","Chionodraco myersi Myers' icefish"
607113,"Neopagetopsis ionah","Jonah's icefish","Neopagetopsis ionah Jonah's icefish"
607117,"Paradiplospinus gracilis","Slender escolar","Paradiplospinus gracilis Slender escolar"
607120,"Mancopsetta maculata","Antarctic armless flounder","Mancopsetta maculata Antarctic armless flounder"
607124,"Muraenolepis marmorata","Marbled moray cod","Muraenolepis marmorata Marbled moray cod"
607132,"Coelorinchus marinii","Marinis grenadier","Coelorinchus marinii Marinis grenadier"
607136,"Cynomacrurus piriei","Dogtooth grenadier","Cynomacrurus piriei Dogtooth grenadier"
607139,"Macrourus whitsoni","Whitson's grenadier","Macrourus whitsoni Whitson's grenadier"
607141,"Echiodon cryomargarites","Messmate","Echiodon cryomargarites Messmate"
400287,"Centropomidae","Snooks","Centropomidae Snooks"
609888,"Cubiceps capensis","Cape fathead","Cubiceps capensis Cape fathead"
400289,"Serranidae","Basses, groupers, hinds","Serranidae Basses, groupers, hinds"
611868,"Chromis limbata","Azores chromis","Chromis limbata Azores chromis"
613810,"Sphoeroides marmoratus","Guinean puffer","Sphoeroides marmoratus Guinean puffer"
610202,"Sphyraena viridensis","Yellowmouth barracuda","Sphyraena viridensis Yellowmouth barracuda"
400299,"Terapontidae","Grunters, tigerperches","Terapontidae Grunters, tigerperches"
601199,"Umbrina coroides","Sand drum","Umbrina coroides Sand drum"
