"TaxonKey","TaxonName","CommonName","stock"
607052,"Patagonotothen brevicauda brevicauda","Patagonian rockcod","Patagonotothen brevicauda brevicauda Patagonian rockcod"
607054,"Trematomus eulepidotus","Blunt scalyhead","Trematomus eulepidotus Blunt scalyhead"
607055,"Trematomus hansoni","Striped rockcod","Trematomus hansoni Striped rockcod"
607103,"Parachaenichthys georgianus","Antarctic dragonfish","Parachaenichthys georgianus Antarctic dragonfish"
607108,"Chionobathyscus dewitti","Chionobathyscus dewitti","Chionobathyscus dewitti Chionobathyscus dewitti"
607126,"Muraenolepis microps","Smalleye moray cod","Muraenolepis microps Smalleye moray cod"
607137,"Macrourus carinatus","Ridge scaled rattail","Macrourus carinatus Ridge scaled rattail"
607138,"Macrourus holotrachys","Bigeye grenadier","Macrourus holotrachys Bigeye grenadier"
607327,"Balistes capriscus","Grey triggerfish","Balistes capriscus Grey triggerfish"
607354,"Epinephelus multinotatus","White-blotched grouper","Epinephelus multinotatus White-blotched grouper"
607366,"Epinephelus summana","Summan grouper","Epinephelus summana Summan grouper"
607430,"Plectropomus pessuliferus","Roving coralgrouper","Plectropomus pessuliferus Roving coralgrouper"
607614,"Leucoraja circularis","Sandy ray","Leucoraja circularis Sandy ray"
607616,"Dipturus oxyrinchus","Longnosed skate","Dipturus oxyrinchus Longnosed skate"
607617,"Raja undulata","Undulate ray","Raja undulata Undulate ray"
607618,"Mobula mobular","Devil fish","Mobula mobular Devil fish"
607619,"Leucoraja fullonica","Shagreen ray","Leucoraja fullonica Shagreen ray"
607620,"Micropogonias furnieri","Whitemouth croaker","Micropogonias furnieri Whitemouth croaker"
607708,"Pomadasys stridens","Striped piggy","Pomadasys stridens Striped piggy"
607903,"Pomacanthus maculosus","Yellowbar angelfish","Pomacanthus maculosus Yellowbar angelfish"
607945,"Pelates quadrilineatus","Fourlined terapon","Pelates quadrilineatus Fourlined terapon"
608092,"Parapristipoma octolineatum","African striped grunt","Parapristipoma octolineatum African striped grunt"
608166,"Rhabdosargus haffara","Haffara seabream","Rhabdosargus haffara Haffara seabream"
608289,"Fistularia corneta","Pacific cornetfish","Fistularia corneta Pacific cornetfish"
608315,"Plectorhinchus pictus","Trout sweetlips","Plectorhinchus pictus Trout sweetlips"
608390,"Seriolella porosa","Choicy ruff","Seriolella porosa Choicy ruff"
608483,"Lepidorhynchus denticulatus","Thorntooth grenadier","Lepidorhynchus denticulatus Thorntooth grenadier"
608490,"Rexea solandri","Silver gemfish","Rexea solandri Silver gemfish"
608540,"Aphanopus intermedius","Intermediate scabbardfish","Aphanopus intermedius Intermediate scabbardfish"
608816,"Cephalopholis fulva","Coney","Cephalopholis fulva Coney"
608852,"Solea senegalensis","Senegalese sole","Solea senegalensis Senegalese sole"
608991,"Spectrunculus grandis","Pudgy cuskeel","Spectrunculus grandis Pudgy cuskeel"
609146,"Neocyttus rhomboidalis","Spiky oreo","Neocyttus rhomboidalis Spiky oreo"
609256,"Amblyraja hyperborea","Arctic skate","Amblyraja hyperborea Arctic skate"
609907,"Gerres nigri","Guinean striped mojarra","Gerres nigri Guinean striped mojarra"
609908,"Plectorhinchus macrolepis","Biglip grunt","Plectorhinchus macrolepis Biglip grunt"
610106,"Nemadactylus macropterus","Tarakihi","Nemadactylus macropterus Tarakihi"
610190,"Schedophilus pemarco","Pemarco blackfish","Schedophilus pemarco Pemarco blackfish"
610238,"Benthosema pterotum","Skinnycheek lanternfish","Benthosema pterotum Skinnycheek lanternfish"
610307,"Cheilopogon agoo","Japanese flyingfish","Cheilopogon agoo Japanese flyingfish"
610676,"Cyttus traversi","King dory","Cyttus traversi King dory"
611820,"Abudefduf luridus","Canary damsel","Abudefduf luridus Canary damsel"
612005,"Paratrachichthys trailli","Sandpaper fish","Paratrachichthys trailli Sandpaper fish"
612354,"Paristiopterus labiosus","Giant boarfish","Paristiopterus labiosus Giant boarfish"
612357,"Pentaceros decacanthus","Bigspined boarfish","Pentaceros decacanthus Bigspined boarfish"
612547,"Coregonus muksun","Muksun","Coregonus muksun Muksun"
612918,"Seriolella brama","Common warehou","Seriolella brama Common warehou"
612919,"Seriolella caerulea","White warehou","Seriolella caerulea White warehou"
612920,"Kathetostoma giganteum","Giant stargazer","Kathetostoma giganteum Giant stargazer"
612922,"Seriolella punctata","Silver warehou","Seriolella punctata Silver warehou"
612962,"Allocyttus niger","Black oreo","Allocyttus niger Black oreo"
613139,"Meuschenia scaber","Velvet leatherjacket","Meuschenia scaber Velvet leatherjacket"
613144,"Zearaja nasuta","New Zealand rough skate","Zearaja nasuta New Zealand rough skate"
613146,"Hydrolagus novaezealandiae","Dark ghost shark","Hydrolagus novaezealandiae Dark ghost shark"
614063,"Mullus argentinae","Argentine goatfish","Mullus argentinae Argentine goatfish"
614129,"Centroberyx affinis","Redfish","Centroberyx affinis Redfish"
614242,"Centriscops humerosus","Banded yellowfish","Centriscops humerosus Banded yellowfish"
614290,"Thunnus orientalis","Pacific bluefin tuna","Thunnus orientalis Pacific bluefin tuna"
614354,"Lepidoperca pulchella","Orange perch","Lepidoperca pulchella Orange perch"
614383,"Scarus persicus","Gulf parrotfish","Scarus persicus Gulf parrotfish"
614693,"Merluccius gayi peruanus","Peruvian hake","Merluccius gayi peruanus Peruvian hake"
615483,"Himantura gerrardi","Sharpnose stingray","Himantura gerrardi Sharpnose stingray"
624237,"Lepidopsetta bilineata","Rock sole","Lepidopsetta bilineata Rock sole"
628128,"Grammoplites suppositus","Spotfin flathead","Grammoplites suppositus Spotfin flathead"
628143,"Peprilus paru","American harvestfish","Peprilus paru American harvestfish"
646941,"Coregonus laurettae","Bering cisco","Coregonus laurettae Bering cisco"
649232,"Capromimus abbreviatus","Capro dory","Capromimus abbreviatus Capro dory"
650136,"Pseudopercis semifasciata","Argentinian sandperch","Pseudopercis semifasciata Argentinian sandperch"
657505,"Bathyraja irrasa","Kerguelen sandpaper skate","Bathyraja irrasa Kerguelen sandpaper skate"
690003,"Pandalus montagui","Aesop shrimp","Pandalus montagui Aesop shrimp"
690005,"Acetes japonicus","Akiami paste shrimp","Acetes japonicus Akiami paste shrimp"
690009,"Crassostrea virginica","American cupped oyster","Crassostrea virginica American cupped oyster"
690010,"Homarus americanus","American lobster","Homarus americanus American lobster"
690011,"Placopecten magellanicus","American sea scallop","Placopecten magellanicus American sea scallop"
690013,"Metanephrops andamanicus","Andaman lobster","Metanephrops andamanicus Andaman lobster"
690016,"Euphausia superba","Antarctic krill","Euphausia superba Antarctic krill"
690018,"Paralomis spinosissima","Antarctic stone crab","Paralomis spinosissima Antarctic stone crab"
690022,"Pleoticus muelleri","Argentine red shrimp","Pleoticus muelleri Argentine red shrimp"
690023,"Illex argentinus","Argentine shortfin squid","Illex argentinus Argentine shortfin squid"
690024,"Artemesia longinaris","Argentine stiletto shrimp","Artemesia longinaris Argentine stiletto shrimp"
690029,"Ensis directus","Atlantic razor clam","Ensis directus Atlantic razor clam"
690030,"Argopecten irradians","Atlantic bay scallop","Argopecten irradians Atlantic bay scallop"
690031,"Cancer irroratus","Atlantic rock crab","Cancer irroratus Atlantic rock crab"
690032,"Xiphopenaeus kroyeri","Atlantic seabob","Xiphopenaeus kroyeri Atlantic seabob"
690033,"Spisula solidissima","Atlantic surf clam","Spisula solidissima Atlantic surf clam"
690036,"Mytilus planulatus","Australian mussel","Mytilus planulatus Australian mussel"
690039,"Panulirus cygnus","Australian spiny lobster","Panulirus cygnus Australian spiny lobster"
690042,"Fenneropenaeus merguiensis","Banana prawn","Fenneropenaeus merguiensis Banana prawn"
690047,"Menippe mercenaria","Black stone crab","Menippe mercenaria Black stone crab"
690049,"Haliotis rubra","Blacklip abalone","Haliotis rubra Blacklip abalone"
690051,"Aristeus antennatus","Blue and red shrimp","Aristeus antennatus Blue and red shrimp"
690052,"Callinectes sapidus","Blue crab","Callinectes sapidus Blue crab"
690053,"Mytilus edulis","Blue mussel","Mytilus edulis Blue mussel"
690054,"Litopenaeus stylirostris","Blue shrimp","Litopenaeus stylirostris Blue shrimp"
690055,"Portunus pelagicus","Blue swimming crab","Portunus pelagicus Blue swimming crab"
690059,"Illex coindetii","Broadtail shortfin squid","Illex coindetii Broadtail shortfin squid"
690060,"Perna viridis","Brown mussel","Perna viridis Brown mussel"
690064,"Saxidomus gigantea","Butter clam","Saxidomus gigantea Butter clam"
690065,"Argopecten gibbus","Calico scallop","Argopecten gibbus Calico scallop"
690069,"Jasus lalandii","Cape rock lobster","Jasus lalandii Cape rock lobster"
690070,"Melicertus kerathurus","Caramote prawn","Melicertus kerathurus Caramote prawn"
690071,"Panulirus argus","Caribbean spiny lobster","Panulirus argus Caribbean spiny lobster"
690075,"Ostrea chilensis","Chilean flat oyster","Ostrea chilensis Chilean flat oyster"
690076,"Mytilus chilensis","Chilean mussel","Mytilus chilensis Chilean mussel"
690077,"Heterocarpus reedi","Chilean nylon shrimp","Heterocarpus reedi Chilean nylon shrimp"
690078,"Loxechinus albus","Chilean sea urchin","Loxechinus albus Chilean sea urchin"
690082,"Choromytilus chorus","Choro mussel","Choromytilus chorus Choro mussel"
690085,"Sepia officinalis","Common cuttlefish","Sepia officinalis Common cuttlefish"
690087,"Cardium edule","Common edible cockle","Cardium edule Common edible cockle"
690088,"Octopus vulgaris","Common octopus","Octopus vulgaris Common octopus"
690089,"Littorina littorea","Common periwinkle","Littorina littorea Common periwinkle"
690090,"Palaemon serratus","Common prawn","Palaemon serratus Common prawn"
690091,"Crangon crangon","Common shrimp","Crangon crangon Common shrimp"
690092,"Palinurus elephas","Common spiny lobster","Palinurus elephas Common spiny lobster"
690100,"Farfantepenaeus brevirostris","Crystal shrimp","Farfantepenaeus brevirostris Crystal shrimp"
690105,"Callinectes danae","Dana's swimming crab","Callinectes danae Dana's swimming crab"
690109,"Parapenaeus longirostris","Deepwater rose shrimp","Parapenaeus longirostris Deepwater rose shrimp"
690119,"Cancer pagurus","Edible crab","Cancer pagurus Edible crab"
690120,"Metapenaeus endeavouri","Endeavour shrimp","Metapenaeus endeavouri Endeavour shrimp"
690122,"Echinus esculentus","European edible sea urchin","Echinus esculentus European edible sea urchin"
690123,"Ostrea edulis","European flat oyster","Ostrea edulis European flat oyster"
690124,"Todarodes sagittatus","European flying squid","Todarodes sagittatus European flying squid"
690125,"Homarus gammarus","European lobster","Homarus gammarus European lobster"
690126,"Solen vagina","European razor clam","Solen vagina European razor clam"
690127,"Concholepas concholepas","False abalone","Concholepas concholepas False abalone"
690133,"Fenneropenaeus chinensis","Fleshy prawn","Fenneropenaeus chinensis Fleshy prawn"
690143,"Portunus trituberculatus","Gazami crab","Portunus trituberculatus Gazami crab"
690146,"Haliotis gigantea","Giant abalone","Haliotis gigantea Giant abalone"
690151,"Penaeus monodon","Giant tiger prawn","Penaeus monodon Giant tiger prawn"
690156,"Pecten maximus","Great Atlantic scallop","Pecten maximus Great Atlantic scallop"
690157,"Pecten jacobaeus","Great Mediterranean scallop","Pecten jacobaeus Great Mediterranean scallop"
690158,"Carcinus maenas","Green crab","Carcinus maenas Green crab"
690163,"Penaeus semisulcatus","Green tiger prawn","Penaeus semisulcatus Green tiger prawn"
690166,"Ruditapes decussatus","Grooved carpet shell","Ruditapes decussatus Grooved carpet shell"
690167,"Microcosmus sulcatus","Grooved sea squirt","Microcosmus sulcatus Grooved sea squirt"
690168,"Parapenaeopsis atlantica","Guinea shrimp","Parapenaeopsis atlantica Guinea shrimp"
690176,"Mactra sachalinensis","Hen clam","Mactra sachalinensis Hen clam"
690180,"Turbo cornutus","Horned turban","Turbo cornutus Horned turban"
690182,"Limulus polyphemus","Horseshoe crab","Limulus polyphemus Horseshoe crab"
690185,"Chlamys islandica","Iceland scallop","Chlamys islandica Iceland scallop"
690189,"Fenneropenaeus indicus","Indian white prawn","Fenneropenaeus indicus Indian white prawn"
690190,"Scylla serrata","Indo-Pacific swamp crab","Scylla serrata Indo-Pacific swamp crab"
690196,"Ruditapes philippinarum","Japanese carpet shell","Ruditapes philippinarum Japanese carpet shell"
690198,"Todarodes pacificus","Japanese flying squid","Todarodes pacificus Japanese flying squid"
690199,"Meretrix lusoria","Japanese hard clam","Meretrix lusoria Japanese hard clam"
690201,"Apostichopus japonicus","Japanese sea cucumber","Apostichopus japonicus Japanese sea cucumber"
690203,"Cancer borealis","Jonah crab","Cancer borealis Jonah crab"
690205,"Jasus frontalis","Juan Fernandez rock lobster","Jasus frontalis Juan Fernandez rock lobster"
690206,"Dosidicus gigas","Jumbo flying squid","Dosidicus gigas Jumbo flying squid"
690215,"Haliporoides triarthrus","Knife shrimp","Haliporoides triarthrus Knife shrimp"
690217,"Solenocera agassizii","Kolibri shrimp","Solenocera agassizii Kolibri shrimp"
690218,"Mytilus coruscus","Korean mussel","Mytilus coruscus Korean mussel"
690219,"Marsupenaeus japonicus","Kuruma prawn","Marsupenaeus japonicus Kuruma prawn"
690228,"Panulirus longipes","Longlegged spiny lobster","Panulirus longipes Longlegged spiny lobster"
690230,"Mesodesma donacium","Macha clam","Mesodesma donacium Macha clam"
690232,"Crassostrea rhizophorae","Mangrove cupped oyster","Crassostrea rhizophorae Mangrove cupped oyster"
690241,"Mytilus galloprovincialis","Mediterranean mussel","Mytilus galloprovincialis Mediterranean mussel"
690242,"Carcinus aestuarii","Mediterranean shore crab","Carcinus aestuarii Mediterranean shore crab"
690249,"Metanephrops mozambicus","Mozambique lobster","Metanephrops mozambicus Mozambique lobster"
690253,"Palinurus delagoae","Natal spiny lobster","Palinurus delagoae Natal spiny lobster"
690256,"Ostrea lutaria","New Zealand dredge oyster","Ostrea lutaria New Zealand dredge oyster"
690257,"Metanephrops challengeri","New Zealand lobster","Metanephrops challengeri New Zealand lobster"
690259,"Pecten novaezelandiae","New Zealand scallop","Pecten novaezelandiae New Zealand scallop"
690265,"Farfantepenaeus aztecus","Northern brown shrimp","Farfantepenaeus aztecus Northern brown shrimp"
690268,"Farfantepenaeus duorarum","Northern pink shrimp","Farfantepenaeus duorarum Northern pink shrimp"
690269,"Pandalus borealis","Northern prawn","Pandalus borealis Northern prawn"
690270,"Mercenaria mercenaria","Northern quahog","Mercenaria mercenaria Northern quahog"
690271,"Illex illecebrosus","Northern shortfin squid","Illex illecebrosus Northern shortfin squid"
690272,"Litopenaeus setiferus","Northern white shrimp","Litopenaeus setiferus Northern white shrimp"
690273,"Nephrops norvegicus","Norway lobster","Nephrops norvegicus Norway lobster"
690274,"Meganyctiphanes norvegica","Norwegian krill","Meganyctiphanes norvegica Norwegian krill"
690275,"Arctica islandica","Ocean quahog","Arctica islandica Ocean quahog"
690279,"Ostrea lurida","Olympia flat oyster","Ostrea lurida Olympia flat oyster"
690282,"Argopecten ventricosus","Pacific calico scallop","Argopecten ventricosus Pacific calico scallop"
690283,"Crassostrea gigas","Pacific cupped oyster","Crassostrea gigas Pacific cupped oyster"
690284,"Panopea abrupta","Pacific geoduck","Panopea abrupta Pacific geoduck"
690286,"Siliqua patula","Pacific razor clam","Siliqua patula Pacific razor clam"
690287,"Cancer productus","Pacific rock crab","Cancer productus Pacific rock crab"
690302,"Haliotis midae","Perlemoen abalone","Haliotis midae Perlemoen abalone"
690303,"Argopecten purpuratus","Peruvian calico scallop","Argopecten purpuratus Peruvian calico scallop"
690305,"Palinurus mauritanicus","Pink spiny lobster","Palinurus mauritanicus Pink spiny lobster"
690314,"Aequipecten opercularis","Queen scallop","Aequipecten opercularis Queen scallop"
690318,"Pyura stolonifera","Red bait","Pyura stolonifera Red bait"
690320,"Chaceon quinquedens","Red deepsea crab","Chaceon quinquedens Red deepsea crab"
690321,"Jasus edwardsii","Red rock lobster","Jasus edwardsii Red rock lobster"
690322,"Pyura chilensis","Red sea squirt","Pyura chilensis Red sea squirt"
690325,"Paralomis aculeata","Red stone crab","Paralomis aculeata Red stone crab"
690327,"Farfantepenaeus brasiliensis","Redspotted shrimp","Farfantepenaeus brasiliensis Redspotted shrimp"
690328,"Penaeus penicillatus","Redtail prawn","Penaeus penicillatus Redtail prawn"
690332,"Mytilus platensis","River Plata mussel","Mytilus platensis River Plata mussel"
690334,"Sicyonia brevirostris","Rock shrimp","Sicyonia brevirostris Rock shrimp"
690335,"Pleoticus robustus","Royal red shrimp","Pleoticus robustus Royal red shrimp"
690337,"Mya arenaria","Sand gaper","Mya arenaria Sand gaper"
690338,"Farfantepenaeus paulensis","Sao Paulo shrimp","Farfantepenaeus paulensis Sao Paulo shrimp"
690341,"Panulirus homarus","Scalloped spiny lobster","Panulirus homarus Scalloped spiny lobster"
690343,"Plesiopenaeus edwardsianus","Scarlet shrimp","Plesiopenaeus edwardsianus Scarlet shrimp"
690354,"Martialia hyadesi","Sevenstar flying squid","Martialia hyadesi Sevenstar flying squid"
690356,"Metapenaeus joyneri","Shiba shrimp","Metapenaeus joyneri Shiba shrimp"
690364,"Crassostrea iredalei","Slipper cupped oyster","Crassostrea iredalei Slipper cupped oyster"
690370,"Paralomis granulosa","Softshell red crab","Paralomis granulosa Softshell red crab"
690374,"Perna perna","South American rock mussel","Perna perna South American rock mussel"
690377,"Lithodes antarcticus","Southern king crab","Lithodes antarcticus Southern king crab"
690378,"Farfantepenaeus notialis","Southern pink shrimp","Farfantepenaeus notialis Southern pink shrimp"
690379,"Trachysalambria curvirostris","Southern rough shrimp","Trachysalambria curvirostris Southern rough shrimp"
690381,"Palinurus gilchristi","Southern spiny lobster","Palinurus gilchristi Southern spiny lobster"
690383,"Metapenaeus monoceros","Speckled shrimp","Metapenaeus monoceros Speckled shrimp"
690387,"Maja squinado","Spinous spider crab","Maja squinado Spinous spider crab"
690392,"Squilla mantis","Spottail mantis squillid","Squilla mantis Spottail mantis squillid"
690399,"Lithodes maia","Stone king crab","Lithodes maia Stone king crab"
690400,"Paracentrotus lividus","Stony sea urchin","Paracentrotus lividus Stony sea urchin"
690403,"Aristeus varidens","Striped red shrimp","Aristeus varidens Striped red shrimp"
690411,"Protothaca thaca","Taca clam","Protothaca thaca Taca clam"
690420,"Haliotis tuberculata","Tuberculate abalone","Haliotis tuberculata Tuberculate abalone"
690425,"Necora puber","Velvet swimcrab","Necora puber Velvet swimcrab"
690429,"Patinopecten caurinus","Weathervane scallop","Patinopecten caurinus Weathervane scallop"
690430,"Nototodarus sloanii","Wellington flying squid","Nototodarus sloanii Wellington flying squid"
690432,"Melicertus latisulcatus","Western king prawn","Melicertus latisulcatus Western king prawn"
690433,"Litopenaeus occidentalis","Western white shrimp","Litopenaeus occidentalis Western white shrimp"
690434,"Buccinum undatum","Whelk","Buccinum undatum Whelk"
690440,"Litopenaeus vannamei","Whiteleg shrimp","Litopenaeus vannamei Whiteleg shrimp"
690444,"Farfantepenaeus californiensis","Yellowleg shrimp","Farfantepenaeus californiensis Yellowleg shrimp"
690470,"Ommastrephes bartramii","Neon flying squid","Ommastrephes bartramii Neon flying squid"
690598,"Scyllarides latus","Mediterranean slipper lobster","Scyllarides latus Mediterranean slipper lobster"
690608,"Erimacrus isenbeckii","Hair Crab","Erimacrus isenbeckii Hair Crab"
690610,"Heterocarpus vicarius","Northern nylon shrimp","Heterocarpus vicarius Northern nylon shrimp"
690611,"Ibacus ciliatus","Sand Crayfish","Ibacus ciliatus Sand Crayfish"
690612,"Lithodes aequispinus","Same-spine stone crab","Lithodes aequispinus Same-spine stone crab"
690613,"Megabalanus psittacus","Giant barnacle","Megabalanus psittacus Giant barnacle"
690615,"Pandalopsis japonica","Sidestripe shrimp","Pandalopsis japonica Sidestripe shrimp"
690616,"Pandalus goniurus","Humpy shrimp","Pandalus goniurus Humpy shrimp"
690618,"Pandalus kessleri","Grass shrimp","Pandalus kessleri Grass shrimp"
690619,"Panulirus gracilis","Blue spiny lobster","Panulirus gracilis Blue spiny lobster"
690620,"Paralithodes brevipes","Spiny king crab","Paralithodes brevipes Spiny king crab"
690621,"Paralithodes camtschaticus","Red king crab","Paralithodes camtschaticus Red king crab"
690624,"Pleuroncodes monodon","Squat Lobster","Pleuroncodes monodon Squat Lobster"
690625,"Pleuroncodes planipes","Pelagic red crab","Pleuroncodes planipes Pelagic red crab"
690627,"Cilus gilberti","Corvina","Cilus gilberti Corvina"
690629,"Tivela mactroides","Trigonal tivela","Tivela mactroides Trigonal tivela"
690631,"Spisula ovalis","Venus clam","Spisula ovalis Venus clam"
690651,"Clinocardium nuttallii","Nuttall cockle","Clinocardium nuttallii Nuttall cockle"
690660,"Pandalus jordani","Ocean shrimp","Pandalus jordani Ocean shrimp"
690665,"Upogebia pugettensis","Blue mud shrimp","Upogebia pugettensis Blue mud shrimp"
690671,"Spisula solida","Surf clam","Spisula solida Surf clam"
690674,"Zidona dufresnei","Angulate volute","Zidona dufresnei Angulate volute"
690675,"Tapes rhomboides","Banded carpet shell","Tapes rhomboides Banded carpet shell"
690677,"Semele solida","Chilean semele","Semele solida Chilean semele"
690678,"Glycymeris glycymeris","Dog cockle","Glycymeris glycymeris Dog cockle"
690679,"Chlamys delicatula","Delicate scallop","Chlamys delicatula Delicate scallop"
690680,"Palaemon longirostris","Delta prawn","Palaemon longirostris Delta prawn"
690681,"Thenus orientalis","Flathead lobster","Thenus orientalis Flathead lobster"
690682,"Tawera gayi","Gay's little venus","Tawera gayi Gay's little venus"
690683,"Aristaeomorpha foliacea","Giant red shrimp","Aristaeomorpha foliacea Giant red shrimp"
690684,"Eledone cirrhosa","Horned octopus","Eledone cirrhosa Horned octopus"
690686,"Zygochlamys patagonica","Patagonean scallop","Zygochlamys patagonica Patagonean scallop"
690688,"Paphies australis","Pipi wedge clam","Paphies australis Pipi wedge clam"
690690,"Callista chione","Smooth callista","Callista chione Smooth callista"
690692,"Chione stutchburyi","Stutchbury's venus","Chione stutchburyi Stutchbury's venus"
690693,"Venus verrucosa","Warty venus","Venus verrucosa Warty venus"
690694,"Nematopalaemon schmitti","Whitebelly prawn","Nematopalaemon schmitti Whitebelly prawn"
690696,"Jasus novaehollandiae","Southern rock lobster","Jasus novaehollandiae Southern rock lobster"
690750,"Tonna galea","Helmet ton","Tonna galea Helmet ton"
690751,"Pitar rostratus","Rostrate pitar","Pitar rostratus Rostrate pitar"
690754,"Ensis ensis","Pod razor","Ensis ensis Pod razor"
690759,"Pharus legumen","Bean solen","Pharus legumen Bean solen"
400001,"Petromyzontidae","Lampreys","Petromyzontidae Lampreys"
400009,"Lamnidae","Mackerel/white sharks","Lamnidae Mackerel/white sharks"
400010,"Scyliorhinidae","Cat/swellsharks","Scyliorhinidae Cat/swellsharks"
390045,"Dendrobranchiata","Shrimps and prawns","Dendrobranchiata Shrimps and prawns"
390054,"Mytiloida","Mussels","Mytiloida Mussels"
400012,"Sphyrnidae","Hammer, bonnet, scoophead sharks","Sphyrnidae Hammer, bonnet, scoophead sharks"
400017,"Rhinobatidae","Guitarfishes, fanrays","Rhinobatidae Guitarfishes, fanrays"
400018,"Torpedinidae","Electric rays","Torpedinidae Electric rays"
400019,"Rajidae","Stingrays","Rajidae Stingrays"
400020,"Dasyatidae","Whiptail stingrays","Dasyatidae Whiptail stingrays"
400022,"Myliobatidae","Eagle/manta rays","Myliobatidae Eagle/manta rays"
400024,"Callorhinchidae","Plownose chimaeras","Callorhinchidae Plownose chimaeras"
400032,"Acipenseridae","Sturgeons","Acipenseridae Sturgeons"
400043,"Clupeidae","Herrings, sardines, menhadens","Clupeidae Herrings, sardines, menhadens"
400048,"Albulidae","Bonefishes","Albulidae Bonefishes"
400062,"Congridae","Conger, garden eels","Congridae Conger, garden eels"
400082,"Salangidae","Icefishes, noodlefishes","Salangidae Icefishes, noodlefishes"
400084,"Bathylagidae","Deepsea smelts","Bathylagidae Deepsea smelts"
400086,"Alepocephalidae","Slickheads","Alepocephalidae Slickheads"
400122,"Cyprinidae","Carps, barbels, other cyprinids","Cyprinidae Carps, barbels, other cyprinids"
400145,"Ariidae","Sea catfishes, coblers","Ariidae Sea catfishes, coblers"
400149,"Plotosidae","Eeltail catfishes","Plotosidae Eeltail catfishes"
400160,"Synodontidae","Lizardfishes, sauries","Synodontidae Lizardfishes, sauries"
400176,"Percopsidae","Trout-perches","Percopsidae Trout-perches"
400180,"Moridae","Codlings, moras","Moridae Codlings, moras"
400183,"Gadidae","Cods, haddocks","Gadidae Cods, haddocks"
400185,"Macrouridae","Grenadiers, rattails","Macrouridae Grenadiers, rattails"
400186,"Ophidiidae","Cuskeels","Ophidiidae Cuskeels"
400207,"Belonidae","Needlefishes, garfishes","Belonidae Needlefishes, garfishes"
400240,"Berycidae","Alfonsinos, redfishes","Berycidae Alfonsinos, redfishes"
400243,"Holocentridae","Squirrel-, soldierfishes","Holocentridae Squirrel-, soldierfishes"
400253,"Aulostomidae","Trumpetfishes","Aulostomidae Trumpetfishes"
400254,"Fistulariidae","Cornetfishes","Fistulariidae Cornetfishes"
400264,"Scorpaenidae","Scorpionfishes, rockfishes","Scorpaenidae Scorpionfishes, rockfishes"
400266,"Triglidae","Searobins, gurnards","Triglidae Searobins, gurnards"
400271,"Hexagrammidae","Greenlings","Hexagrammidae Greenlings"
490148,"Toxopneustidae","Flower sea urchins","Toxopneustidae Flower sea urchins"
490152,"Chitonidae","Chitons","Chitonidae Chitons"
490159,"Carditidae","Cardita clams","Carditidae Cardita clams"
500036,"Pseudohemiodon","Falsetooth catfishes","Pseudohemiodon Falsetooth catfishes"
500048,"Paralichthys","Paralichthyid flounders","Paralichthys Paralichthyid flounders"
500099,"Brotula","Brotulas","Brotula Brotulas"
500240,"Siganus","Spinefoots","Siganus Spinefoots"
500108,"Raja","Stingrays, skates","Raja Stingrays, skates"
500112,"Lophius","Frogfishes","Lophius Frogfishes"
500114,"Trichiurus","Hairtails","Trichiurus Hairtails"
500136,"Salmo","Trouts","Salmo Trouts"
500116,"Coryphaena","Dolphinfishes","Coryphaena Dolphinfishes"
500124,"Ammodytes","Sand eels","Ammodytes Sand eels"
500125,"Uranoscopus","Stargazers","Uranoscopus Stargazers"
500134,"Scorpaena","Scorpionfishes","Scorpaena Scorpionfishes"
500142,"Scomber","Chub mackerels","Scomber Chub mackerels"
500143,"Mullus","Atlantic goatfishes","Mullus Atlantic goatfishes"
500144,"Trigla","Piper gurnards","Trigla Piper gurnards"
500153,"Polynemus","Paradise fishes","Polynemus Paradise fishes"
500154,"Diodon","Porcupinefishes","Diodon Porcupinefishes"
500158,"Coryphaenoides","Grenadiers","Coryphaenoides Grenadiers"
500211,"Trachipterus","Ribbonfishes","Trachipterus Ribbonfishes"
500242,"Scarus","Parrots","Scarus Parrots"
500327,"Macrourus","Rattails","Macrourus Rattails"
500348,"Mustelus","Smoothhounds","Mustelus Smoothhounds"
500351,"Rhinobatos","Guitarfishes","Rhinobatos Guitarfishes"
500372,"Sphyraena","Barracudas, sennets","Sphyraena Barracudas, sennets"
500358,"Mola","Sunfishes","Mola Sunfishes"
500366,"Epinephelus","Seabasses, hinds","Epinephelus Seabasses, hinds"
500384,"Gymnothorax","Morays","Gymnothorax Morays"
500391,"Lampris","Opahs","Lampris Opahs"
500398,"Odontognathus","Longfin herrings","Odontognathus Longfin herrings"
500442,"Cephalopholis","Hinds","Cephalopholis Hinds"
500475,"Caesio","Caesios","Caesio Caesios"
500476,"Plectorhinchus","Sweetlips","Plectorhinchus Sweetlips"
500480,"Naso","Unicornfishes","Naso Unicornfishes"
500487,"Scomberomorus","Spanish mackerels","Scomberomorus Spanish mackerels"
500488,"Istiophorus","Sailfishes","Istiophorus Sailfishes"
500495,"Prionotus","Saw-back searobins","Prionotus Saw-back searobins"
500504,"Centropomus","Fat snooks","Centropomus Fat snooks"
500508,"Cheilinus","Wrasses","Cheilinus Wrasses"
500515,"Leiognathus","Ponyfishes","Leiognathus Ponyfishes"
500516,"Pomadasys","Grunters","Pomadasys Grunters"
500537,"Achirus","Soles","Achirus Soles"
