iucn_sid,iucn_rgn,pop_trend,trend_score,trend_source
18903491,global,Decreasing,0,lm
22693348,global,Decreasing,0.00511,lm
22693520,global,Decreasing,-0,lm
22693464,global,Decreasing,0.00811,lm
161729,europe,Decreasing,NA,NA
22693162,global,Decreasing,0.01021,lm
22693344,global,Decreasing,0.01021,lm
22693231,global,Decreasing,0.00511,lm
22693376,global,Decreasing,0,lm
22693764,global,Decreasing,-0,lm
22693424,global,Decreasing,0,lm
22693420,global,Decreasing,0,lm
22693319,global,Decreasing,0,lm
17177,global,Decreasing,0.00879,lm
22696354,global,Decreasing,0,lm
22683042,global,Decreasing,0,lm
22683045,global,Decreasing,0,lm
22683033,global,Decreasing,0,lm
22689972,global,Decreasing,0,lm
22695094,global,Decreasing,0,lm
22683399,global,Decreasing,0,lm
22683616,global,Decreasing,0,lm
22683230,global,Decreasing,0,lm
22693567,global,Decreasing,0,lm
103798407,global,Decreasing,0,lm
22700442,global,Decreasing,0,lm
22702487,global,Decreasing,0,lm
22713519,global,Decreasing,0,lm
22700142,global,Decreasing,0,lm
103773966,global,Decreasing,0,lm
22725660,global,Decreasing,0,lm
22683112,global,Decreasing,0,lm
22683265,global,Decreasing,0,lm
22712305,global,Decreasing,0,lm
22705499,global,Decreasing,0,lm
103727590,global,Decreasing,0,lm
103709532,global,Decreasing,0,lm
22717383,global,Decreasing,0,lm
22683027,global,Decreasing,0,lm
22697008,global,Decreasing,0,lm
22680145,global,Decreasing,0,lm
22697028,global,Decreasing,-0.0047,lm
22692883,global,Decreasing,0,lm
22693392,global,Decreasing,0,lm
22679981,global,Decreasing,0,lm
22680287,global,Decreasing,0,lm
22680029,global,Decreasing,0,lm
22680271,global,Decreasing,0,lm
22679758,global,Decreasing,0,lm
22680170,global,Decreasing,0,lm
22680217,global,Decreasing,0,lm
22694021,global,Decreasing,0,lm
161384,global,Decreasing,0,lm
44563,global,Decreasing,0,lm
162292301,global,Decreasing,0,lm
42838,global,Decreasing,0,lm
41798,global,Decreasing,0.01019,lm
161635,global,Decreasing,0.01436,lm
39324,global,Decreasing,NA,NA
254257301,global,Decreasing,NA,NA
133627,global,Decreasing,-0.0125,lm
133663,global,Decreasing,0.05714,lm
133435,global,Decreasing,0,lm
104071039,mediterranean,Decreasing,NA,NA
104071039,europe,Decreasing,NA,NA
164432,global,Decreasing,NA,NA
164432,europe,Decreasing,NA,NA
63572,global,Decreasing,0,lm
178836,global,Decreasing,NA,NA
15272,global,Stable,NA,NA
153535,mediterranean,Stable,NA,NA
155980,global,Stable,NA,NA
161318,global,Stable,NA,NA
161331,global,Stable,NA,NA
161443,global,Stable,-0,lm
161524,global,Stable,0.01667,lm
161681,global,Stable,NA,NA
161682,global,Stable,NA,NA
161702,global,Stable,-0,lm
162507,global,Stable,NA,NA
162632,global,Stable,NA,NA
162660,global,Stable,NA,NA
162695,global,Stable,NA,NA
162696,global,Stable,NA,NA
162697,global,Stable,NA,NA
162698,global,Stable,NA,NA
162699,global,Stable,NA,NA
162700,global,Stable,NA,NA
162703,global,Stable,NA,NA
162705,global,Stable,NA,NA
162706,global,Stable,NA,NA
162707,global,Stable,NA,NA
162708,global,Stable,NA,NA
162710,global,Stable,NA,NA
162713,global,Stable,NA,NA
162716,global,Stable,NA,NA
162717,global,Stable,NA,NA
162718,global,Stable,NA,NA
162720,global,Stable,NA,NA
162721,global,Stable,NA,NA
163360,global,Stable,NA,NA
164276,global,Stable,NA,NA
164893,global,Stable,NA,NA
166410,global,Stable,-0,lm
166566,global,Stable,NA,NA
166955,global,Stable,NA,NA
166957,global,Stable,NA,NA
166961,global,Stable,NA,NA
169632,global,Stable,-0,lm
170160,global,Stable,NA,NA
170169,global,Stable,NA,NA
170170,global,Stable,NA,NA
170185,global,Stable,NA,NA
170189,global,Stable,NA,NA
170198,global,Stable,NA,NA
170213,global,Stable,NA,NA
170215,global,Stable,NA,NA
170218,global,Stable,NA,NA
170223,global,Stable,NA,NA
170238,global,Stable,NA,NA
170243,global,Stable,NA,NA
170248,global,Stable,NA,NA
170250,global,Stable,NA,NA
170251,global,Stable,NA,NA
170253,global,Stable,NA,NA
170257,global,Stable,NA,NA
170260,global,Stable,NA,NA
170272,global,Stable,NA,NA
172404,global,Stable,-0,lm
172447,global,Stable,NA,NA
176718,global,Stable,-0,lm
177578,global,Stable,-0,lm
177949,global,Stable,NA,NA
177950,global,Stable,NA,NA
177951,global,Stable,NA,NA
177952,global,Stable,NA,NA
177953,global,Stable,NA,NA
177955,global,Stable,NA,NA
177958,global,Stable,NA,NA
177960,global,Stable,NA,NA
177965,global,Stable,NA,NA
177967,global,Stable,NA,NA
177968,global,Stable,NA,NA
177969,global,Stable,NA,NA
177971,global,Stable,NA,NA
177975,global,Stable,NA,NA
177976,global,Stable,NA,NA
177980,global,Stable,NA,NA
177982,global,Stable,NA,NA
177983,global,Stable,NA,NA
177985,global,Stable,NA,NA
177987,global,Stable,NA,NA
177988,global,Stable,NA,NA
177989,global,Stable,NA,NA
177990,global,Stable,NA,NA
177991,global,Stable,NA,NA
177993,global,Stable,NA,NA
177997,global,Stable,NA,NA
177998,global,Stable,NA,NA
177999,global,Stable,NA,NA
178002,global,Stable,NA,NA
178005,global,Stable,NA,NA
178008,global,Stable,NA,NA
178009,global,Stable,NA,NA
178010,global,Stable,NA,NA
178011,global,Stable,NA,NA
178012,global,Stable,NA,NA
178013,global,Stable,NA,NA
178015,global,Stable,NA,NA
178017,global,Stable,NA,NA
178019,global,Stable,NA,NA
178021,global,Stable,NA,NA
178022,global,Stable,NA,NA
178024,global,Stable,NA,NA
178896,global,Stable,NA,NA
178904,global,Stable,NA,NA
178905,global,Stable,NA,NA
178947,global,Stable,NA,NA
178948,global,Stable,NA,NA
178958,global,Stable,NA,NA
178963,global,Stable,NA,NA
178965,global,Stable,NA,NA
178969,global,Stable,NA,NA
178973,global,Stable,NA,NA
178988,global,Stable,NA,NA
178990,global,Stable,NA,NA
178992,global,Stable,NA,NA
178993,global,Stable,NA,NA
178995,global,Stable,NA,NA
178998,global,Stable,NA,NA
179014,global,Stable,NA,NA
179019,global,Stable,NA,NA
179020,global,Stable,NA,NA
179022,global,Stable,NA,NA
179029,global,Stable,NA,NA
179034,global,Stable,NA,NA
179045,global,Stable,NA,NA
179055,global,Stable,NA,NA
179074,global,Stable,NA,NA
179095,global,Stable,NA,NA
179099,global,Stable,NA,NA
179108,global,Stable,NA,NA
179113,global,Stable,NA,NA
179115,global,Stable,NA,NA
180368,global,Stable,NA,NA
180377,global,Stable,NA,NA
180421,global,Stable,NA,NA
180436,global,Stable,NA,NA
180451,global,Stable,NA,NA
180452,global,Stable,NA,NA
180477,global,Stable,NA,NA
180504,global,Stable,NA,NA
180511,global,Stable,NA,NA
180541,global,Stable,NA,NA
180964,global,Stable,NA,NA
183257,global,Stable,-0,lm
183340,global,Stable,-0,lm
183633,global,Stable,-0,lm
184040,global,Stable,-0.02222,lm
185126,global,Stable,NA,NA
185139,global,Stable,NA,NA
185143,global,Stable,NA,NA
185146,global,Stable,NA,NA
185155,global,Stable,NA,NA
185157,global,Stable,NA,NA
185165,global,Stable,NA,NA
185168,global,Stable,NA,NA
185173,global,Stable,NA,NA
185174,global,Stable,NA,NA
185175,global,Stable,NA,NA
185176,global,Stable,NA,NA
185179,global,Stable,NA,NA
185181,global,Stable,NA,NA
185183,global,Stable,NA,NA
185185,global,Stable,NA,NA
185192,global,Stable,NA,NA
185193,global,Stable,NA,NA
185194,global,Stable,NA,NA
185196,global,Stable,NA,NA
185865,global,Stable,NA,NA
185866,global,Stable,NA,NA
185866,caribbean,Stable,NA,NA
185874,global,Stable,NA,NA
185919,global,Stable,NA,NA
185919,caribbean,Stable,NA,NA
185920,global,Stable,NA,NA
185920,caribbean,Stable,NA,NA
185923,global,Stable,NA,NA
185923,caribbean,Stable,NA,NA
185926,global,Stable,NA,NA
185926,caribbean,Stable,NA,NA
185931,global,Stable,NA,NA
185936,global,Stable,NA,NA
185936,caribbean,Stable,NA,NA
185937,global,Stable,NA,NA
185937,caribbean,Stable,NA,NA
185991,global,Stable,NA,NA
185994,global,Stable,NA,NA
185997,global,Stable,NA,NA
185997,caribbean,Stable,NA,NA
185998,global,Stable,NA,NA
186021,global,Stable,NA,NA
186021,caribbean,Stable,NA,NA
186024,global,Stable,NA,NA
186024,caribbean,Stable,NA,NA
188304,global,Stable,NA,NA
188340,global,Stable,NA,NA
188342,global,Stable,NA,NA
188357,global,Stable,NA,NA
188371,global,Stable,NA,NA
188372,global,Stable,NA,NA
188380,global,Stable,NA,NA
188389,global,Stable,NA,NA
188390,global,Stable,NA,NA
188392,global,Stable,NA,NA
188398,global,Stable,NA,NA
188418,global,Stable,NA,NA
188434,global,Stable,NA,NA
188437,global,Stable,NA,NA
188444,global,Stable,NA,NA
188445,global,Stable,NA,NA
188453,global,Stable,NA,NA
188464,global,Stable,NA,NA
188467,global,Stable,NA,NA
188511,global,Stable,NA,NA
188516,global,Stable,NA,NA
188523,global,Stable,NA,NA
188530,global,Stable,NA,NA
188532,global,Stable,NA,NA
188536,global,Stable,NA,NA
188537,global,Stable,NA,NA
188539,global,Stable,NA,NA
188543,global,Stable,NA,NA
188551,global,Stable,NA,NA
188557,global,Stable,NA,NA
188560,global,Stable,NA,NA
188574,global,Stable,NA,NA
188580,global,Stable,NA,NA
188581,global,Stable,NA,NA
188609,global,Stable,NA,NA
189217,global,Stable,NA,NA
189436,global,Stable,NA,NA
189752,global,Stable,NA,NA
190222,global,Stable,NA,NA
190347,global,Stable,NA,NA
190348,global,Stable,NA,NA
190456,global,Stable,NA,NA
190456,caribbean,Stable,NA,NA
190973,global,Stable,NA,NA
191026,global,Stable,NA,NA
191208,global,Stable,NA,NA
191208,caribbean,Stable,NA,NA
191208,gulf_of mexico,Stable,NA,NA
191310,global,Stable,NA,NA
191751,global,Stable,NA,NA
191780,global,Stable,NA,NA
191822,global,Stable,NA,NA
192284,global,Stable,NA,NA
192287,global,Stable,NA,NA
192288,global,Stable,NA,NA
192321,global,Stable,NA,NA
192329,global,Stable,NA,NA
192331,global,Stable,NA,NA
192336,global,Stable,NA,NA
192348,global,Stable,NA,NA
192354,global,Stable,NA,NA
192368,global,Stable,NA,NA
192381,global,Stable,NA,NA
192418,global,Stable,NA,NA
192438,global,Stable,NA,NA
192455,global,Stable,NA,NA
192461,global,Stable,NA,NA
192469,global,Stable,NA,NA
192472,global,Stable,NA,NA
192485,global,Stable,NA,NA
192492,global,Stable,NA,NA
192530,global,Stable,NA,NA
192534,global,Stable,NA,NA
192544,global,Stable,NA,NA
192571,global,Stable,NA,NA
192572,global,Stable,NA,NA
192584,global,Stable,NA,NA
192651,global,Stable,NA,NA
192674,global,Stable,NA,NA
192685,global,Stable,NA,NA
192687,global,Stable,NA,NA
192702,global,Stable,NA,NA
192726,global,Stable,NA,NA
192742,global,Stable,NA,NA
192743,global,Stable,NA,NA
192744,global,Stable,NA,NA
192767,global,Stable,NA,NA
192771,global,Stable,NA,NA
192785,global,Stable,NA,NA
192808,global,Stable,NA,NA
192841,global,Stable,NA,NA
192858,global,Stable,NA,NA
192933,global,Stable,NA,NA
192986,global,Stable,NA,NA
193000,global,Stable,NA,NA
193005,global,Stable,NA,NA
193007,global,Stable,NA,NA
193009,global,Stable,NA,NA
193025,global,Stable,NA,NA
193031,global,Stable,NA,NA
193032,global,Stable,NA,NA
193035,global,Stable,NA,NA
193040,global,Stable,NA,NA
193048,global,Stable,NA,NA
193063,global,Stable,NA,NA
193076,global,Stable,NA,NA
193109,global,Stable,NA,NA
193113,global,Stable,NA,NA
193123,global,Stable,NA,NA
193130,global,Stable,NA,NA
193150,global,Stable,NA,NA
193151,global,Stable,NA,NA
193154,global,Stable,NA,NA
193159,global,Stable,NA,NA
193167,global,Stable,NA,NA
193175,global,Stable,NA,NA
193179,global,Stable,NA,NA
193196,global,Stable,NA,NA
193204,global,Stable,NA,NA
193205,global,Stable,NA,NA
193212,global,Stable,NA,NA
193246,global,Stable,NA,NA
193463,global,Stable,NA,NA
193471,global,Stable,NA,NA
193647,global,Stable,NA,NA
193659,global,Stable,NA,NA
193662,global,Stable,NA,NA
193685,global,Stable,NA,NA
193696,global,Stable,NA,NA
194088,global,Stable,NA,NA
194357,global,Stable,NA,NA
194376,global,Stable,NA,NA
194384,global,Stable,NA,NA
194905,global,Stable,NA,NA
194906,global,Stable,NA,NA
194909,global,Stable,NA,NA
194911,global,Stable,NA,NA
194912,global,Stable,NA,NA
194914,global,Stable,NA,NA
195488,global,Stable,NA,NA
195885,global,Stable,NA,NA
195886,global,Stable,NA,NA
196374,global,Stable,NA,NA
196391,global,Stable,NA,NA
196404,global,Stable,NA,NA
196408,global,Stable,NA,NA
196679,global,Stable,NA,NA
196679,caribbean,Stable,NA,NA
196679,gulf_of mexico,Stable,NA,NA
169360,global,Stable,NA,NA
196864,global,Stable,NA,NA
197010,global,Stable,NA,NA
197011,global,Stable,NA,NA
197063,global,Stable,NA,NA
197278,global,Stable,NA,NA
197320,global,Stable,NA,NA
197325,global,Stable,NA,NA
197660,global,Stable,NA,NA
198843,global,Stable,NA,NA
198845,global,Stable,NA,NA
198892,global,Stable,NA,NA
198985,global,Stable,NA,NA
199035,global,Stable,NA,NA
199039,global,Stable,NA,NA
199097,global,Stable,NA,NA
199107,global,Stable,NA,NA
199133,global,Stable,NA,NA
199136,global,Stable,NA,NA
199145,global,Stable,NA,NA
199191,global,Stable,NA,NA
199234,global,Stable,NA,NA
199264,global,Stable,NA,NA
199282,global,Stable,NA,NA
199294,global,Stable,NA,NA
199340,global,Stable,NA,NA
199356,global,Stable,NA,NA
199400,global,Stable,NA,NA
199411,global,Stable,NA,NA
199414,global,Stable,NA,NA
199624,global,Stable,NA,NA
200787,global,Stable,NA,NA
39347,global,Stable,NA,NA
40711,global,Stable,-0.02105,lm
44221,global,Stable,NA,NA
44582,global,Stable,-0,lm
44583,global,Stable,-0,lm
44590,global,Stable,NA,NA
44603,global,Stable,NA,NA
44645,global,Stable,NA,NA
44993,global,Stable,-0.0125,lm
45433088,global,Stable,NA,NA
5668,global,Stable,-0,lm
60140,global,Stable,-0,lm
60189,global,Stable,NA,NA
60214,global,Stable,-0,lm
60215,global,Stable,NA,NA
60230,global,Stable,NA,NA
60236,global,Stable,-0,lm
60239,global,Stable,-0,lm
63101,global,Stable,NA,NA
63108,global,Stable,-0,lm
63121,global,Stable,NA,NA
63133,global,Stable,NA,NA
63137,global,Stable,NA,NA
63142,global,Stable,-0.06667,lm
63143,global,Stable,NA,NA
63161,global,Stable,NA,NA
7778,global,Stable,NA,NA
135301,global,Stable,0,lm
135567,mediterranean,Stable,NA,NA
135689,mediterranean,Stable,NA,NA
153535,global,Stable,NA,NA
154623,global,Stable,NA,NA
154632,global,Stable,NA,NA
154643,global,Stable,NA,NA
154712,global,Stable,0,lm
154760,global,Stable,NA,NA
154775,global,Stable,NA,NA
154785,global,Stable,NA,NA
154788,global,Stable,NA,NA
154807,mediterranean,Stable,NA,NA
154812,global,Stable,NA,NA
154829,global,Stable,NA,NA
154831,global,Stable,NA,NA
154834,global,Stable,NA,NA
154837,global,Stable,NA,NA
154849,global,Stable,NA,NA
154872,global,Stable,NA,NA
154915,global,Stable,NA,NA
154919,global,Stable,NA,NA
154920,global,Stable,NA,NA
154926,global,Stable,NA,NA
154927,global,Stable,NA,NA
154943,global,Stable,NA,NA
154947,global,Stable,NA,NA
154954,global,Stable,NA,NA
154958,global,Stable,NA,NA
154986,global,Stable,NA,NA
154998,global,Stable,NA,NA
155064,global,Stable,NA,NA
155083,global,Stable,NA,NA
155086,global,Stable,NA,NA
155022,global,Stable,NA,NA
155096,mediterranean,Stable,NA,NA
155099,global,Stable,NA,NA
155108,global,Stable,NA,NA
155109,global,Stable,NA,NA
155121,global,Stable,NA,NA
155057,global,Stable,NA,NA
155068,global,Stable,NA,NA
155076,global,Stable,NA,NA
155144,global,Stable,NA,NA
155159,global,Stable,NA,NA
155174,global,Stable,NA,NA
155193,global,Stable,NA,NA
155205,global,Stable,NA,NA
155220,global,Stable,NA,NA
155248,global,Stable,NA,NA
155263,global,Stable,NA,NA
155270,global,Stable,NA,NA
155274,global,Stable,NA,NA
155308,global,Stable,NA,NA
155310,global,Stable,NA,NA
155327,global,Stable,NA,NA
155797,europe,Stable,NA,NA
155835,europe,Stable,NA,NA
158632,global,Stable,NA,NA
15873,mediterranean,Stable,NA,NA
164276,europe,Stable,NA,NA
164280,europe,Stable,NA,NA
164280,global,Stable,NA,NA
164508,europe,Stable,NA,NA
164508,global,Stable,NA,NA
164513,mediterranean,Stable,NA,NA
164513,pan-africa,Stable,NA,NA
165607,global,Stable,NA,NA
165608,global,Stable,NA,NA
165609,global,Stable,NA,NA
165610,global,Stable,NA,NA
165611,global,Stable,NA,NA
165612,global,Stable,NA,NA
165614,global,Stable,NA,NA
165615,global,Stable,NA,NA
165616,global,Stable,NA,NA
165617,global,Stable,NA,NA
165619,global,Stable,NA,NA
165620,global,Stable,NA,NA
165622,global,Stable,NA,NA
165624,global,Stable,NA,NA
165625,global,Stable,NA,NA
165626,global,Stable,NA,NA
165627,global,Stable,NA,NA
165628,global,Stable,NA,NA
165630,global,Stable,NA,NA
165632,global,Stable,NA,NA
165633,global,Stable,NA,NA
165634,global,Stable,NA,NA
165635,global,Stable,NA,NA
165636,global,Stable,NA,NA
165637,global,Stable,NA,NA
165639,global,Stable,NA,NA
165640,global,Stable,NA,NA
165648,global,Stable,NA,NA
165649,global,Stable,NA,NA
165650,global,Stable,NA,NA
165651,global,Stable,NA,NA
165652,global,Stable,NA,NA
165653,global,Stable,NA,NA
165654,global,Stable,NA,NA
165655,global,Stable,NA,NA
165656,global,Stable,NA,NA
165658,global,Stable,NA,NA
165659,global,Stable,NA,NA
165660,global,Stable,NA,NA
165661,global,Stable,NA,NA
165662,global,Stable,NA,NA
165663,global,Stable,NA,NA
165664,global,Stable,NA,NA
165665,global,Stable,NA,NA
165666,global,Stable,NA,NA
165668,global,Stable,NA,NA
165669,global,Stable,NA,NA
165670,global,Stable,NA,NA
165672,global,Stable,NA,NA
165675,global,Stable,NA,NA
165677,global,Stable,NA,NA
165678,global,Stable,NA,NA
165679,global,Stable,NA,NA
165680,global,Stable,NA,NA
165681,global,Stable,NA,NA
165682,global,Stable,NA,NA
165683,global,Stable,NA,NA
165684,global,Stable,NA,NA
165685,global,Stable,NA,NA
165686,global,Stable,NA,NA
165688,global,Stable,NA,NA
165691,global,Stable,NA,NA
165693,global,Stable,NA,NA
165695,global,Stable,NA,NA
165696,global,Stable,NA,NA
165697,global,Stable,NA,NA
165698,global,Stable,NA,NA
165699,global,Stable,NA,NA
165702,global,Stable,NA,NA
165703,global,Stable,NA,NA
165705,global,Stable,NA,NA
165706,global,Stable,NA,NA
165708,global,Stable,NA,NA
165709,global,Stable,NA,NA
165710,global,Stable,NA,NA
165711,global,Stable,NA,NA
165713,global,Stable,NA,NA
165714,global,Stable,NA,NA
165715,global,Stable,NA,NA
165716,global,Stable,NA,NA
165718,global,Stable,NA,NA
165719,global,Stable,NA,NA
165720,global,Stable,NA,NA
165721,global,Stable,NA,NA
165723,global,Stable,NA,NA
165724,global,Stable,NA,NA
165725,global,Stable,NA,NA
165726,global,Stable,NA,NA
165803,s._africa fw,Stable,NA,NA
165822,global,Stable,NA,NA
165823,global,Stable,NA,NA
165824,global,Stable,NA,NA
165825,global,Stable,NA,NA
165827,global,Stable,NA,NA
165828,global,Stable,NA,NA
165829,global,Stable,NA,NA
165830,global,Stable,NA,NA
165831,global,Stable,NA,NA
165832,global,Stable,NA,NA
165833,global,Stable,NA,NA
165834,global,Stable,NA,NA
165835,global,Stable,NA,NA
165836,global,Stable,NA,NA
165838,global,Stable,NA,NA
165839,global,Stable,NA,NA
165840,global,Stable,NA,NA
165841,global,Stable,NA,NA
165842,global,Stable,NA,NA
165843,global,Stable,NA,NA
165845,global,Stable,NA,NA
165846,global,Stable,NA,NA
165848,global,Stable,NA,NA
165849,global,Stable,NA,NA
165850,global,Stable,NA,NA
165851,global,Stable,NA,NA
165852,global,Stable,NA,NA
165853,global,Stable,NA,NA
165854,global,Stable,NA,NA
165855,global,Stable,NA,NA
165856,global,Stable,NA,NA
165857,global,Stable,NA,NA
165858,global,Stable,NA,NA
165860,global,Stable,NA,NA
165861,global,Stable,NA,NA
165862,global,Stable,NA,NA
165863,global,Stable,NA,NA
165864,global,Stable,NA,NA
165865,global,Stable,NA,NA
165867,global,Stable,NA,NA
165868,global,Stable,NA,NA
165870,global,Stable,NA,NA
165871,global,Stable,NA,NA
165872,global,Stable,NA,NA
165873,global,Stable,NA,NA
165874,global,Stable,NA,NA
165875,global,Stable,NA,NA
165876,global,Stable,NA,NA
165878,global,Stable,NA,NA
165879,global,Stable,NA,NA
165880,global,Stable,NA,NA
165881,global,Stable,NA,NA
165882,global,Stable,NA,NA
165883,global,Stable,NA,NA
165884,global,Stable,NA,NA
165885,global,Stable,NA,NA
165887,global,Stable,NA,NA
165888,global,Stable,NA,NA
165889,global,Stable,NA,NA
165890,global,Stable,NA,NA
165891,global,Stable,NA,NA
165893,global,Stable,NA,NA
165895,global,Stable,NA,NA
165896,global,Stable,NA,NA
165897,global,Stable,NA,NA
165898,global,Stable,NA,NA
165899,global,Stable,NA,NA
165900,global,Stable,NA,NA
165901,global,Stable,NA,NA
165902,global,Stable,NA,NA
165903,global,Stable,NA,NA
166709,global,Stable,NA,NA
166900,global,Stable,NA,NA
166945,global,Stable,NA,NA
167710,global,Stable,NA,NA
168374,global,Stable,NA,NA
169015,global,Stable,NA,NA
169679,global,Stable,NA,NA
169963,global,Stable,NA,NA
169966,global,Stable,NA,NA
169968,global,Stable,NA,NA
169984,global,Stable,NA,NA
169987,global,Stable,NA,NA
170009,global,Stable,NA,NA
170083,global,Stable,NA,NA
170087,global,Stable,NA,NA
170025,global,Stable,NA,NA
170072,global,Stable,NA,NA
170160,mediterranean,Stable,NA,NA
170169,mediterranean,Stable,NA,NA
170224,mediterranean,Stable,NA,NA
170229,mediterranean,Stable,NA,NA
170244,mediterranean,Stable,NA,NA
170251,mediterranean,Stable,NA,NA
170253,mediterranean,Stable,NA,NA
170258,mediterranean,Stable,NA,NA
170260,mediterranean,Stable,NA,NA
170261,mediterranean,Stable,NA,NA
170262,mediterranean,Stable,NA,NA
170310,mediterranean,Stable,NA,NA
170319,mediterranean,Stable,NA,NA
170344,mediterranean,Stable,NA,NA
170345,mediterranean,Stable,NA,NA
170350,global,Stable,NA,NA
170355,mediterranean,Stable,NA,NA
172491,global,Stable,NA,NA
173319,global,Stable,NA,NA
173320,global,Stable,NA,NA
173321,global,Stable,NA,NA
173323,global,Stable,NA,NA
173328,global,Stable,NA,NA
173332,global,Stable,NA,NA
173336,global,Stable,NA,NA
173343,global,Stable,NA,NA
173346,global,Stable,NA,NA
173350,global,Stable,NA,NA
173351,global,Stable,NA,NA
173352,global,Stable,NA,NA
173354,global,Stable,NA,NA
173356,global,Stable,NA,NA
173358,global,Stable,NA,NA
173360,global,Stable,NA,NA
173363,global,Stable,NA,NA
173364,global,Stable,NA,NA
173366,global,Stable,NA,NA
173367,global,Stable,NA,NA
173368,global,Stable,NA,NA
173369,global,Stable,NA,NA
173371,global,Stable,NA,NA
173377,global,Stable,NA,NA
173378,global,Stable,NA,NA
173380,global,Stable,NA,NA
173384,global,Stable,NA,NA
175075,global,Stable,NA,NA
175076,global,Stable,NA,NA
176725,global,Stable,NA,NA
176734,global,Stable,NA,NA
176750,global,Stable,NA,NA
176756,global,Stable,NA,NA
176771,global,Stable,NA,NA
177110,global,Stable,NA,NA
177115,global,Stable,NA,NA
178070,global,Stable,NA,NA
178813,global,Stable,NA,NA
178818,global,Stable,NA,NA
183212,global,Stable,NA,NA
183225,global,Stable,NA,NA
183260,global,Stable,NA,NA
183273,global,Stable,NA,NA
183279,global,Stable,NA,NA
183378,global,Stable,NA,NA
183443,global,Stable,NA,NA
183446,global,Stable,NA,NA
183618,global,Stable,NA,NA
183624,global,Stable,NA,NA
183662,global,Stable,NA,NA
183697,global,Stable,NA,NA
183725,global,Stable,NA,NA
183731,global,Stable,NA,NA
183766,global,Stable,NA,NA
183781,global,Stable,NA,NA
183801,global,Stable,NA,NA
183817,global,Stable,NA,NA
183822,global,Stable,NA,NA
183835,global,Stable,NA,NA
183849,global,Stable,NA,NA
183909,global,Stable,NA,NA
183924,global,Stable,NA,NA
183957,global,Stable,NA,NA
183980,global,Stable,NA,NA
183985,global,Stable,NA,NA
184016,global,Stable,NA,NA
184035,global,Stable,NA,NA
1847,northern_africa,Stable,NA,NA
185058,global,Stable,NA,NA
185000,global,Stable,NA,NA
185012,global,Stable,NA,NA
185017,global,Stable,NA,NA
185086,global,Stable,NA,NA
185026,global,Stable,NA,NA
185037,global,Stable,NA,NA
185038,global,Stable,NA,NA
185039,global,Stable,NA,NA
185050,global,Stable,NA,NA
185127,mediterranean,Stable,NA,NA
185128,mediterranean,Stable,NA,NA
185146,mediterranean,Stable,NA,NA
185155,mediterranean,Stable,NA,NA
185156,mediterranean,Stable,NA,NA
185175,mediterranean,Stable,NA,NA
185181,mediterranean,Stable,NA,NA
185185,mediterranean,Stable,NA,NA
185193,mediterranean,Stable,NA,NA
187381,global,Stable,NA,NA
187397,global,Stable,NA,NA
187397,mediterranean,Stable,NA,NA
187400,global,Stable,NA,NA
187418,global,Stable,NA,NA
187418,mediterranean,Stable,NA,NA
187426,global,Stable,NA,NA
187436,global,Stable,NA,NA
187442,global,Stable,NA,NA
187453,global,Stable,NA,NA
187475,global,Stable,NA,NA
187475,mediterranean,Stable,NA,NA
187491,global,Stable,NA,NA
187541,global,Stable,NA,NA
187541,mediterranean,Stable,NA,NA
187555,global,Stable,NA,NA
187567,global,Stable,NA,NA
187572,global,Stable,NA,NA
187653,global,Stable,NA,NA
187653,mediterranean,Stable,NA,NA
187663,global,Stable,NA,NA
187679,global,Stable,NA,NA
187696,global,Stable,NA,NA
187710,global,Stable,NA,NA
187711,global,Stable,NA,NA
187714,mediterranean,Stable,NA,NA
187723,global,Stable,NA,NA
187748,global,Stable,NA,NA
187748,mediterranean,Stable,NA,NA
187751,global,Stable,NA,NA
187751,mediterranean,Stable,NA,NA
187752,global,Stable,NA,NA
187758,global,Stable,NA,NA
187759,global,Stable,NA,NA
187773,global,Stable,NA,NA
187784,global,Stable,NA,NA
187800,global,Stable,NA,NA
187805,global,Stable,NA,NA
187805,mediterranean,Stable,NA,NA
187808,global,Stable,NA,NA
188324,mediterranean,Stable,NA,NA
189121,global,Stable,NA,NA
189197,global,Stable,NA,NA
189463,global,Stable,NA,NA
189470,global,Stable,NA,NA
189512,global,Stable,NA,NA
189591,global,Stable,NA,NA
190452,mediterranean,Stable,NA,NA
190453,mediterranean,Stable,NA,NA
190710,mediterranean,Stable,NA,NA
198551,mediterranean,Stable,NA,NA
198565,mediterranean,Stable,NA,NA
198570,mediterranean,Stable,NA,NA
198580,mediterranean,Stable,NA,NA
198609,mediterranean,Stable,NA,NA
198610,mediterranean,Stable,NA,NA
198630,mediterranean,Stable,NA,NA
198632,mediterranean,Stable,NA,NA
198641,mediterranean,Stable,NA,NA
198643,mediterranean,Stable,NA,NA
198644,mediterranean,Stable,NA,NA
198645,mediterranean,Stable,NA,NA
198646,mediterranean,Stable,NA,NA
198647,mediterranean,Stable,NA,NA
198654,mediterranean,Stable,NA,NA
198658,mediterranean,Stable,NA,NA
198662,mediterranean,Stable,NA,NA
198667,mediterranean,Stable,NA,NA
198672,mediterranean,Stable,NA,NA
198673,mediterranean,Stable,NA,NA
198674,mediterranean,Stable,NA,NA
198711,mediterranean,Stable,NA,NA
198712,mediterranean,Stable,NA,NA
