iucn_sid,sciname
57252,Physalaemus ephippifer
57660,Adelastes hylonomos
58158,Pipa arrabali
59577,Nectocaecilia petersii
59659,Allophryne ruthveni
78520710,Myersiohyla chamaeleo
57763,Chiasmocleis shudikarensis
113803208,Dendropsophus mapinguari
114105139,Dendropsophus reticulatus
114139639,Dendropsophus arndti
55503,Osteocephalus helenae
54511,Atelopus flavescens
55486,Dendropsophus gaucheri
78540110,Pristimantis espedeus
61760,Oreophrynella weiassipuensis
125181599,Pristimantis latro
125196419,Hyalinobatrachium muiraquitan
55151,Anomaloglossus stepheni
113890608,Osteocephalus camufatus
88383014,Osteocephalus vilarsi
89127284,Allobates flaviventris
89108896,Allobates tapajos
149675633,Allobates carajas
149676047,Allobates juami
149677370,Allobates tinae
149686569,Adenomera phonotriccus
149692158,Pseudopaludicola jazmynmcdonaldae
150087962,Scinax strussmannae
150088061,Scinax onca
150088099,Scinax ruberoculatus
150088252,Brasilotyphlus dubium
150088436,Phyzelaphryne nimio
154016974,Amazophrynella moisesii
154017679,Amazophrynella teko
154018053,Amazophrynella xinguensis
154018326,Ameerega munduruku
154024071,Boana icamiaba
154037185,Dendropsophus kamagarini
89020267,Scinax madeirae
55763,Lysapsus laevis
61763,Teratohyla adenocheira
61793,Scinax constrictus
136115,Hydrolaetare caparu
136154,Lysapsus bolivianus
18435492,Elachistocleis helianneae
57281,Pleurodema bibroni
55474,Dendropsophus elianeae
55297,Nyctimantis bokermanni
55069,Allobates crombiei
55762,Lysapsus caraya
55905,Pseudis tocantins
209674672,Proceratophrys concavitympanum
57311,Pseudopaludicola canga
18435486,Elachistocleis bumbameuboi
54603,Rhinella castaneotica
55051,Anomaloglossus baeobatrachus
55060,Allobates caeruleodactylus
55089,Allobates gasconi
55112,Allobates masniger
55120,Allobates nidicola
55163,Allobates vanzolinius
55179,Adelphobates castaneoticus
55228,Allobates myersi
55233,Ameerega pulchripecta
55819,Trachycephalus hadroceps
55989,Scinax proboscideus
57083,Hydrolaetare dantasi
57145,Leptodactylus myersi
57270,Engystomops petersi
57280,Phyzelaphryne miriamae
59493,Atretochoana eiselti
59500,Brasilotyphlus braziliensis
59647,Rhinatrema bivittatum
135811,Leptodactylus paraensis
135892,Allobates subfolionidificans
135998,Leptodactylus lauramiriamae
136184,Boana nympha
158619,Chiasmocleis avilapiresae
18435501,Elachistocleis surumu
89022123,Stefania neblinae
184672438,Boana ventrimaculata
186882160,Amazophrynella gardai
195582660,Adenomera chicomendesi
195582795,Adenomera glauciae
195583775,Rhinella exostosica
195897633,Adelophryne amapaensis
178760225,Allobates nunciatus
195897620,Allobates velocicantus
178593646,Pristimantis giorgii
178594629,Pristimantis moa
178594147,Pristimantis pictus
200769419,Boana courtoisae
200769502,Boana eucharis
184668840,Atelopus manauensis
181504400,Allobates pacaas
247635985,Caecilia mertensi
54512,Atelopus franciscus
58019,Chiasmocleis antenori
209674924,Proceratophrys korekore
135755,Pristimantis aureolineatus
56671,Pristimantis inguinalis
54607,Adhaerobufo ceratophrys
54735,Rhinella poeppigii
55993,Scinax rostratus
211138959,Leptodactylus intermedius
185790,Pristimantis bicantus
56041279,Raorchestes agasthyaensis
56546,Pristimantis curtipes
2649,Batrachoseps campi
185660,Sphaenorhynchus botocudo
188753,Brachycephalus pitanga
188754,Boana caipora
190870,Dendrophryniscus organensis
190981,Nyctimantis arapapa
55491,Bokermannohyla gouveai
158471,Adenomera ajurauna
190993,Adenomera engelsi
45727645,Brachycephalus margaritatus
45727654,Brachycephalus pulex
46203856,Ischnocnema abdita
73960020,Micrixalus niluvasei
73960040,Micrixalus sairandhri
73961281,Micrixalus spelunca
73963691,Micrixalus uttaraghati
73964539,Micrixalus adonis
73965432,Micrixalus nelliyampathi
73965533,Micrixalus nudis
73967876,Micrixalus frigidus
73967915,Micrixalus nigraventris
73971314,Micrixalus specca
73972049,Micrixalus fuscus
77183994,Adelophryne meridionalis
77184267,Adelophryne mucronata
78903562,Crossodactylus dispar
78921231,Gastrotheca fissipes
79116041,Proceratophrys appendiculata
79418844,Vitreorana eurygnatha
79680972,Ololygon agilis
79697662,Fritziana fissilis
81978049,Brachycephalus ephippium
82497379,Hylodes ornatus
55376,Boana albomarginata
79115767,Proceratophrys belzebul
78520120,Melanophryniscus setiba
78459320,Dendrophryniscus skuki
45727665,Cycloramphus organensis
48086193,Ololygon skuki
78518201,Ischnocnema nanahallux
78533377,Phasmahyla cruzi
79697501,Fritziana ulei
78518211,Ischnocnema surda
78518221,Ischnocnema vizottoi
79115779,Proceratophrys izecksohni
78517688,Ischnocnema concolor
82410160,Brachycephalus verrucosus
79418460,Vitreorana baliomma
78458984,Crossodactylodes itambe
78459245,Cycloramphus lithomimeticus
78518135,Ischnocnema melanopygia
48086134,Ololygon insperata
82410125,Brachycephalus olivaceus
79680798,Ololygon melanodactyla
82410098,Brachycephalus mariaeterezae
78459018,Crossodactylodes septentrionalis
78515959,Holoaden suarezi
78532203,Paratelmatobius yepiranga
48086163,Ololygon muriciensis
82410087,Brachycephalus leopardus
82410083,Brachycephalus fuscolineatus
78459270,Dendrophryniscus oreites
78903358,Crossodactylus timbuhy
79414008,Scinax imbegue
78575965,Proceratophrys tupinamba
79101807,Physalaemus feioi
78575957,Proceratophrys sanctaritae
79116133,Proceratophrys gladius
81978203,Brachycephalus garbeanus
78585511,Scinax juncae
78585507,Ololygon cosenzai
81978198,Brachycephalus bufonoides
82410053,Brachycephalus boticario
79116149,Proceratophrys itamari
82410041,Brachycephalus auroguttatus
78903406,Crossodactylus werneri
79116167,Proceratophrys mantiqueira
79101850,Physalaemus orophilus
78500970,Gastrotheca prasina
78586372,Stereocyclops palmipes
78500974,Gastrotheca recava
78586108,Ololygon tupinamba
82497054,Hylodes japi
46086107,Melanophryniscus peritus
82498484,Boana poaju
78586094,Ololygon tripui
82472782,Crossodactylus boulengeri
82410215,Euparkerella cryptica
78935844,Hylodes perere
79116244,Proceratophrys pombali
77187618,Allophryne relicta
77320561,Nyctimantis pomba
77343617,Bokermannohyla capra
78426959,Brachycephalus crispus
78456078,Brachycephalus guarani
78456088,Brachycephalus toby
78456097,Brachycephalus tridactylus
54454,Brachycephalus nodoterga
56656,Ischnocnema holti
57082,Holoaden luederwaldti
56790,Ischnocnema nigriventris
16190,Paratelmatobius gaigeae
61790,Phyllodytes wuchereri
57265,Physalaemus moreirae
136175,Gastrotheca ernestoi
10634,Stereocyclops histrio
55453,Boana clepsydra
56353,Crossodactylus grandis
56346,Crossodactylodes pintoi
57133,Leptodactylus hylodes
55452,Boana claresignata
135808,Gastrotheca fulvorufa
56365,Cycloramphus diringshofeni
56377,Cycloramphus ohausi
16191,Paratelmatobius lutzii
90761553,Brachycephalus sulfuratus
56367,Cycloramphus duseni
56370,Cycloramphus granulosus
56380,Cycloramphus stejnegeri
56868,Haddadus plicifer
57095,Hylodes mertensi
56612,Ischnocnema gehrti
55035,Vitreorana uranoscopa
55987,Scinax perereca
57156,Leptodactylus plaumanni
57294,Proceratophrys avelinoi
57295,Proceratophrys bigibbosa
136096,Boana curupi
158543,Trachycephalus dibernardoi
88425572,Pithecopus rusticus
112684487,Brachycephalus albolineatus
112685686,Phrynomedusa dryade
112716132,Aplastodiscus albosignatus
113888113,Boana cambui
114139166,Chiasmocleis migueli
114139318,Chiasmocleis quilombola
114139350,Chiasmocleis altomontana
114139380,Chiasmocleis veracruz
114139443,Phyllodytes megatympanum
55572,Aplastodiscus musicus
57090,Hylodes glaber
57184,Phantasmarana massarti
55027,Vitreorana parvula
55122,Allobates olfersioides
19176,Rana cascadae
135906,Bokermannohyla vulcaniae
57306,Proceratophrys palustris
121386674,Dendropsophus nekronastes
121386792,Brachycephalus coloratus
121386938,Brachycephalus curupira
10566,Hylodes sazimai
125190480,Nasikabatrachus bhupathi
190494,Boana stellae
89158413,Physalaemus lateristriga
88202963,Melanophryniscus biancae
88203551,Melanophryniscus milanoi
88218623,Melanophryniscus xanthostomus
89153977,Brachycephalus quiririensis
113889986,Dendropsophus bromeliaceus
57245,Physalaemus centralis
57257,Physalaemus marmoratus
149692181,Pseudopaludicola matuta
149692207,Pseudopaludicola restinga
150088226,Sphaenorhynchus cammaeus
150088977,Fritziana mitus
150088988,Fritziana izecksohni
150088999,Fritziana tonimi
150089012,Fritziana goeldii
152359110,Adenomera kweti
154029687,Brachycephalus actaeus
154029830,Brachycephalus darkside
154029930,Brachycephalus mirissimus
154047510,Ischnocnema feioi
154047555,Ischnocnema colibri
154047620,Ischnocnema garciai
154048204,Ischnocnema parnaso
154107282,Phasmahyla lisbella
154107381,Phyllodytes amadoi
154107411,Phyllodytes praeceptor
154149117,Ololygon caissara
163899482,Adelophryne michelin
163972037,Dendrophryniscus davori
163972110,Dendrophryniscus haddadi
163972167,Dendrophryniscus izecksohni
163972269,Dendrophryniscus jureia
163982770,Dendrophryniscus brevipollicatus
163985045,Dendrophryniscus lauroi
163972289,Hylodes caete
163972528,Luetkenotyphlus fredi
163972919,Paratelmatobius segallai
88951402,Proceratophrys boiei
58377,Micrixalus elegans
58383,Micrixalus phyllophilus
58387,Micrixalus thampii
57323,Scythrophrys sawayae
10215,Holoaden bradei
10356,Bokermannohyla langei
10357,Boana secedens
11663,Leptodactylus marambaiae
211141894,Thoropa lutzi
21817,Thoropa petropolitana
25954,Melanophryniscus moreirae
29425,Ischnocnema paranaensis
29442,Physalaemus maximus
29487,Brachycephalus hermogenesi
41235,Gastrotheca albolineata
54452,Brachycephalus didactylus
54455,Brachycephalus pernix
54456,Brachycephalus vertebralis
54740,Rhinella pygmaea
54804,Dendrophryniscus berthalutzae
54807,Dendrophryniscus carvalhoi
54810,Dendrophryniscus stawiarskyi
54817,Melanophryniscus cambaraensis
54823,Melanophryniscus macrogranulosus
54830,Melanophryniscus spectabilis
54880,Dendrophryniscus proboscideus
55298,Nyctimantis brunoi
55300,Aplastodiscus cochranae
55318,Fritziana ohausi
55345,Gastrotheca microdiscus
55374,Aplastodiscus albofrenatus
55397,Aplastodiscus arildae
55400,Bokermannohyla astartea
55411,Dendropsophus bipunctatus
55434,Bokermannohyla carvalhoi
55437,Aplastodiscus cavicola
55461,Boana cymbalum
55469,Dendropsophus dutrai
55472,Aplastodiscus ehrhardti
55473,Dendropsophus elegans
55477,Boana exastis
55483,Aplastodiscus flumineus
55488,Dendropsophus giesleri
55510,Bokermannohyla ibitipoca
55535,Boana leptolineata
55538,Aplastodiscus leucopygius
55539,Dendropsophus limai
55543,Bokermannohyla lucianae
55544,Bokermannohyla luctuosa
55547,Boana marginata
55574,Dendropsophus nahdereri
55588,Boana pardalis
55614,Dendropsophus pseudomeridianus
55624,Dendropsophus rhea
55637,Dendropsophus ruschii
55653,Dendropsophus seniculus
55666,Dendropsophus studerae
55695,Aplastodiscus weygoldti
55703,Hylomantis aspera
55814,Phasmahyla cochranae
55815,Phasmahyla exilis
55816,Phasmahyla guttata
55820,Trachycephalus imitatrix
55821,Trachycephalus lepidus
55825,Phrynomedusa appendiculata
55826,Phrynomedusa bokermanni
211143118,Phrynomedusa marginata
55828,Phrynomedusa vanzolinii
55832,Phyllodytes edelmoi
55834,Phyllodytes kautskyi
55836,Phyllodytes melanomystax
55837,Phyllodytes tuberculosus
55844,Phyllomedusa burmeisteri
55849,Phyllomedusa distincta
55862,Pithecopus rohdei
55901,Pseudis cardosoi
55923,Ololygon albicans
55924,Ololygon alcatraz
55927,Ololygon angrensis
55928,Ololygon arduoa
55929,Ololygon argyreornata
55930,Ololygon ariadne
55931,Ololygon atrata
55938,Ololygon brieni
55939,Scinax caldarum
55941,Ololygon cardosoi
55947,Scinax crospedospilus
55949,Scinax cuspidatus
55955,Ololygon flavoguttata
55961,Scinax hayii
55962,Ololygon heyeri
55964,Ololygon humilis
55967,Ololygon jureia
55968,Ololygon kautskyi
55971,Ololygon littoralis
55972,Ololygon littorea
55974,Ololygon luizotavioi
55979,Ololygon melloi
55982,Ololygon obtriangulata
55988,Ololygon perpusilla
55991,Ololygon ranki
56001,Ololygon trapicheiroi
56003,Ololygon v-signata
247600837,Sphaenorhynchus palustris
56018,Sphaenorhynchus pauloalvini
56019,Sphaenorhynchus planicola
247600869,Sphaenorhynchus platycephalus
56021,Sphaenorhynchus prasinus
56053,Xenohyla truncata
56303,Adelophryne pachydactyla
56344,Crossodactylodes bokermanni
56345,Crossodactylodes izecksohni
56350,Crossodactylus dantei
200071227,Crossodactylus gaudichaudii
56354,Crossodactylus lutzorum
56357,Cycloramphus asper
56358,Cycloramphus bandeirensis
56359,Cycloramphus bolitoglossus
56360,Cycloramphus boraceiensis
56361,Cycloramphus brasiliensis
56362,Cycloramphus heyeri
56363,Cycloramphus catarinensis
56364,Cycloramphus cedrensis
56366,Cycloramphus dubius
56368,Cycloramphus eleutherodactylus
56369,Cycloramphus fuliginosus
56371,Cycloramphus izecksohni
56372,Phantasmarana jordanensis
56373,Cycloramphus juimirim
56374,Cycloramphus lutzorum
56375,Cycloramphus migueli
56376,Cycloramphus mirandaribeiroi
56378,Cycloramphus rhyakonastes
56379,Cycloramphus semipalmatus
56381,Cycloramphus valae
56470,Ischnocnema bolbodactyla
56581,Ischnocnema epipeda
56586,Ischnocnema erythromera
56635,Ischnocnema gualteri
56638,Ischnocnema guentheri
56655,Ischnocnema hoehnei
56696,Ischnocnema lactea
56740,Ischnocnema manezinho
56784,Ischnocnema nasuta
56805,Ischnocnema octavioi
56831,Ischnocnema parva
56889,Ischnocnema pusilla
56899,Ischnocnema randorum
56944,Ischnocnema sambaqui
56972,Ischnocnema spanios
57033,Ischnocnema venancioi
57045,Pristimantis vinhai
57071,Euparkerella brasiliensis
57072,Euparkerella cochranae
57073,Euparkerella robusta
57074,Euparkerella tridactyla
57085,Hylodes amnicola
57086,Hylodes asper
57087,Hylodes babax
57088,Hylodes charadranaetes
57089,Hylodes dactylocinus
57091,Hylodes heyeri
57092,Hylodes lateristrigatus
57093,Hylodes magalhaesi
57094,Hylodes meridionalis
247637646,Hylodes nasus
57098,Hylodes otavioi
57099,Hylodes perplicatus
57100,Hylodes phyllodes
57101,Hylodes regius
57102,Hylodes uai
57103,Hylodes vanzolinii
57109,Ischnocnema verrucosa
57126,Leptodactylus flavopictus
57150,Leptodactylus notoaktites
179011130,Leptodactylus spixi
57174,Leptodactylus viridis
57178,Macrogenioglottus alipioi
57179,Phantasmarana apuana
57180,Phantasmarana bocainensis
57181,Phantasmarana boticariana
57182,Megaelosia goeldii
57183,Phantasmarana lutzae
57195,Paratelmatobius cardosoi
57196,Paratelmatobius mantiqueira
57197,Paratelmatobius poecilogaster
57237,Physalaemus aguirrei
57240,Physalaemus atlanticus
57241,Physalaemus barrioi
57243,Physalaemus bokermanni
57244,Physalaemus caete
57248,Physalaemus crombiei
57253,Physalaemus erythros
57263,Physalaemus maculiventris
57268,Physalaemus obtectus
57277,Physalaemus signifer
57278,Physalaemus soaresi
57279,Physalaemus spiniger
57303,Proceratophrys laticeps
57305,Proceratophrys moehringi
57307,Proceratophrys phyllostomus
57308,Proceratophrys schirchi
57309,Proceratophrys subguttata
57374,Cycloramphus carvalhoi
57375,Cycloramphus parvulus
57681,Arcovomer passarellii
57747,Chiasmocleis alagoana
57750,Chiasmocleis atlantica
57752,Chiasmocleis capixaba
57753,Chiasmocleis lacrimae
57755,Chiasmocleis cordeiroi
57756,Chiasmocleis crucis
57803,Dasypops schirchi
57808,Elachistocleis erythrogaster
57898,Myersiella microps
58006,Stereocyclops incrassatus
58007,Stereocyclops parkeri
59535,Chthonerpeton braestrupi
59538,Chthonerpeton noctinectes
59541,Chthonerpeton viviparum
59576,Mimosiphonops vermiculatus
59581,Oscaecilia hypereumeces
59596,Siphonops leucoderus
61746,Brachycephalus brunneus
61747,Brachycephalus izecksohni
61770,Aplastodiscus eugenioi
61771,Bokermannohyla ahenea
61772,Bokermannohyla caramaschii
61777,Boana freicanecae
61779,Boana pombali
61789,Phyllodytes punctatus
61805,Cycloramphus acangatan
61832,Physalaemus erikae
61848,Chiasmocleis gnoma
135733,Hylodes pipilans
135774,Brachycephalus alipioi
135815,Proceratophrys paviotii
135830,Brachycephalus pombali
135843,Physalaemus angrensis
135847,Gastrotheca pulchra
135887,Ololygon peixotoi
135912,Brachycephalus ferruginus
135993,Melanophryniscus admirabilis
135997,Physalaemus camacan
136001,Adenomera nana
136039,Hylodes fredi
136084,Physalaemus irroratus
136095,Cycloramphus faustoi
136127,Chiasmocleis sapiranga
136140,Ololygon faivovichi
136147,Phyllodytes maculosus
136182,Adenomera thomei
158473,Leptodactylus cupreus
158476,Dendrophryniscus krausae
158477,Phasmahyla spectabilis
158478,Phasmahyla timbo
158537,Physalaemus insperatus
158544,Melanophryniscus alipioi
158608,Hylodes cardosoi
158620,Holoaden pholeter
185661,Sphaenorhynchus mirim
190496,Gastrotheca flamma
195500,Ololygon belloni
88127665,Scinax dolloi
88951619,Proceratophrys renalis
89092357,Thoropa taophora
89255741,Sphaenorhynchus canga
154048556,Ischnocnema oea
17078,Phrynomedusa fimbriata
55556,Dendropsophus meridianus
59595,Luetkenotyphlus insulanus
194294843,Leptodactylus payaya
194294290,Leptodactylus paranaru
178806966,Physalaemus claptoni
197274756,Pithecopus gonzagai
195897624,Ololygon feioi
178806125,Leptodactylus barrioi
164455691,Ischnocnema bocaina
179011343,Leptodactylus watu
181161744,Phyllodytes magnus
88951908,Quasipaa courtoisi
57260,Physalaemus jordanensis
59536,Chthonerpeton exile
59572,Microcaecilia supernumeraria
59575,Mimosiphonops reinhardti
205148014,Leptodactylus ochraceus
206511773,Dendrophryniscus imitator
54961,Rulyrana flavopunctata
57233,Phyllonastes lochites
59160,Bolitoglossa equatoriana
54599,Anaxyrus californicus
59045,Spea hammondii
154046889,Hemiphractus fasciatus
159276255,Dendropsophus tritaeniatus
56781,Pristimantis myersi
57006,Pristimantis thymelensis
57024,Pristimantis unistrigatus
56694,Pristimantis labiosus
55148,Hyloxalus sauli
55366,Hemiphractus bubalus
85853082,Rhinella humboldti
78492354,Dendropsophus shiwiarum
87763829,Rhinella merianae
56514,Pristimantis citriogaster
47255219,Hyalinobatrachium pellucidum
56342,Ceratophrys testudo
56798,Pristimantis nyctophylax
59580,Oscaecilia equatorialis
135877,Hyloxalus parcus
54585,Rhinella beebei
125194753,Sphaerotheca pluvialis
