iucn_sid,sciname
172543,Chamaeleo necasi
172553,Trioceros wiedersheimi
176312,Chamaeleo senegalensis
199603,Chamaeleo arabicus
176306,Chamaeleo calyptratus
176310,Chamaeleo monachus
199758,Furcifer polleni
172795,Brookesia peyrierasi
172736,Furcifer willsii
172741,Brookesia superciliaris
172749,Furcifer verrucosus
172758,Furcifer rhinoceratus
172773,Palleon nasus
172774,Calumma gastrotaenia
172796,Calumma hafahafa
172861,Calumma nasutum
172866,Furcifer oustaleti
172869,Furcifer nicosiai
172886,Calumma crypticum
172944,Brookesia thieli
172947,Brookesia brygooi
172950,Furcifer petteri
172955,Furcifer pardalis
176294,Brookesia bekolosy
176295,Brookesia exarmata
176296,Brookesia griveaudi
176297,Brookesia stumpffi
176298,Brookesia therezieni
176299,Brookesia tuberculata
176300,Brookesia valerieae
176302,Calumma fallax
176303,Calumma gallus
176304,Calumma glawi
176305,Calumma peyrierasi
176320,Furcifer tuzetae
193484,Furcifer timoni
8764,Furcifer campani
172737,Calumma peltierorum
172740,Furcifer belalandaensis
172760,Calumma tsaratananense
172761,Calumma guillaumeti
172821,Calumma marojezense
172879,Calumma vencesi
172887,Furcifer antimena
172896,Calumma parsonii
172915,Calumma oshaughnessyi
172923,Calumma malthe
172925,Calumma hilleniusi
172928,Calumma vatosoa
172934,Furcifer balteatus
172937,Furcifer bifidus
172951,Calumma jejy
172962,Furcifer angeli
172980,Calumma tsycorne
172748,Brookesia karchei
172777,Brookesia ramanantsoai
172778,Calumma guibei
172781,Palleon lolontany
172790,Brookesia lambertoni
172798,Calumma furcifer
172800,Calumma amber
172830,Calumma globifer
172836,Calumma cucullatum
172840,Calumma capuroni
172844,Brookesia ebenaui
172850,Calumma andringitraense
172858,Brookesia vadoni
172878,Brookesia bonsi
172885,Brookesia decaryi
172909,Brookesia lineata
172916,Calumma ambreense
172984,Calumma brevicorne
3083,Brookesia perarmata
172752,Brookesia antakarana
172808,Brookesia dentata
172912,Brookesia betschi
172930,Brookesia ambreensis
8765,Furcifer labordi
8766,Furcifer minor
176307,Trioceros chapini
176311,Chamaeleo namaquensis
176313,Trioceros cristatus
176314,Trioceros feae
176318,Trioceros montium
176319,Furcifer cephalolepis
176322,Rhampholeon spectrum
192255,Conus sahlbergi
192303,Conus zylmanae
192343,Conus trencarti
192377,Conus speciosissimus
192390,Conus ventricosus
192495,Conus trovaoi
192499,Conus taslei
192501,Conus tenuilineatus
192514,Conus tacomae
192516,Conus variegatus
192525,Conus spurius
192530,Conus teodorae
192555,Conus venezuelanus
192596,Conus vulcanus
192622,Conus worki
192651,Conus tabidus
192683,Conus stimpsoni
192695,Conus sunderlandi
192751,Conus sphacelatus
192752,Conus rosemaryae
192764,Conus sanderi
192766,Conus selenae
192783,Conus velaensis
192865,Conus scopulorum
192866,Conus sennottorum
192257,Conus biancae
192259,Conus brianhayesi
192263,Conus thomae
192281,Conus philippii
192283,Conus bulbus
192284,Conus luquei
192293,Conus naranjus
192295,Conus poulosi
192296,Conus sanguinolentus
192297,Conus bullatus
192306,Conus boavistensis
192307,Conus gradatulus
192311,Conus natalis
192312,Conus visagenus
192316,Conus textile
192321,Conus striatus
192323,Conus milneedwardsi
192325,Conus pseudocardinalis
192337,Conus medoci
192338,Conus algoensis
192344,Conus sartii
192351,Conus zonatus
192352,Conus paschalli
192354,Conus kersteni
192362,Conus moluccensis
192378,Conus litoglyphus
192380,Conus floridulus
192384,Conus tinianus
192395,Conus bairstowi
192396,Conus zandbergeni
192404,Conus lightbourni
192406,Conus julii
192408,Conus monile
192413,Conus aureus
192430,Conus violaceus
192436,Conus magellanicus
192440,Conus circumactus
192445,Conus leekremeri
192457,Conus primus
192458,Conus rizali
192464,Conus magnottei
192467,Conus gabrielae
192468,Conus solangeae
192476,Conus madagascariensis
192478,Conus parascalaris
192479,Conus baeri
192486,Conus roeckeli
192488,Conus largillierti
192492,Conus xicoi
192500,Conus borgesi
192517,Conus mozambicus
192520,Conus richardsae
192521,Conus retifer
192524,Conus phuketensis
192528,Conus inscriptus
192533,Conus gubernator
192534,Conus pulcher
192541,Conus immelmani
192548,Conus neoguttatus
192558,Conus nobilis
192564,Conus moreleti
192569,Conus chiapponorum
192577,Conus pseudonivifer
192585,Conus vicweei
192586,Conus terebra
192595,Conus lemniscatus
192600,Conus roseorapum
192604,Conus hyaena
192608,Conus genuanus
192609,Conus tuticorinensis
192610,Conus saragasae
192613,Conus guinaicus
192614,Conus suratensis
192618,Conus malacanus
192619,Conus suduirauti
192625,Conus sertacinctus
192631,Conus damottai
192633,Conus mus
192647,Conus spectrum
192648,Conus tenuistriatus
192650,Conus pseudoaurantius
192654,Conus radiatus
192655,Conus olgae
192657,Conus lindae
192658,Conus richardbinghami
192659,Conus tisii
192660,Conus subulatus
192674,Conus sponsalis
192677,Conus wittigi
192692,Conus viola
192694,Conus varius
192698,Conus rawaiensis
192705,Conus norai
192712,Conus pennaceus
192713,Conus barthelemyi
192717,Conus bellulus
192720,Conus micropunctatus
192721,Conus messiasi
192725,Conus infrenatus
192726,Conus verdensis
192728,Conus sulcocastaneus
192731,Conus bonfigliolii
192739,Conus patamakanthini
192742,Conus raulsilvai
192743,Conus tessulatus
192759,Conus janus
192760,Conus stramineus
192761,Conus mappa
192762,Conus telatus
192765,Conus iodostoma
192778,Conus vexillum
192781,Conus ranonganus
192782,Conus portobeloensis
192789,Conus tulipa
192791,Conus helgae
192792,Conus typhon
192793,Conus cylindraceus
192794,Conus augur
192797,Conus thalassiarchus
192798,Conus patae
192808,Conus grahami
192812,Conus quercinus
192823,Conus fernandesi
192824,Conus nimbosus
192827,Conus penchaszadehi
192838,Conus timorensis
192841,Conus irregularis
192843,Conus legatus
192845,Conus guanche
192849,Conus balteatus
192853,Conus virgo
192854,Conus jourdani
192857,Conus paulae
192858,Conus fuscoflavus
192860,Conus zapatosensis
192864,Conus zeylanicus
192868,Conus alconnelli
192869,Conus regius
192872,Conus pictus
192873,Conus voluminalis
192876,Conus rosalindensis
5272,Conus nobrei
15307973,Conus bellocqae
15307967,Conus denizi
15307969,Conus desidiosus
15307971,Conus delanoyae
15307975,Conus furnae
15307977,Conus cacao
15307979,Conus calhetae
15307981,Conus pseudocuneolus
42830689,Conus longilineus
192256,Conus explorator
192262,Conus glenni
192264,Conus capreolus
192273,Conus scalaris
192276,Conus praecellens
192279,Conus recluzianus
192280,Conus zebra
192288,Conus isabelarum
192300,Conus maldivus
192301,Conus papuensis
192313,Conus miniexcelsus
192317,Conus gilvus
192318,Conus nussatella
192322,Conus fischoederi
192330,Conus hypochlorus
192335,Conus lenavati
192342,Conus emaciatus
192345,Conus gladiator
192346,Conus kalafuti
192347,Conus havanensis
192348,Conus curralensis
192349,Conus terryni
192350,Conus decoratus
192355,Conus orion
192357,Conus nocturnus
192358,Conus dorotheae
192359,Conus abbas
192360,Conus andamanensis
192361,Conus diadema
192365,Conus salzmanni
192368,Conus evorai
192379,Conus exquisitus
192386,Conus leopardus
192399,Conus monachus
192402,Conus patricius
192405,Conus mcbridei
192407,Conus eximius
192409,Conus regularis
192411,Conus glaucus
192414,Conus estivali
192418,Conus chytreus
192419,Conus frigidus
192423,Conus empressae
192424,Conus obscurus
192425,Conus flammeacolor
192429,Conus nielsenae
192433,Conus cumingii
192434,Conus nigromaculatus
192437,Conus hennequini
192438,Conus felitae
192448,Conus lynceus
192449,Conus brunneus
192452,Conus princeps
192459,Conus splendidulus
192460,Conus generalis
192462,Conus giorossii
192463,Conus sculpturatus
192469,Conus derrubado
192470,Conus pica
192475,Conus josephinae
192480,Conus kevani
192484,Conus inconstans
192485,Conus navarroi
192487,Conus echinophilus
192490,Conus wallangra
192491,Conus escondidai
192494,Conus filmeri
192497,Conus mercator
192503,Conus thevenardensis
192504,Conus collisus
192510,Conus proximus
192513,Conus reductaspiralis
192515,Conus papilliferus
192519,Conus kremerorum
192522,Conus bruguieresi
192529,Conus victoriae
192539,Conus dispar
192542,Conus dalli
192544,Conus crotchii
192545,Conus parvatus
192547,Conus jickelii
192549,Conus magus
192552,Conus moncuri
192556,Conus belairensis
192559,Conus sculletti
192561,Conus leobrerai
192562,Conus flavidus
192566,Conus fergusoni
192567,Conus mitratus
192570,Conus rufimaculosus
192574,Conus peli
192579,Conus amadis
192582,Conus vittatus
192584,Conus diminutus
192588,Conus araneosus
192590,Conus miliaris
192592,Conus laterculatus
192593,Conus imperialis
192598,Conus julieandreae
192603,Conus furvus
192605,Conus loroisii
192620,Conus taeniatus
192621,Conus jucundus
192623,Conus kintoki
192624,Conus granulatus
192627,Conus flavescens
192628,Conus garciai
192634,Conus miles
192642,Conus gloriamaris
192643,Conus kirkandersi
192664,Conus episcopatus
192665,Conus judaeus
192669,Conus flavusalbus
192670,Conus nigropunctatus
192679,Conus virgatus
192686,Conus parius
192687,Conus cloveri
192688,Conus locumtenens
192696,Conus purpurascens
192714,Conus figulinus
192715,Conus melvilli
192719,Conus litteratus
192722,Conus glans
192724,Conus bartschi
192738,Conus bengalensis
192745,Conus nucleus
192746,Conus poormani
192747,Conus milesi
192748,Conus unifasciatus
192749,Conus harlandi
192753,Conus pergrandis
192768,Conus hieroglyphus
192771,Conus crioulus
192772,Conus geographus
192773,Conus polongimarumai
192774,Conus wilsi
192775,Conus kerstitchi
192779,Conus ochroleucus
192790,Conus trigonus
192799,Conus namocanus
192810,Conus xanthicus
192811,Conus planorbis
192813,Conus floccatus
192817,Conus kulkulcan
192819,Conus omaria
192820,Conus caracteristicus
192825,Conus neptunus
192830,Conus carnalis
192832,Conus sydneyensis
192834,Conus scalptus
192837,Conus archon
192839,Conus tiaratus
192840,Conus ignotus
192844,Conus lividus
192856,Conus honkeri
192874,Conus nux
192877,Conus franciscoi
192879,Conus pertusus
5270,Conus cepasi
192253,Conus bondarevi
192260,Conus anabelae
192265,Conus blanfordianus
192269,Conus lischkeanus
192270,Conus fumigatus
192287,Conus melissae
192289,Conus caillaudi
192290,Conus boui
192291,Conus australis
192294,Conus eduardi
192298,Conus betulinus
192302,Conus kuroharai
192304,Conus capitanellus
192305,Conus distans
192308,Conus anemone
192315,Conus bessei
192326,Conus lizardensis
192328,Conus coelinae
192329,Conus fantasmalis
192331,Conus ambiguus
192333,Conus minnamurra
192334,Conus sulcatus
192336,Conus serranegrae
192340,Conus amphiurgus
192353,Conus arangoi
192363,Conus caysalensis
192367,Conus catus
192370,Conus daucus
192373,Conus barbieri
192374,Conus boeticus
192375,Conus alabaster
192381,Conus antoniomonteiroi
192382,Conus cyanostoma
192383,Conus ammiralis
192387,Conus gratacapii
192388,Conus duffyi
192393,Conus coccineus
192394,Conus erythraeensis
192403,Conus cuneolus
192410,Conus limpusi
192416,Conus corallinus
192417,Conus artoptus
192420,Conus biliosus
192422,Conus oishii
192431,Conus striolatus
192432,Conus auratinus
192441,Conus excelsus
192446,Conus cingulatus
192447,Conus armadillo
192450,Conus echo
192451,Conus sugimotonis
192454,Conus hamamotoi
192455,Conus venulatus
192461,Conus claudiae
192466,Conus angioiorum
192471,Conus brunneofilaris
192472,Conus miruchae
192474,Conus bayeri
192482,Conus axelrodi
192483,Conus pauperculus
192489,Conus bruuni
192502,Conus clerii
192507,Conus capitaneus
192508,Conus darkini
192518,Conus dusaveli
192523,Conus atlanticoselvagem
192531,Conus danilai
192535,Conus curassaviensis
192536,Conus kinoshitai
192540,Conus andremenezi
192546,Conus aemulus
192551,Conus asiaticus
192560,Conus grangeri
192563,Conus aulicus
192568,Conus abbreviatus
192571,Conus infinitus
192572,Conus fontonae
192573,Conus magnificus
192578,Conus ermineus
192580,Conus chaldaeus
192581,Conus bayani
192587,Conus bandanus
192589,Conus sazanka
192591,Conus stupa
192594,Conus allaryi
192601,Conus cocceus
192611,Conus ebraeus
192617,Conus austroviola
192626,Conus mordeirae
192629,Conus attenuatus
192635,Conus hirasei
192636,Conus coronatus
192644,Conus dayriti
192645,Conus tribblei
192649,Conus rolani
192652,Conus hamanni
192663,Conus clarus
192666,Conus stupella
192678,Conus berdulinus
192684,Conus anabathrum
192691,Conus aurisiacus
192693,Conus cancellatus
192697,Conus chiangi
192699,Conus striatellus
192700,Conus eburneus
192702,Conus maioensis
192703,Conus trochulus
192704,Conus acutangulus
192706,Conus kawamurai
192707,Conus cedonulli
192708,Conus cinereus
192711,Conus cordigera
192716,Conus aurantius
192727,Conus achatinus
192729,Conus crocatus
192732,Conus cervus
192734,Conus binghamae
192736,Conus babaensis
192737,Conus canonicus
192740,Conus dampierensis
192744,Conus ateralbus
192754,Conus coffeae
192776,Conus shikamai
192777,Conus colmani
192784,Conus aureopunctatus
192786,Conus stercusmuscarum
192788,Conus bahamensis
192800,Conus ciderryi
192803,Conus angasi
192805,Conus archetypus
192806,Conus kiicumulus
192809,Conus ceruttii
192815,Conus auricomus
192818,Conus deynzerorum
192828,Conus fragilissimus
192829,Conus circumcisus
192833,Conus broderipii
192835,Conus fulmen
192836,Conus eversoni
192847,Conus consors
192848,Conus adamsonii
192852,Conus ardisiaceus
192870,Conus arenatus
192871,Conus cardinalis
192878,Conus cuvieri
5269,Conus africanus
192376,Conus habui
192615,Conus eldredi
192750,Conus moylani
192356,Conus mustelinus
192512,Conus encaustus
192327,Conus muriculatus
192505,Conus granum
192796,Conus musicus
192371,Conus gigasulcatus
192392,Conus mucronatus
192701,Conus marmoreus
192862,Conus gondwanensis
192272,Conus gauguini
192415,Conus marchionatus
192428,Conus rattus
192656,Conus luteus
192266,Conus flavus
192493,Conus lienardi
192538,Conus ferrugineus
192575,Conus lamberti
192787,Conus fijisulcatus
192846,Conus gabryae
192867,Conus luciae
192443,Conus exiguus
192268,Conus klemae
192506,Conus pulicarius
192602,Conus salreiensis
192785,Conus regonae
192763,Conus troendlei
192286,Conus lugubris
192364,Conus dorreensis
192851,Conus gabelishi
192435,Conus compressus
192709,Conus hybridus
192769,Conus swainsoni
192332,Conus solomonensis
192258,Conus suturatus
192341,Conus aplustre
192757,Conus sutanorcum
192758,Conus richeri
192557,Conus pseudimperialis
192527,Conus plinthis
192444,Conus villepinii
192741,Conus pineaui
5273,Conus zebroides
192756,Conus evansi
192733,Conus sukhadwalai
34926,Wollemia nobilis
42545,Amentotaxus argotaenia
34321,Agathis macrophylla
30535,Agathis atropurpurea
30536,Agathis microstachya
31265,Amentotaxus formosana
168113711,Juniperus erectopatens
31052,Acmopyle sahniana
34094,Podocarpus purdieanus
34154,Lepidothamnus fonkii
31351,Podocarpus costalis
168144308,Juniperus chinensis
42559,Podocarpus palawanensis
31865,Agathis orbicula
34062,Agathis silbae
32318,Abies beshanzuensis
96800103,Taxus calcicola
42195,Araucaria bidwillii
32770,Afrocarpus mannii
157755363,Retrophyllum vitiense
31862,Agathis kinabaluensis
32835,Araucaria cunninghamii
32836,Araucaria hunsteinii
16437966,Agathis robusta
157754856,Retrophyllum filicifolium
31864,Agathis lenticula
31406,Agathis flavescens
31051,Dacrydium nausoriense
46347417,Nageia nagi
30497,Araucaria heterophylla
33216,Widdringtonia whytei
124561040,Pinus vallartensis
30978,Agathis montana
30987,Araucaria nemorosa
30999,Dacrydium guillauminii
30995,Libocedrus chevalieri
31001,Podocarpus decumbens
30980,Agathis ovata
30983,Araucaria humboldtensis
30985,Araucaria luxurians
30988,Araucaria rulei
30993,Callitris sulcata
30996,Libocedrus yateensis
30997,Callitris pancheri
42514,Podocarpus longifoliolatus
31004,Podocarpus polyspermus
34108,Retrophyllum minus
30977,Agathis lanceolata
185863,Agathis moorei
30981,Araucaria bernieri
30982,Araucaria biramulata
42197,Araucaria montana
30989,Araucaria schmidii
31002,Parasitaxus usta
31005,Acmopyle pancheri
30991,Araucaria subulata
31006,Austrotaxus spicata
30992,Callitris neocaledonica
31000,Dacrydium lycopodioides
30994,Libocedrus austrocaledonica
42505,Podocarpus gnidioides
42196,Araucaria columnaris
31003,Dacrycarpus vieillardii
30998,Dacrydium araucarioides
42446,Dacrydium balansae
42477,Falcatifolium taxoides
42515,Podocarpus lucienii
42523,Podocarpus novae-caledoniae
42534,Podocarpus sylvestris
42539,Prumnopitys ferruginoides
42542,Retrophyllum comptonii
111579700,Araucaria goroensis
111580831,Araucaria muelleri
118076066,Amentotaxus yunnanensis
30313,Picea omorika
16349692,Juniperus turbinata
32518,Cupressus sempervirens
42229,Juniperus communis
42249,Juniperus sabina
42347,Pinus brutia
42385,Pinus mugo
34193,Pinus peuce
16348983,Juniperus phoenicea
96799965,Pinus cernua
42386,Pinus nigra
42391,Pinus pinea
30318,Tetraclinis articulata
42546,Taxus baccata
43945544,Pinus uncinata
42366,Pinus halepensis
42368,Pinus heldreichii
42349,Pinus cembra
30478,Abies nebrodensis
42243,Juniperus oxycedrus
42331,Picea obovata
42318,Picea abies
30311,Juniperus drupacea
42232,Juniperus excelsa
42234,Juniperus foetidissima
42309,Larix decidua
39603,Pinus canariensis
38320,Abies cephalonica
46191675,Cedrus libani
42270,Abies alba
42295,Abies pinsapo
42255,Juniperus thurifera
42390,Pinus pinaster
42418,Pinus sylvestris
63549,Juniperus arizonica
42303,Cedrus atlantica
34121,Abies jaliscana
32019,Podocarpus parlatorei
42214,Chamaecyparis thyoides
191536,Podocarpus angustifolius
46186032,Abies guatemalensis
18153775,Microcachrys tetragona
31408,Podocarpus deflexus
32368,Pinus wangii
34088,Podocarpus lophatus
44029,Callitropsis nootkatensis
34098,Podocarpus salomoniensis
34089,Podocarpus micropedunculatus
34086,Podocarpus lambertii
44028,Xanthocyparis vietnamensis
34099,Podocarpus sellowii
34153,Lagarostrobos franklinii
42522,Podocarpus nivalis
30532,Athrotaxis laxifolia
32054,Athrotaxis cupressoides
32055,Athrotaxis selaginoides
44049,Pherosphaera hookeriana
34100,Podocarpus smithii
191532,Podocarpus buchii
18153758,Podocarpus spathoides
34151,Falcatifolium gruezoi
42286,Abies hickelii
31081,Juniperus blancoi
34057,Pinus aristata
34085,Podocarpus hispaniolensis
191533,Podocarpus ekmanii
42193,Agathis labillardieri
30724,Taxus globosa
34041,Taxus brevifolia
42547,Taxus canadensis
34083,Juniperus barbadensis
34110,Retrophyllum rospigliosii
30325,Cupressus dupreziana
34105,Podocarpus trinitensis
42540,Prumnopitys montana
202905,Agathis borneensis
202906,Agathis dammara
34061,Agathis australis
31362,Abies kawakamii
32629,Pinus pinceana
42483,Nageia motleyi
42485,Podocarpus acutifolius
34155,Nageia maxima
42260,Papuacedrus papuana
42481,Lepidothamnus laxifolius
133722,Calocedrus rupestris
38324,Prumnopitys standleyi
38321,Podocarpus acuminatus
42519,Podocarpus magnifolius
32624,Pinus merkusii
34109,Retrophyllum piresii
39611,Podocarpus ramosii
34095,Podocarpus roraimae
42363,Pinus flexilis
34107,Prumnopitys ladei
42531,Podocarpus spinulosus
42544,Sundacarpus amarus
46406346,Podocarpus rubens
39606,Nageia fleuryi
42525,Podocarpus polystachyus
42526,Podocarpus pseudobracteatus
32805,Podocarpus brevifolius
42560,Podocarpus perrieri
42516,Podocarpus macrocarpus
42513,Podocarpus levis
34087,Podocarpus laubenfelsii
42509,Podocarpus insularis
42512,Podocarpus ledermannii
34069,Podocarpus globulus
42503,Podocarpus glaucus
42506,Podocarpus grayae
34068,Podocarpus gibbsiae
42497,Podocarpus crassigemma
42489,Podocarpus bracteatus
42491,Podocarpus brassii
34158,Podocarpus atjehensis
34159,Podocarpus borneensis
42488,Podocarpus archboldii
42266,Phyllocladus aspleniifolius
42267,Phyllocladus hypophyllus
42511,Podocarpus lawrencei
34150,Falcatifolium angustum
42225,Diselma archeri
42476,Falcatifolium papuanum
42557,Falcatifolium sleumeri
42472,Dacrydium novoguineense
42474,Dacrydium xanthandrum
34210,Dacrydium magnum
34206,Dacrydium cornwallianum
34208,Dacrydium gibbsiae
34211,Dacrydium leptophyllum
40742,Dacrydium gracile
42447,Dacrydium beccarii
34207,Dacrydium ericioides
34204,Dacrycarpus kinabaluensis
34205,Dacrycarpus steupii
42441,Dacrycarpus compactus
42442,Dacrycarpus cumingii
42444,Dacrycarpus expansus
31355,Araucaria araucana
42440,Dacrycarpus cinctus
32052,Pilgerodendron uviferum
34106,Podocarpus urbanii
34092,Podocarpus pallidus
32975,Araucaria angustifolia
33989,Pinus luchuensis
42500,Podocarpus elatus
42293,Abies nordmanniana
38323,Prumnopitys exigua
46413452,Podocarpus oleifolius
42332,Picea orientalis
34104,Podocarpus transiens
16348802,Juniperus navicularis
16348745,Juniperus macrocarpa
34147,Widdringtonia schwarzii
63557,Widdringtonia nodiflora
30365,Widdringtonia cedarbergensis
34096,Podocarpus rostratus
39609,Podocarpus humbertii
42510,Podocarpus latifolius
42518,Podocarpus madagascariensis
42520,Podocarpus milanjianus
42501,Podocarpus elongatus
42507,Podocarpus henkelii
33217,Juniperus procera
34160,Podocarpus capuronii
34203,Afrocarpus usambarensis
42437,Afrocarpus dawei
42438,Afrocarpus falcatus
42439,Afrocarpus gracilior
34097,Podocarpus rusbyi
42530,Podocarpus salicifolius
42532,Podocarpus sprucei
42533,Podocarpus steyermarkii
42535,Podocarpus tepuiensis
42490,Podocarpus brasiliensis
42493,Podocarpus celatus
34029,Taxodium mucronatum
42487,Podocarpus aracensis
39154,Podocarpus matudae
34084,Podocarpus guatemalensis
39608,Podocarpus costaricensis
35764,Pinus tecunumanii
42422,Pinus teocote
42425,Pinus tropicalis
42496,Podocarpus coriaceus
33924,Pinus rzedowskii
42407,Pinus quadrifolia
42416,Pinus strobiformis
42389,Pinus patula
42402,Pinus praetermissa
42403,Pinus pringlei
42404,Pinus pseudostrobus
34192,Pinus occidentalis
42387,Pinus oocarpa
34024,Pinus longaeva
32628,Pinus nelsonii
42380,Pinus maximinoi
42382,Pinus montezumae
30975,Pinus maximartinezii
42377,Pinus lumholtzii
42378,Pinus luzmariae
33923,Pinus jaliscana
42369,Pinus herrerae
42375,Pinus lawsonii
42376,Pinus leiophylla
32630,Pinus greggii
42362,Pinus engelmannii
42356,Pinus devoniana
42357,Pinus douglasiana
42358,Pinus durangensis
32631,Pinus culminicola
42353,Pinus cubensis
42504,Podocarpus glomeratus
42341,Pinus arizonica
42344,Pinus ayacahuite
42348,Pinus caribaea
42350,Pinus cembroides
34093,Podocarpus pendulifolius
32479,Picea chihuahuana
32996,Picea martinezii
42236,Juniperus gracilior
32287,Prumnopitys harmsiana
18153764,Podocarpus orarius
32501,Juniperus standleyi
42250,Juniperus saltillensis
31086,Juniperus jaliscana
42240,Juniperus monticola
34136,Juniperus gamboana
42233,Juniperus flaccida
42237,Juniperus horizontalis
31085,Juniperus durangensis
42231,Juniperus deppeana
32500,Juniperus comitana
16335864,Juniperus coahuilensis
34051,Sequoia sempervirens
32101,Abies fraseri
42221,Cupressus lusitanica
42223,Juniperus angosturana
42224,Juniperus ashei
42275,Abies cilicica
42302,Abies vejarii
39592,Abies religiosa
42554,Abies hidalgensis
42279,Abies durangensis
30375,Cupressus macrocarpa
42220,Cupressus guadalupensis
42222,Cupressus macnabiana
42471,Dacrydium nidulum
42449,Dacrydium elatum
42216,Cupressus arizonica
42436,Tsuga mertensiana
34026,Torreya californica
34200,Tsuga caroliniana
42261,Taxodium distichum
42262,Thuja occidentalis
42263,Thuja plicata
42431,Tsuga canadensis
42435,Tsuga heterophylla
34004,Chamaecyparis lawsoniana
39049,Pinus albicaulis
34023,Sequoiadendron giganteum
42429,Pseudotsuga menziesii
34025,Pseudotsuga macrocarpa
42482,Manoao colensoi
34066,Podocarpus drouynianus
39595,Podocarpus pilgeri
42445,Dacrycarpus imbricatus
42480,Lepidothamnus intermedius
42420,Pinus taeda
42424,Pinus torreyana
42401,Pinus ponderosa
42409,Pinus remota
42410,Pinus resinosa
42411,Pinus rigida
42413,Pinus sabiniana
42414,Pinus serotina
42417,Pinus strobus
42426,Pinus virginiana
42408,Pinus radiata
32804,Pinus krempfii
39068,Pinus palustris
42406,Pinus pungens
34058,Pinus muricata
42361,Pinus elliottii
42364,Pinus glabra
42371,Pinus jeffreyi
42374,Pinus lambertiana
42381,Pinus monophylla
34050,Pinus clausa
42345,Pinus balfouriana
42346,Pinus banksiana
42351,Pinus contorta
42352,Pinus coulteri
42359,Pinus echinata
42360,Pinus edulis
42219,Cupressus goveniana
34047,Cupressus bakeri
42258,Cupressus sargentii
42343,Pinus attenuata
42322,Picea engelmannii
42323,Picea glauca
42328,Picea mariana
42333,Picea pungens
42335,Picea rubens
42337,Picea sitchensis
42313,Larix laricina
42314,Larix lyallii
42315,Larix occidentalis
42245,Juniperus pinchotii
42252,Juniperus scopulorum
42257,Juniperus virginiana
42239,Juniperus monosperma
42241,Juniperus osteosperma
42242,Juniperus occidentalis
42226,Juniperus californica
42383,Pinus monticola
42210,Calocedrus decurrens
42271,Abies amabilis
42272,Abies balsamea
42276,Abies concolor
42284,Abies grandis
42289,Abies lasiocarpa
42290,Abies magnifica
42296,Abies procera
32029,Podocarpus nubigenus
32030,Podocarpus salignus
32053,Saxegothaea conspicua
31245,Thuja koraiensis
31305,Platycladus orientalis
31359,Austrocedrus chilensis
42517,Podocarpus macrophyllus
42521,Podocarpus neriifolius
42537,Podocarpus totara
42538,Prumnopitys ferruginea
42541,Prumnopitys taxifolia
42370,Pinus hwangshanensis
42372,Pinus kesiya
42379,Pinus massoniana
42388,Pinus parviflora
42405,Pinus pumila
42412,Pinus roxburghii
42415,Pinus sibirica
42419,Pinus tabuliformis
42423,Pinus thunbergii
42427,Pinus wallichiana
34188,Pinus fenzeliana
34189,Pinus gerardiana
42268,Phyllocladus toatoa
42269,Phyllocladus trichomanoides
42342,Pinus armandii
42354,Pinus densata
42355,Pinus densiflora
42484,Nageia wallichiana
32416,Keteleeria fortunei
34146,Libocedrus plumosa
42259,Libocedrus bidwillii
42310,Larix gmelinii
42311,Larix griffithii
42317,Larix sibirica
42248,Juniperus rigida
42253,Juniperus semiglobosa
42254,Juniperus squamata
42256,Juniperus tibetica
42304,Cedrus deodara
39590,Juniperus pseudosabina
42238,Juniperus indica
42212,Chamaecyparis obtusa
42478,Halocarpus bidwillii
42479,Halocarpus biformis
31053,Podocarpus affinis
42200,Cephalotaxus sinensis
42235,Juniperus formosana
42247,Juniperus recurva
42428,Pinus yunnanensis
42292,Abies nephrolepis
191633,Picea linzhiensis
32317,Metasequoia glyptostroboides
42265,Thujopsis dolabrata
42312,Larix kaempferi
42316,Larix potaninii
42320,Picea asperata
42321,Picea crassifolia
42325,Picea jezoensis
42327,Picea likiangensis
42330,Picea meyeri
42334,Picea purpurea
42336,Picea schrenkiana
42338,Picea smithiana
42339,Picea spinulosa
42340,Picea wilsonii
42384,Pinus morrisonicola
42555,Pinus bhutanica
191663,Tsuga sieboldii
191877,Torreya fargesii
191881,Torreya grandis
30750,Microbiota decussata
32379,Torreya jackii
32457,Tsuga forrestii
34102,Podocarpus subtropicalis
34140,Juniperus pingii
34141,Juniperus przewalskii
39589,Cephalotaxus harringtonii
39602,Pinus bungeana
42246,Juniperus procumbens
42251,Juniperus saltuaria
42264,Thuja standishii
42282,Abies firma
42287,Abies holophylla
42288,Abies homolepis
42306,Keteleeria davidiana
42432,Tsuga chinensis
42433,Tsuga diversifolia
42434,Tsuga dumosa
42475,Falcatifolium falciforme
42527,Podocarpus ridleyi
42529,Podocarpus rumphii
42552,Torreya nucifera
42299,Abies sibirica
42300,Abies spectabilis
42301,Abies veitchii
191659,Taxus mairei
31258,Cunninghamia konishii
31270,Picea brachytyla
31276,Picea neoveitchii
31277,Picea aurantiaca
31331,Picea farreri
31407,Dacrydium comosum
32378,Thuja sutchuenensis
34091,Podocarpus nakaii
34149,Dacrydium spathoides
34152,Halocarpus kirkii
34162,Nothotsuga longibracteata
34178,Picea retroflexa
34196,Pseudolarix amabilis
34383,Picea morrisonicola
38283,Pinus squamata
42326,Picea koraiensis
42421,Pinus taiwanensis
