iucn_sid,sciname,year,old_cat,cat,cat_score,iucn_version
178969,Forsterygion maryannae,2014,LC,LC,0,2025-1
178970,Notoclinus fenestratus,2014,LC,LC,0,2025-1
178971,Clinus berrisfordi,2014,LC,LC,0,2025-1
178972,Cristiceps aurantiacus,2014,LC,LC,0,2025-1
178973,Helcogramma rharhabe,2014,LC,LC,0,2025-1
178974,Pavoclinus profundus,2014,LC,LC,0,2025-1
178976,Clinus rotundifrons,2014,LC,LC,0,2025-1
178977,Enneapterygius paucifasciatus,2014,LC,LC,0,2025-1
178978,Enneanectes altivelis,2015,LC,LC,0,2025-1
178979,Helcogramma rhinoceros,2014,LC,LC,0,2025-1
178980,Clinus nematopterus,2014,LC,LC,0,2025-1
178981,Helcogramma obtusirostris,2014,LC,LC,0,2025-1
178982,Enneapterygius genamaculatus,2014,LC,LC,0,2025-1
178983,Cremnochorites capensis,2014,LC,LC,0,2025-1
178984,Helcogramma larvata,2014,DD,DD,NA,2025-1
178985,Enneapterygius pallidoserialis,2014,LC,LC,0,2025-1
178986,Enneapterygius rufopileus,2014,LC,LC,0,2025-1
178987,Enneapterygius altipinnis,2014,LC,LC,0,2025-1
178988,Notoclinops yaldwyni,2014,LC,LC,0,2025-1
178989,Helcogramma hudsoni,2014,LC,LC,0,2025-1
178990,Forsterygion flavonigrum,2014,LC,LC,0,2025-1
178991,Enneapterygius williamsi,2014,LC,LC,0,2025-1
178992,Norfolkia brachylepis,2014,LC,LC,0,2025-1
178993,Cryptichthys jojettae,2014,LC,LC,0,2025-1
178994,Fucomimus mus,2014,LC,LC,0,2025-1
178995,Notoclinops caerulepunctus,2014,LC,LC,0,2025-1
178996,Helcogrammoides cunninghami,2014,LC,LC,0,2025-1
178997,Clinus cottoides,2014,LC,LC,0,2025-1
178998,Ruanoho decemdigitatus,2014,LC,LC,0,2025-1
178999,Clinus latipennis,2014,EN,EN,0.6,2025-1
179000,Helcogramma novaecaledoniae,2014,LC,LC,0,2025-1
179001,Enneapterygius nanus,2014,LC,LC,0,2025-1
179002,Enneapterygius fasciatus,2014,LC,LC,0,2025-1
179003,Cancelloxus burrelli,2014,LC,LC,0,2025-1
179004,Xenopoclinus kochi,2014,LC,LC,0,2025-1
179005,Ericentrus rubrus,2014,LC,LC,0,2025-1
179006,Enneapterygius atrogulare,2014,LC,LC,0,2025-1
179007,Heteroclinus nasutus,2014,LC,LC,0,2025-1
179008,Ophiclinops hutchinsi,2014,LC,LC,0,2025-1
179009,Heteroclinus antinectes,2014,LC,LC,0,2025-1
179010,Clinoporus biporosus,2014,LC,LC,0,2025-1
179012,Helcogramma capidata,2014,LC,LC,0,2025-1
179013,Enneapterygius elaine,2014,LC,LC,0,2025-1
179014,Forsterygion varium,2014,LC,LC,0,2025-1
179015,Heterostichus rostratus,2014,LC,LC,0,2025-1
179016,Pavoclinus graminis,2014,LC,LC,0,2025-1
179017,Enneapterygius rhothion,2014,LC,LC,0,2025-1
179018,Helcogramma maldivensis,2014,DD,DD,NA,2025-1
179019,Enneapterygius larsonae,2014,LC,LC,0,2025-1
179020,Helcogramma steinitzi,2015,LC,LC,0,2025-1
179021,Acanthanectes hystrix,2014,LC,LC,0,2025-1
179022,Forsterygion gymnota,2014,LC,LC,0,2025-1
179023,Ribeiroclinus eigenmanni,2014,LC,LC,0,2025-1
179024,Trinorfolkia clarkei,2014,LC,LC,0,2025-1
179025,Ophiclinus pectoralis,2014,LC,LC,0,2025-1
179026,Blennodon dorsale,2014,LC,LC,0,2025-1
179027,Ophiclinops varius,2014,LC,LC,0,2025-1
179028,Myxodes cristatus,2014,LC,LC,0,2025-1
179029,Karalepis stewarti,2014,LC,LC,0,2025-1
179031,Helcogramma microstigma,2014,LC,LC,0,2025-1
179032,Sticharium clarkae,2014,LC,LC,0,2025-1
179033,Helcogramma ememes,2014,LC,LC,0,2025-1
179034,Tripterygion tartessicum,2015,LC,LC,0,2025-1
179035,Ceratobregma acanthops,2014,LC,LC,0,2025-1
179036,Ophiclinus gracilis,2014,LC,LC,0,2025-1
179037,Enneapterygius mirabilis,2014,LC,LC,0,2025-1
179038,Helcogramma rosea,2014,LC,LC,0,2025-1
179039,Brachynectes fasciatus,2014,LC,LC,0,2025-1
179040,Helcogramma nigra,2014,LC,LC,0,2025-1
179041,Blennioclinus stella,2014,LC,LC,0,2025-1
179042,Cristiceps australis,2014,LC,LC,0,2025-1
179043,Norfolkia thomasi,2014,LC,LC,0,2025-1
179044,Helcogramma fuscopinna,2014,LC,LC,0,2025-1
179045,Enneapterygius pusillus,2015,LC,LC,0,2025-1
179046,Helcogramma serendip,2014,LC,LC,0,2025-1
179047,Helcogramma aquila,2014,LC,LC,0,2025-1
179048,Apopterygion alta,2014,LC,LC,0,2025-1
179049,Springeratus xanthosoma,2014,LC,LC,0,2025-1
179050,Cancelloxus longior,2014,LC,LC,0,2025-1
179051,Muraenoclinus dorsalis,2014,LC,LC,0,2025-1
179052,Helcogramma lacuna,2014,LC,LC,0,2025-1
179053,Helcogramma gymnauchen,2014,LC,LC,0,2025-1
179054,Clinus acuminatus,2014,LC,LC,0,2025-1
179055,Lepidoblennius haplodactylus,2014,LC,LC,0,2025-1
179056,Enneapterygius ziegleri,2014,LC,LC,0,2025-1
179057,Enneapterygius gracilis,2014,LC,LC,0,2025-1
179058,Helcogramma albimacula,2014,LC,LC,0,2025-1
179059,Cancelloxus elongatus,2014,LC,LC,0,2025-1
179060,Helcogramma cerasina,2014,LC,LC,0,2025-1
179061,Cristiceps argyropleura,2014,LC,LC,0,2025-1
179062,Enneapterygius nigricauda,2014,LC,LC,0,2025-1
179063,Cologrammus flavescens,2014,LC,LC,0,2025-1
179064,Ceratobregma helenae,2014,LC,LC,0,2025-1
179065,Norfolkia squamiceps,2014,LC,LC,0,2025-1
179066,Enneapterygius gruschkai,2014,LC,LC,0,2025-1
179067,Peronedys anguillaris,2014,DD,DD,NA,2025-1
179068,Enneapterygius vexillarius,2014,LC,LC,0,2025-1
179069,Blennophis anguillaris,2014,LC,LC,0,2025-1
179070,Heteroclinus equiradiatus,2014,LC,LC,0,2025-1
179071,Enneapterygius destai,2014,LC,LC,0,2025-1
179072,Enneapterygius senoui,2014,LC,LC,0,2025-1
179074,Enneapterygius minutus,2014,LC,LC,0,2025-1
179075,Pavoclinus pavo,2014,LC,LC,0,2025-1
179076,Matanui profundum,2014,LC,LC,0,2025-1
179077,Enneapterygius miyakensis,2014,LC,LC,0,2025-1
179078,Clinus robustus,2014,LC,LC,0,2025-1
179079,Heteroclinus tristis,2014,LC,LC,0,2025-1
179080,Enneapterygius clarkae,2014,LC,LC,0,2025-1
179081,Springeratus polyporatus,2014,EN,EN,0.6,2025-1
179083,Smithichthys fucorum,2014,LC,LC,0,2025-1
179084,Trinorfolkia incisa,2014,LC,LC,0,2025-1
179086,Enneapterygius trisignatus,2014,LC,LC,0,2025-1
179087,Enneapterygius shaoi,2014,LC,LC,0,2025-1
179088,Gilloblennius tripennis,2014,LC,LC,0,2025-1
179089,Helcogrammoides chilensis,2014,LC,LC,0,2025-1
179090,Clinus brevicristatus,2014,LC,LC,0,2025-1
179091,Climacoporus navalis,2014,LC,LC,0,2025-1
179092,Ophiclinus brevipinnis,2014,LC,LC,0,2025-1
179093,Enneapterygius unimaculatus,2014,LC,LC,0,2025-1
179094,Myxodes viridis,2014,LC,LC,0,2025-1
179095,Forsterygion malcolmi,2014,LC,LC,0,2025-1
179096,Clinus superciliosus,2014,LC,LC,0,2025-1
179097,Clinus taurus,2014,LC,LC,0,2025-1
179099,Forsterygion capito,2014,LC,LC,0,2025-1
179100,Ophiclinus gabrieli,2014,LC,LC,0,2025-1
179102,Enneapterygius elegans,2014,LC,LC,0,2025-1
179103,Helcogramma desa,2014,LC,LC,0,2025-1
179104,Pavoclinus caeruleopunctatus,2014,LC,LC,0,2025-1
179105,Clinus heterodon,2014,LC,LC,0,2025-1
179106,Enneapterygius etheostoma,2014,LC,LC,0,2025-1
179107,Enneapterygius howensis,2014,LC,LC,0,2025-1
179108,Heteroclinus perspicillatus,2014,LC,LC,0,2025-1
179109,Helcogramma chica,2014,LC,LC,0,2025-1
179110,Helcogramma billi,2014,LC,LC,0,2025-1
179111,Helcogramma trigloides,2014,LC,LC,0,2025-1
179112,Enneapterygius hemimelas,2014,LC,LC,0,2025-1
179113,Notoclinus compressus,2014,LC,LC,0,2025-1
179114,Ophiclinus antarcticus,2014,LC,LC,0,2025-1
179115,Forsterygion nigripenne,2014,LC,LC,0,2025-1
179116,Enneanectes jordani,2015,LC,LC,0,2025-1
179372,Oldenlandia borrerioides,2019,CR,CR,0.8,2025-1
179672,Plectranthus mafiensis,2013,DD,DD,NA,2025-1
180103,Roa australis,2010,LC,LC,0,2025-1
180105,Bathygadus sulcatus,2011,DD,DD,NA,2025-1
180106,Coelorinchus dorsalis,2011,DD,DD,NA,2025-1
180107,Coelorinchus macrolepis,2011,DD,DD,NA,2025-1
180108,Coelorinchus notatus,2011,DD,DD,NA,2025-1
180109,Coelorinchus quincunciatus,2011,LC,LC,0,2025-1
180110,Coelorinchus sexradiatus,2011,DD,DD,NA,2025-1
180111,Coelorinchus thompsoni,2011,LC,LC,0,2025-1
180112,Coelorinchus triocellatus,2011,DD,DD,NA,2025-1
180114,Coelorinchus weberi,2011,DD,DD,NA,2025-1
180115,Coryphaenoides camurus,2011,DD,DD,NA,2025-1
180116,Coryphaenoides dubius,2011,DD,DD,NA,2025-1
180118,Gadomus magnifilis,2011,DD,DD,NA,2025-1
180120,Trachonurus robinsi,2011,LC,LC,0,2025-1
180121,Cirripectes viriosus,2011,LC,LC,0,2025-1
180122,Ecsenius dilemma,2011,LC,LC,0,2025-1
180125,Istiblennius colei,2011,LC,LC,0,2025-1
180126,Plagiotremus iosodon,2011,DD,DD,NA,2025-1
180127,Congrogadus hierichthys,2011,LC,LC,0,2025-1
180129,Equulites laterofenestra,2011,DD,DD,NA,2025-1
180131,Hypoatherina crenolepis,2011,DD,DD,NA,2025-1
180133,Paradiancistrus cuyoensis,2011,VU,VU,0.4,2025-1
180135,Sebastapistes taeniophrys,2011,DD,DD,NA,2025-1
180139,Solivomer arenidens,2011,LC,LC,0,2025-1
180141,Stolephorus ronquilloi,2018,DD,DD,NA,2025-1
180142,Zebrias lucapensis,2011,VU,VU,0.4,2025-1
180209,Pseudostichopus aemaulatus,2013,DD,DD,NA,2025-1
180214,Mesothuria cathedralis,2013,DD,DD,NA,2025-1
180215,Holothuria spinifera,2013,DD,DD,NA,2025-1
180216,Bohadschia koellikeri,2013,DD,DD,NA,2025-1
180218,Holothuria coronopertusa,2013,DD,DD,NA,2025-1
180220,Bohadschia maculisparsa,2013,VU,VU,0.4,2025-1
180223,Parastichopus tremulus,2013,DD,DD,NA,2025-1
180224,Pseudostichopus papillatus,2013,DD,DD,NA,2025-1
180227,Molpadiodemas porphyrus,2013,LC,LC,0,2025-1
180228,Holothuria floridana,2013,LC,LC,0,2025-1
180230,Holothuria pyxis,2013,DD,DD,NA,2025-1
180231,Holothuria verrucosa,2013,LC,LC,0,2025-1
180234,Holothuria vemae,2013,DD,DD,NA,2025-1
180235,Holothuria hilla,2013,LC,LC,0,2025-1
180238,Stichopus herrmanni,2013,VU,VU,0.4,2025-1
180245,Holothuria kefersteinii,2013,DD,DD,NA,2025-1
180246,Holothuria difficilis,2013,LC,LC,0,2025-1
180248,Pearsonothuria graeffei,2013,LC,LC,0,2025-1
180251,Actinopyga crassa,2013,LC,LC,0,2025-1
180252,Holothuria glaberrima,2013,LC,LC,0,2025-1
180254,Holothuria paraprinceps,2013,LC,LC,0,2025-1
180256,Bathyplotes punctatus,2013,DD,DD,NA,2025-1
180257,Holothuria scabra,2013,EN,EN,0.6,2025-1
180258,Holothuria surinamensis,2013,LC,LC,0,2025-1
180260,Holothuria michaelseni,2013,DD,DD,NA,2025-1
180261,Paroriza prohoi,2013,DD,DD,NA,2025-1
180263,Molpadiodemas epibiotus,2013,LC,LC,0,2025-1
180264,Holothuria cavans,2013,DD,DD,NA,2025-1
180265,Actinopyga miliaris,2013,VU,VU,0.4,2025-1
180266,Actinopyga lecanora,2013,DD,DD,NA,2025-1
180268,Holothuria pulla,2013,DD,DD,NA,2025-1
180273,Paelopatides grisea,2013,DD,DD,NA,2025-1
180274,Bohadschia tenuissima,2013,DD,DD,NA,2025-1
180275,Holothuria lessoni,2013,EN,EN,0.6,2025-1
180276,Mesothuria verrilli,2013,DD,DD,NA,2025-1
180282,Molpadiodemas depressus,2013,DD,DD,NA,2025-1
180284,Stichopus mollis,2013,LC,LC,0,2025-1
180285,Thelenota rubralineata,2013,DD,DD,NA,2025-1
180286,Holothuria pardalis,2013,LC,LC,0,2025-1
180288,Labidodemas spineum,2013,DD,DD,NA,2025-1
180289,Holothuria stellati,2013,DD,DD,NA,2025-1
180290,Holothuria martensii,2013,DD,DD,NA,2025-1
180294,Molpadiodemas translucens,2013,DD,DD,NA,2025-1
180295,Holothuria poli,2013,LC,LC,0,2025-1
180297,Holothuria forskali,2013,LC,LC,0,2025-1
180298,Parastichopus regalis,2013,LC,LC,0,2025-1
180299,Mesothuria rugosa,2013,LC,LC,0,2025-1
180303,Bohadschia mitsioensis,2013,DD,DD,NA,2025-1
180307,Holothuria horrida,2013,DD,DD,NA,2025-1
180316,Mesothuria multipes,2013,LC,LC,0,2025-1
180318,Holothuria imitans,2013,LC,LC,0,2025-1
180324,Thelenota anax,2013,DD,DD,NA,2025-1
180325,Paelopatides confundens,2013,DD,DD,NA,2025-1
180326,Holothuria nobilis,2025,EN,EN,0.6,2025-1
180329,Holothuria sanctori,2013,LC,LC,0,2025-1
180331,Mesothuria murrayi,2013,LC,LC,0,2025-1
180332,Australostichopus mollis,2013,LC,LC,0,2025-1
180335,Holothuria vittalonga,2013,DD,DD,NA,2025-1
180337,Actinopyga mauritiana,2013,VU,VU,0.4,2025-1
180338,Actinopyga obesa,2013,DD,DD,NA,2025-1
180340,Holothuria notabilis,2013,DD,DD,NA,2025-1
180344,Paelopatides atlantica,2013,DD,DD,NA,2025-1
180352,Bohadschia vitiensis,2013,DD,DD,NA,2025-1
180353,Actinopyga agassizi,2013,LC,LC,0,2025-1
180355,Bohadschia atra,2013,DD,DD,NA,2025-1
180356,Holothuria platei,2013,VU,VU,0.4,2025-1
180357,Actinopyga serratidens,2013,DD,DD,NA,2025-1
180358,Synallactes robertsoni,2013,DD,DD,NA,2025-1
180363,Stichopus pseudohorrens,2013,DD,DD,NA,2025-1
180367,Stichopus monotuberculatus,2013,DD,DD,NA,2025-1
180368,Apostichopus parvimensis,2013,VU,VU,0.4,2025-1
180370,Holothuria albofusca,2013,DD,DD,NA,2025-1
180371,Holothuria lentiginosa,2013,LC,LC,0,2025-1
180373,Isostichopus fuscus,2013,EN,EN,0.6,2025-1
180374,Holothuria theeli,2013,DD,DD,NA,2025-1
180375,Holothuria leucospilota,2013,LC,LC,0,2025-1
180376,Holothuria portovallartensis,2013,DD,DD,NA,2025-1
180377,Bathyplotes pourtalesii,2013,LC,LC,0,2025-1
180380,Holothuria pseudofossor,2013,LC,LC,0,2025-1
180381,Pseudostichopus mollis,2013,DD,DD,NA,2025-1
180385,Holothuria grisea,2013,LC,LC,0,2025-1
180386,Bohadschia similis,2013,DD,DD,NA,2025-1
180387,Holothuria lubrica,2013,LC,LC,0,2025-1
180388,Holothuria dofleinii,2013,DD,DD,NA,2025-1
180395,Holothuria coluber,2013,LC,LC,0,2025-1
180399,Labidodemas rugosum,2013,LC,LC,0,2025-1
180400,Holothuria edulis,2013,LC,LC,0,2025-1
180405,Holothuria arenacava,2013,VU,VU,0.4,2025-1
180406,Actinopyga palauensis,2013,LC,LC,0,2025-1
180407,Holothuria conusalba,2013,DD,DD,NA,2025-1
180411,Bohadschia marmorata,2013,DD,DD,NA,2025-1
180413,Holothuria occidentalis,2013,LC,LC,0,2025-1
180414,Holothuria fuscopunctata,2013,LC,LC,0,2025-1
180421,Holothuria atra,2013,LC,LC,0,2025-1
180423,Holothuria fuscorubra,2013,DD,DD,NA,2025-1
180424,Apostichopus japonicus,2013,EN,EN,0.6,2025-1
180427,Holothuria tortonesei,2013,DD,DD,NA,2025-1
180430,Labidodemas americanum,2013,LC,LC,0,2025-1
180431,Holothuria excellens,2013,DD,DD,NA,2025-1
180436,Parastichopus californicus,2013,LC,LC,0,2025-1
180437,Holothuria arenicola,2013,DD,DD,NA,2025-1
180439,Holothuria albiventer,2013,DD,DD,NA,2025-1
180440,Holothuria whitmaei,2013,EN,EN,0.6,2025-1
180441,Molpadiodemas villosus,2013,LC,LC,0,2025-1
180443,Holothuria rigida,2013,LC,LC,0,2025-1
180445,Molpadiodemas ustulatus,2013,DD,DD,NA,2025-1
180448,Holothuria parva,2013,DD,DD,NA,2025-1
180450,Labidodemas quadripartitum,2013,DD,DD,NA,2025-1
180451,Holothuria hawaiiensis,2013,LC,LC,0,2025-1
180452,Bathyplotes natans,2013,LC,LC,0,2025-1
180454,Pseudostichopus profundi,2013,DD,DD,NA,2025-1
180455,Holothuria tubulosa,2013,LC,LC,0,2025-1
180462,Mesothuria candelabra,2013,DD,DD,NA,2025-1
180467,Molpadiodemas constrictus,2013,LC,LC,0,2025-1
180468,Mesothuria lactea,2013,LC,LC,0,2025-1
180469,Holothuria parvula,2013,LC,LC,0,2025-1
180474,Actinopyga capillata,2013,DD,DD,NA,2025-1
180476,Stichopus naso,2013,LC,LC,0,2025-1
180477,Stichopus chloronotus,2013,LC,LC,0,2025-1
180478,Actinopyga flammea,2013,LC,LC,0,2025-1
180479,Labidodemas semperianum,2013,LC,LC,0,2025-1
180481,Thelenota ananas,2013,EN,EN,0.6,2025-1
180482,Molpadiodemas morbillus,2013,DD,DD,NA,2025-1
180483,Holothuria flavomaculata,2013,LC,LC,0,2025-1
180484,Labidodemas pseudosemperianum,2013,DD,DD,NA,2025-1
180487,Holothuria moebii,2013,LC,LC,0,2025-1
180488,Stichopus horrens,2013,DD,DD,NA,2025-1
180492,Holothuria mexicana,2013,LC,LC,0,2025-1
180493,Astichopus multifidus,2013,LC,LC,0,2025-1
180494,Holothuria fuscocinerea,2013,LC,LC,0,2025-1
180495,Actinopyga spinea,2013,LC,LC,0,2025-1
180497,Holothuria thomasi,2013,LC,LC,0,2025-1
180498,Holothuria languens,2013,LC,LC,0,2025-1
180499,Holothuria turriscelsa,2013,LC,LC,0,2025-1
180500,Holothuria discrepans,2013,DD,DD,NA,2025-1
180504,Holothuria cinerascens,2013,LC,LC,0,2025-1
180506,Pseudostichopus occulatatus,2013,DD,DD,NA,2025-1
180508,Holothuria helleri,2013,LC,LC,0,2025-1
180509,Holothuria cubana,2013,LC,LC,0,2025-1
180511,Bohadschia subrubra,2013,DD,DD,NA,2025-1
180512,Holothuria impatiens,2013,DD,DD,NA,2025-1
180514,Holothuria mammata,2013,LC,LC,0,2025-1
180516,Labidodemas maccullochi,2013,LC,LC,0,2025-1
180518,Actinopyga echinites,2013,VU,VU,0.4,2025-1
180519,Isostichopus badionotus,2013,LC,LC,0,2025-1
180521,Neostichopus grammatus,2013,DD,DD,NA,2025-1
180523,Bohadschia cousteaui,2013,LC,LC,0,2025-1
180524,Stichopus quadrifasciatus,2013,DD,DD,NA,2025-1
180525,Holothuria pervicax,2013,LC,LC,0,2025-1
180530,Actinopyga caerulea,2013,DD,DD,NA,2025-1
180531,Holothuria dakarensis,2013,LC,LC,0,2025-1
180534,Holothuria inhabilis,2013,LC,LC,0,2025-1
180535,Stichopus ocellatus,2013,DD,DD,NA,2025-1
180536,Molpadiodemas pediculus,2013,DD,DD,NA,2025-1
180539,Holothuria lineata,2013,DD,DD,NA,2025-1
180540,Mesothuria intestinalis,2013,LC,LC,0,2025-1
180541,Bohadschia argus,2013,LC,LC,0,2025-1
180544,Stichopus noctivagus,2013,LC,LC,0,2025-1
180545,Stichopus vastus,2013,LC,LC,0,2025-1
180549,Holothuria princeps,2013,LC,LC,0,2025-1
180554,Sinapidendron angustifolium,2011,CR,CR,0.8,2025-1
180644,Pseudogobiopsis oligactis,2019,LC,LC,0,2025-1
180650,Pangasius polyuranodon,2019,LC,LC,0,2025-1
180682,Eugnathogobius variegatus,2021,LC,LC,0,2025-1
180684,Protosalanx chinensis,2012,DD,DD,NA,2025-1
180690,Lycothrissa crocodilus,2020,LC,LC,0,2025-1
180694,Pelates quadrilineatus,2015,LC,LC,0,2025-1
180706,Mugilogobius chulae,2021,LC,LC,0,2025-1
180707,Brachirus panoides,2020,LC,LC,0,2025-1
180710,Arius acutirostris,2012,LC,LC,0,2025-1
180727,Polynemus melanochir,2012,LC,LC,0,2025-1
180731,Clupeichthys goniognathus,2018,LC,LC,0,2025-1
180735,Cynoglossus feldmanni,2012,LC,LC,0,2025-1
180765,Pangasius elongatus,2020,DD,DD,NA,2025-1
180851,Brachygobius doriae,2019,LC,LC,0,2025-1
180866,Mugilogobius platystoma,2021,LC,LC,0,2025-1
180888,Mastacembelus erythrotaenia,2020,LC,LC,0,2025-1
180898,Phenacostethus smithi,2020,LC,LC,0,2025-1
180906,Ambassis buruensis,2022,DD,DD,NA,2025-1
180924,Brachirus elongatus,2012,LC,LC,0,2025-1
180926,Ambassis miops,2019,LC,LC,0,2025-1
180964,Minyclupeoides dentibranchialus,2012,LC,LC,0,2025-1
180966,Achiroides melanorhijnchus,2020,LC,LC,0,2025-1
180980,Coilia lindmani,2017,LC,LC,0,2025-1
180982,Phenablennius heyligeri,2019,DD,DD,NA,2025-1
181000,Mugilogobius mertoni,2021,LC,LC,0,2025-1
181007,Cynoglossus microlepis,2012,LC,LC,0,2025-1
181023,Eugnathogobius kabilia,2012,LC,LC,0,2025-1
181029,Eugnathogobius mindora,2024,LC,LC,0,2025-1
181048,Mugilogobius rambaiae,2021,LC,LC,0,2025-1
181083,Achiroides leucorhynchos,2020,LC,LC,0,2025-1
181100,Brachirus pan,2012,LC,LC,0,2025-1
181105,Doryichthys boaja,2018,DD,DD,NA,2025-1
181116,Neopomacentrus taeniurus,2012,DD,DD,NA,2025-1
181137,Acanthogobius flavimanus,2022,LC,LC,0,2025-1
181156,Datnioides polota,2020,LC,LC,0,2025-1
181158,Neosalanx brevirostris,2012,DD,DD,NA,2025-1
181159,Clupeichthys perakensis,2018,LC,LC,0,2025-1
181186,Auriglobus modestus,2020,LC,LC,0,2025-1
181196,Carinotetraodon lorteti,2012,LC,LC,0,2025-1
181215,Gonialosa modesta,2018,DD,DD,NA,2025-1
181239,Gonialosa whiteheadi,2018,DD,DD,NA,2025-1
181262,Clupeoides borneensis,2018,LC,LC,0,2025-1
181269,Mugilogobius abei,2025,LC,LC,0,2025-1
181280,Oryzias haugiangensis,2012,DD,DD,NA,2025-1
181303,Eugnathogobius siamensis,2019,LC,LC,0,2025-1
181328,Pangasius krempfi,2011,VU,VU,0.4,2025-1
181337,Brachygobius kabiliensis,2025,LC,LC,0,2025-1
181359,Sotalia guianensis,2018,NT,NT,0.2,2025-1
181361,Cephaloscyllium signourum,2016,DD,DD,NA,2025-1
181547,Microphis brachyurus,2019,LC,LC,0,2025-1
181550,Dalophis boulengeri,2020,LC,LC,0,2025-1
181563,Oreochromis salinicola,2010,VU,VU,0.4,2025-1
181567,Aplocheilichthys spilauchen,2020,LC,LC,0,2025-1
181577,Eleotris senegalensis,2020,LC,LC,0,2025-1
181666,Procatopus similis,2010,LC,LC,0,2025-1
181797,Dormitator lebretonis,2020,LC,LC,0,2025-1
181848,Oreochromis urolepis,2022,LC,LC,0,2025-1
181933,Yongeichthys thomasi,2020,LC,LC,0,2025-1
181943,Tylochromis jentinki,2020,LC,LC,0,2025-1
181984,Gobionellus oceanicus,2019,LC,LC,0,2025-1
182038,Sarotherodon melanotheron,2020,LC,LC,0,2025-1
182093,Chrysichthys maurus,2020,LC,LC,0,2025-1
182165,Gobionellus occidentalis,2025,LC,LC,0,2025-1
182223,Coptodon guineensis,2020,LC,LC,0,2025-1
182239,Eleotris daganensis,2020,LC,LC,0,2025-1
182285,Periophthalmus barbarus,2020,LC,LC,0,2025-1
182330,Bryconalestes longipinnis,2020,LC,LC,0,2025-1
182363,Bostrychus africanus,2020,LC,LC,0,2025-1
182389,Pelvicachromis subocellatus,2020,LC,LC,0,2025-1
182498,Tylochromis praecox,2010,DD,DD,NA,2025-1
182521,Pelmatolapia cabrae,2010,LC,LC,0,2025-1
182549,Elops lacerta,2020,LC,LC,0,2025-1
182611,Ethmalosa fimbriata,2020,LC,LC,0,2025-1
182620,Epiplatys dageti,2020,LC,LC,0,2025-1
182622,Coptodon louka,2020,LC,LC,0,2025-1
182712,Eleotris annobonensis,2025,EN,EN,0.6,2025-1
182736,Clarias ngamensis,2018,LC,LC,0,2025-1
182779,Arius gigas,2020,DD,DD,NA,2025-1
182807,Poropanchax scheeli,2020,LC,LC,0,2025-1
182822,Stenogobius kenyae,2010,LC,LC,0,2025-1
182905,Pelvicachromis pulcher,2020,LC,LC,0,2025-1
182933,Gobioides sagitta,2020,LC,LC,0,2025-1
182963,Notoglanidium maculatum,2020,VU,VU,0.4,2025-1
182997,Chrysichthys nigrodigitatus,2020,LC,LC,0,2025-1
183152,Microphis fluviatilis,2016,DD,DD,NA,2025-1
183153,Myrophis plumbeus,2015,LC,LC,0,2025-1
183155,Anguilla mossambica,2020,NT,NT,0.2,2025-1
183156,Awaous lateristriga,2020,LC,LC,0,2025-1
183158,Kuhlia rupestris,2020,LC,LC,0,2025-1
183160,Awaous aeneofuscus,2017,LC,LC,0,2025-1
183161,Sicydium brevifile,2020,LC,LC,0,2025-1
183165,Arius africanus,2017,DD,DD,NA,2025-1
183167,Hippichthys cyanospilos,2017,LC,LC,0,2025-1
183169,Eleotris vittata,2020,LC,LC,0,2025-1
183170,Nematogobius maindroni,2020,LC,LC,0,2025-1
183171,Chelon dumerili,2018,DD,DD,NA,2025-1
183175,Porogobius schlegelii,2020,LC,LC,0,2025-1
183177,Bathygobius soporator,2019,LC,LC,0,2025-1
183206,Diplectrum pacificum,2010,LC,LC,0,2025-1
183207,Hypsoblennius paytensis,2010,LC,LC,0,2025-1
183208,Genyatremus pacifici,2010,LC,LC,0,2025-1
183209,Cheilopogon papilio,2010,LC,LC,0,2025-1
183210,Symphurus undecimplerus,2021,LC,LC,0,2025-1
183211,Eucinostomus dowii,2010,LC,LC,0,2025-1
183212,Malacoctenus gigas,2010,LC,LC,0,2025-1
183213,Selene peruviana,2010,LC,LC,0,2025-1
183214,Doryrhamphus excisus,2016,LC,LC,0,2025-1
183215,Symphurus varius,2021,LC,LC,0,2025-1
183216,Atherinella panamensis,2010,LC,LC,0,2025-1
183217,Neoopisthopterus tropicus,2017,LC,LC,0,2025-1
183218,Microgobius brevispinis,2025,LC,LC,0,2025-1
183219,Acanthemblemaria macrospilus,2010,LC,LC,0,2025-1
183220,Synodus lucioceps,2010,LC,LC,0,2025-1
183221,Myxodagnus sagitta,2023,LC,LC,0,2025-1
183222,Myrichthys aspetocheiros,2010,LC,LC,0,2025-1
183223,Gobionellus liolepis,2025,LC,LC,0,2025-1
183224,Gymnothorax dovii,2010,LC,LC,0,2025-1
183225,Kyphosus analogus,2010,LC,LC,0,2025-1
183226,Opistognathus punctatus,2010,LC,LC,0,2025-1
183227,Symphurus atricaudus,2021,LC,LC,0,2025-1
183228,Stathmonotus culebrai,2010,LC,LC,0,2025-1
183229,Synchiropus atrilabiatus,2010,LC,LC,0,2025-1
183230,Diplectrum labarum,2010,LC,LC,0,2025-1
183231,Eugerres lineatus,2010,LC,LC,0,2025-1
183232,Monolene maculipinna,2021,LC,LC,0,2025-1
183233,Tomicodon zebra,2010,LC,LC,0,2025-1
183234,Aplatophis zorro,2010,DD,DD,NA,2025-1
