iucn_sid,habs,max_depth
165652,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165653,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165654,"9_2, 9_8_3, 9_8",< 200 m
165655,"9_8_3, 9_8_4, 9_8",< 200 m
165656,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165657,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165658,9_2,< 200 m
165659,"9_2, 9_5, 9_8_2, 9_8_4, 9_8",< 200 m
165660,"9_2, 9_4, 9_5, 9_10",< 200 m
165661,"9_2, 9_5, 9_9",< 200 m
165662,"9_2, 9_3, 9_8",< 200 m
165663,"9_2, 9_8",< 200 m
165664,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165665,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165666,"9_2, 9_8_3, 9_8",< 200 m
165667,"9_8_1, 9_8_4, 9_8",< 200 m
165668,"9_8_1, 9_8_3, 9_8_4, 9_8",< 200 m
165669,"9_8_3, 9_8_4, 9_8",< 200 m
165670,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165671,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165672,"9_2, 9_8_1, 9_8_3, 9_8",< 200 m
165673,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165674,9_2,< 200 m
165675,9_2,< 200 m
165676,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165677,9_2,< 200 m
165678,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165679,"9_2, 9_8_4, 9_8",< 200 m
165680,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165681,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165682,9_2,< 200 m
165683,"9_2, 9_8_3, 9_8",< 200 m
165684,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165685,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165686,"9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165687,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165688,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8, 9_10",< 200 m
165689,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165690,9_2,< 200 m
165691,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165692,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165693,9_2,< 200 m
165694,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165695,"9_2, 9_8, 9_9, 12_7",< 200 m
165696,"9_2, 9_8_4, 9_8",< 200 m
165697,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165698,"9_2, 9_8_3, 9_8",< 200 m
165699,"9_2, 9_8_3, 9_8",< 200 m
165700,"9_2, 9_5",< 200 m
165701,9_2,< 200 m
165702,"9_2, 9_8_1, 9_8_3, 9_8",< 200 m
165703,"9_8_2, 9_8_4, 9_8",< 200 m
165704,"9_8_3, 9_8_4, 9_8",< 200 m
165705,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165706,9_2,< 200 m
165707,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165708,"9_2, 9_8_3, 9_8",< 200 m
165709,"9_2, 9_8",< 200 m
165710,"9_2, 9_8",< 200 m
165711,"9_2, 9_8",< 200 m
165712,9_8,< 200 m
165713,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165714,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165715,9_2,< 200 m
165716,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165717,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165718,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8",< 200 m
165719,"9_8_1, 9_8_3, 9_8",< 200 m
165720,"9_2, 9_10",< 200 m
165721,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165723,"9_2, 9_8_3, 9_8",< 200 m
165724,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165725,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165726,"9_2, 9_4, 9_8",< 200 m
165727,9_2,< 200 m
165769,"9_10, 12_7",< 200 m
165773,9_10,< 200 m
165778,9_10,< 200 m
165779,9_10,< 200 m
165780,"9_10, 12_7",< 200 m
165788,"9_10, 12_7",< 200 m
165793,9_10,< 200 m
165795,9_10,< 200 m
165800,9_10,< 200 m
165803,"9_10, 12_7",< 200 m
165808,9_10,< 200 m
165811,9_10,< 200 m
165822,"9_2, 9_8_1, 9_8_3, 9_8",< 200 m
165823,"9_2, 9_8_3, 9_8",< 200 m
165824,"9_2, 9_8_3, 9_8",< 200 m
165825,9_2,< 200 m
165826,9_2,< 200 m
165827,"9_2, 9_8_1, 9_8_3, 9_8",< 200 m
165828,"9_2, 9_8_1, 9_8_3, 9_8",< 200 m
165829,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165830,9_2,< 200 m
165831,"9_2, 9_8_3, 9_8",< 200 m
165832,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165833,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8_5, 9_8",< 200 m
165834,"9_2, 9_8_3, 9_8",< 200 m
165835,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165836,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165837,"9_2, 9_3, 9_4, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165838,"9_8_3, 9_8",< 200 m
165839,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165840,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165841,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165842,9_2,< 200 m
165843,"9_8_1, 9_8_2, 9_8_3, 9_8",< 200 m
165844,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165845,"9_2, 9_8_3, 9_8",< 200 m
165846,"9_2, 9_8_3, 9_8",< 200 m
165847,"9_2, 9_8_3, 9_8",< 200 m
165848,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165849,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165850,"9_2, 9_8_1, 9_8_3, 9_8",< 200 m
165851,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165852,"9_2, 9_8_1, 9_8_3, 9_8",< 200 m
165853,"9_2, 9_8_1, 9_8_3, 9_8",< 200 m
165854,9_2,< 200 m
165855,"9_8_3, 9_8_4, 9_8",< 200 m
165856,"9_2, 9_8_3, 9_8",< 200 m
165857,"9_8_3, 9_8",< 200 m
165858,"9_2, 9_8_3, 9_8",< 200 m
165860,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165861,9_2,< 200 m
165862,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165863,"9_8_3, 9_8",< 200 m
165864,9_2,< 200 m
165865,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8",< 200 m
165866,"9_2, 9_8_3, 9_8",< 200 m
165867,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165868,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165869,9_2,< 200 m
165870,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165871,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165872,"9_2, 9_8_3, 9_8",< 200 m
165873,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165874,"9_2, 9_8_1, 9_8_3, 9_8",< 200 m
165875,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165876,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165878,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165879,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8, 15_11",< 200 m
165880,9_2,< 200 m
165881,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165882,"9_2, 9_8",< 200 m
165883,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165884,"9_8_2, 9_8_4, 9_8",< 200 m
165885,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165887,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8, 9_9",< 200 m
165888,"9_2, 9_8_3, 9_8_4, 9_8",< 200 m
165889,9_2,< 200 m
165890,"9_8_1, 9_8_2, 9_8_3, 9_8",< 200 m
165891,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165892,"9_2, 9_8_3, 9_8",< 200 m
165893,"9_8_1, 9_8_3, 9_8",< 200 m
165894,"9_2, 9_8",< 200 m
165895,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165896,"9_8_1, 9_8_3, 9_8",< 200 m
165897,"9_8_1, 9_8",< 200 m
165898,"9_2, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8, 9_9",< 200 m
165899,"9_2, 9_8_1, 9_8_3, 9_8",< 200 m
165900,"9_2, 9_8_1, 9_8_3, 9_8",< 200 m
165901,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165902,"9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8",< 200 m
165903,"9_8_3, 9_8",< 200 m
165910,"9_1, 9_2, 9_8",< 200 m
165912,10_3,deep oceanic
165913,10_3,deep oceanic
165917,12_5,< 20 m
166009,9_10,< 200 m
166031,9_10,< 200 m
166092,9_10,< 200 m
166138,"9_5, 9_6, 9_10, 12_6, 12_7, 15_13",< 200 m
166144,"9_10, 12_7",< 200 m
166150,"9_4, 9_5, 9_6, 9_8, 9_10",< 200 m
166171,"9_4, 9_6, 9_10, 12_7",< 200 m
166184,"9_1, 9_2, 9_3, 9_4, 9_5, 9_6, 9_7, 9_9, 9_10, 10_1, 10_2",200 m +
166189,"9_1, 9_10, 10_1, 10_2",200 m +
166196,"9_1, 9_10",< 200 m
166197,10_1,200 m +
166200,10_1,200 m +
166205,9_10,< 200 m
166216,"9_1, 9_10",< 200 m
166263,"9_10, 12_7, 15_13",< 200 m
166267,9_10,< 200 m
166268,"9_6, 9_10, 12_4",< 200 m
166410,9_10,< 200 m
166415,9_10,< 200 m
166428,"9_1, 9_10",< 200 m
166433,9_10,< 200 m
166439,9_10,< 200 m
166442,9_1,< 200 m
166444,"9_10, 12_7",< 200 m
166446,"9_1, 9_10, 10_1",200 m +
166447,"9_10, 12_7",< 200 m
166456,9_10,< 200 m
166461,"9_5, 9_10",< 200 m
166470,"9_8, 9_10",< 200 m
166475,"9_6, 9_10, 12_7",< 200 m
166477,9_10,< 200 m
166481,"9_1, 9_10",< 200 m
166483,9_10,< 200 m
166490,"9_10, 12_4, 12_7",< 200 m
166517,"9_10, 12_7",< 200 m
166530,9_10,< 200 m
166546,"9_4, 9_5, 9_8, 9_10, 12_7",< 200 m
166552,"9_1, 9_10",< 200 m
166562,9_10,< 200 m
166566,9_10,< 200 m
166572,"9_9, 9_10, 12_1, 12_7",< 200 m
166575,"9_1, 9_5, 9_6, 9_9, 9_10, 12_7",< 200 m
166598,"9_2, 9_6, 9_8, 9_10, 12_7",< 200 m
166627,"9_10, 10_1",200 m +
166628,9_10,< 200 m
166638,"9_10, 12_7",< 200 m
166639,9_10,< 200 m
166641,9_10,< 200 m
166693,"9_10, 12_4",< 200 m
166699,"9_6, 9_10",< 200 m
166700,"9_10, 15_11",< 200 m
166704,15_13,< 200 m
166708,12_7,< 20 m
166709,9_10,< 200 m
166715,9_10,< 200 m
166717,9_10,< 200 m
166719,15_13,< 200 m
166721,9_10,< 200 m
166725,12_4,< 20 m
166739,9_10,< 200 m
166750,"9_10, 12_7",< 200 m
166754,12_4,< 20 m
166774,"12_4, 12_7",< 20 m
166777,9_10,< 200 m
166783,12_4,< 20 m
166801,9_10,< 200 m
166855,9_6,< 200 m
166856,9_10,< 200 m
166863,"9_1, 9_10",< 200 m
166868,"9_8, 9_10, 10_1, 12_7",200 m +
166879,10_1,200 m +
166885,9_5,< 200 m
166892,"9_4, 9_10, 10_1",200 m +
166893,"9_10, 12_6, 12_7",< 200 m
166894,"9_1, 9_8_4, 9_10, 10_1, 10_2, 10_3, 13_1",deep oceanic
166897,"9_4, 9_5, 9_6, 9_8, 9_10, 12_7",< 200 m
166900,"9_1, 9_10, 10_1",200 m +
166902,"9_1, 9_8_4, 9_8, 9_10, 12_7",< 200 m
166904,"9_5, 9_10",< 200 m
166905,"9_3, 9_4, 9_5, 9_6, 9_8, 9_10",< 200 m
166908,"9_4, 9_5, 9_6, 9_8, 9_10",< 200 m
166910,"9_1, 9_10",< 200 m
166913,"9_4, 9_5, 9_6, 9_10, 12_7",< 200 m
166919,"9_4, 9_6, 9_8_4, 9_8, 9_10",< 200 m
166925,"9_8, 9_10, 12_7",< 200 m
166926,"9_4, 9_5, 9_6, 9_8, 9_10",< 200 m
166929,"9_2, 9_8",< 200 m
166935,"9_6, 9_8_4, 9_10, 12_4, 12_7",< 200 m
166940,"9_4, 9_6, 9_10",< 200 m
166941,"9_4, 9_5, 9_10",< 200 m
166942,"9_8_3, 9_8_4",< 200 m
166944,"9_10, 12_4",< 200 m
166947,"9_2, 9_4, 9_6, 9_8, 9_9, 10_1",200 m +
166951,9_10,< 200 m
166953,9_10,< 200 m
166955,"9_10, 12_4, 12_7",< 200 m
166957,"9_5, 9_9, 9_10",< 200 m
166961,"9_9, 9_10, 12_2, 12_7",< 200 m
166963,9_10,< 200 m
166964,"9_4, 9_8, 9_9, 9_10, 12_2, 12_6",< 200 m
166966,"9_4, 9_5, 9_6, 9_10",< 200 m
166974,"9_4, 9_6, 9_8_3, 9_8_4, 9_8",< 200 m
166975,9_10,< 200 m
166980,10_1,200 m +
166982,"9_10, 12_4",< 200 m
166985,"9_1, 9_2, 9_8, 9_9, 9_10, 10_1",200 m +
166989,"9_3, 9_4, 9_6, 9_8, 9_9, 9_10, 10_1, 12_2, 12_4, 12_6",200 m +
166990,"9_10, 12_4, 12_7",< 200 m
166992,"9_10, 12_4, 12_7",< 200 m
166996,"9_4, 9_5, 9_6, 9_10",< 200 m
167006,"9_4, 9_5, 9_6, 9_10, 10_1",200 m +
167010,9_10,< 200 m
167710,9_10,< 200 m
167724,9_10,< 200 m
167802,9_10,< 200 m
167844,9_10,< 200 m
167851,12_5,< 20 m
167944,9_10,< 200 m
167946,9_10,< 200 m
167997,9_10,< 200 m
167999,9_10,< 200 m
168000,"9_10, 12_7",< 200 m
168297,9_10,< 200 m
168351,9_10,< 200 m
168374,"9_8_2, 9_8_4, 9_8",< 200 m
168438,"9_10, 12_5",< 200 m
168500,9_10,< 200 m
168527,9_10,< 200 m
168643,12_2,< 20 m
168724,12_2,< 20 m
168780,12_4,< 20 m
169015,"9_4, 9_5, 9_6, 9_8_2, 9_8_4, 9_8_5, 9_8_6, 9_9, 9_10, 12_2, 12_4, 12_6, 12_7",< 200 m
169353,9_10,< 200 m
169356,12_7,< 20 m
169358,9_10,< 200 m
169359,"9_10, 12_7",< 200 m
169361,"9_10, 12_7",< 200 m
169362,9_10,< 200 m
169365,9_10,< 200 m
169373,9_10,< 200 m
169374,"9_9, 9_10",< 200 m
169376,"9_10, 12_7",< 200 m
169388,9_10,< 200 m
169496,"9_10, 12_4, 12_7",< 200 m
169540,12_7,< 20 m
169551,9_10,< 200 m
169554,"9_10, 12_7",< 200 m
169566,"9_5, 9_6, 9_10, 12_7",< 200 m
169587,10_1,200 m +
169590,"9_6, 9_10",< 200 m
169595,9_1,< 200 m
169599,"9_1, 9_10",< 200 m
169628,10_1,200 m +
169632,"9_6, 9_8, 9_10, 12_7",< 200 m
169636,9_10,< 200 m
169646,9_10,< 200 m
169676,9_8,< 200 m
169679,"9_2, 9_8_3, 9_8",< 200 m
169714,12_2,< 20 m
169879,12_2,< 20 m
169915,"12_1, 12_2, 12_4, 12_5, 13_1",< 20 m
169948,"9_2, 9_4, 9_5, 10_1",200 m +
169949,"9_2, 9_6, 9_9",< 200 m
169951,"9_2, 12_1",< 200 m
169954,"9_2, 9_8",< 200 m
169955,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
169956,"10_2, 10_3",deep oceanic
169957,"11_1_1, 11_1",200 m +
169958,"11_1_2, 11_1",200 m +
169959,9_1,< 200 m
169960,"9_3, 10_1, 10_2",200 m +
169962,11_1,200 m +
169963,"11_1_2, 11_1",200 m +
169964,"9_2, 9_3",< 200 m
169965,"10_2, 11_1",200 m +
169966,"12_1, 12_6",< 20 m
169967,"9_5, 9_6, 11_1_2, 11_1",200 m +
169968,9_8,< 200 m
169969,"9_2, 9_4, 9_5, 9_6, 10_1",200 m +
169970,"9_2, 9_4, 11_1_1, 11_1_2, 11_1",200 m +
169971,11_1,200 m +
169972,"11_1_2, 11_1",200 m +
169973,"11_1_1, 11_1_2, 11_1",200 m +
169974,"10_1, 11_1_2, 11_1",200 m +
169975,9_2,< 200 m
169976,"9_2, 9_8, 9_9",< 200 m
169977,11_1,200 m +
169978,"11_1_2, 11_1",200 m +
169979,"9_3, 9_4, 9_5",< 200 m
169980,"9_2, 9_7, 10_1",200 m +
169981,11_1,200 m +
169983,9_2,< 200 m
169984,"9_4, 9_5, 9_6, 10_1, 10_2",200 m +
169985,11_1,200 m +
169986,"11_1_2, 11_1",200 m +
169987,"9_2, 9_4, 9_5, 9_8",< 200 m
169988,"9_2, 9_8_3, 9_8",< 200 m
169989,"9_4, 9_5, 9_6",< 200 m
169990,"9_2, 9_5, 9_6",< 200 m
169991,"9_2, 9_8",< 200 m
169993,9_2,< 200 m
169995,"9_4, 9_8_5, 9_8",< 200 m
169996,"9_8_1, 9_8_3, 9_8",< 200 m
169997,"9_1, 10_1",200 m +
169999,9_2,< 200 m
170000,11_1,200 m +
170002,"9_4, 9_5, 9_6, 11_1_2, 11_1",200 m +
170003,"11_1_1, 11_1",200 m +
170004,"9_5, 9_6",< 200 m
170005,9_2,< 200 m
170006,12_1,< 20 m
170007,"11_1_2, 11_1",200 m +
170008,"9_2, 9_8",< 200 m
170009,"9_2, 9_3, 9_4, 9_5, 9_6, 9_7, 9_9, 10_1, 10_2",200 m +
170010,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
170011,"9_3, 9_4, 9_6, 11_1_2, 11_1",200 m +
170013,9_8,< 200 m
170014,"9_2, 9_8",< 200 m
170015,"9_2, 9_8",< 200 m
170016,"11_1_2, 11_1",200 m +
170017,"9_2, 9_3, 9_4, 9_5, 10_1",200 m +
170018,"11_1_1, 11_1_2, 11_1",200 m +
170019,"11_1_2, 11_1",200 m +
170020,9_2,< 200 m
170021,"11_1_1, 11_1_2, 11_1",200 m +
170023,"9_4, 9_5, 9_6, 10_1, 10_2",200 m +
170024,11_1,200 m +
170025,"9_2, 10_1",200 m +
170026,"9_4, 9_5, 9_6, 10_1, 10_2",200 m +
170028,"9_2, 9_4, 9_5, 9_6, 11_1_1, 11_1_2, 11_1",200 m +
170029,"9_4, 9_6, 9_8, 11_1_1, 11_1_2, 11_1",200 m +
170030,"9_1, 9_4, 10_1",200 m +
170031,"9_2, 9_8",< 200 m
170032,"11_1_2, 11_1",200 m +
170034,"9_1, 9_2",< 200 m
170035,"9_2, 9_6, 11_1",200 m +
170036,"11_1_2, 11_1",200 m +
170037,"9_3, 9_4, 9_5, 9_6",< 200 m
170038,"10_2, 10_3",deep oceanic
170039,"11_1_2, 11_1",200 m +
170040,"11_1_2, 11_1",200 m +
170041,"9_2, 9_3",< 200 m
170042,"11_1, 11_5",200 m +
170043,11_1,200 m +
170044,"11_1_2, 11_1",200 m +
170046,"9_2, 11_1",200 m +
170047,"9_8_3, 9_8, 11_1",200 m +
170048,9_2,< 200 m
170049,9_8,< 200 m
170050,"11_1_1, 11_1_2, 11_1",200 m +
170051,"9_3, 9_4, 9_5, 11_1",200 m +
170052,"9_8_3, 9_8, 11_1",200 m +
170053,"11_1_2, 11_1",200 m +
170054,"9_2, 9_4, 9_5, 9_6, 11_1_1, 11_1_2, 11_1",200 m +
170055,"9_3, 9_4, 9_5, 9_6",< 200 m
170056,"9_4, 9_9, 10_1",200 m +
170057,9_2,< 200 m
170059,9_8,< 200 m
170060,"11_1_2, 11_1",200 m +
170061,"9_2, 9_3",< 200 m
170062,9_2,< 200 m
170063,"9_8_3, 9_8",< 200 m
170064,"11_1_2, 11_1",200 m +
170065,11_1_2,200 m +
170066,"9_2, 9_8",< 200 m
170067,9_2,< 200 m
170068,"9_6, 11_1_2, 11_1",200 m +
170069,"11_1_2, 11_1",200 m +
170070,11_1,200 m +
170071,"9_2, 9_8",< 200 m
170072,9_2,< 200 m
170073,"9_2, 9_8",< 200 m
170075,"9_8_3, 9_8",< 200 m
170079,"11_1_2, 11_1",200 m +
170080,"11_1_2, 11_1",200 m +
170081,"9_4, 9_5, 9_6, 10_1, 10_2",200 m +
170082,"11_1_2, 11_1",200 m +
170083,"9_2, 9_7, 12_1",< 200 m
170085,11_1,200 m +
170086,"11_1_2, 11_1",200 m +
170087,"9_5, 9_6, 10_1, 10_2",200 m +
170088,"9_2, 9_3, 9_4, 9_8",< 200 m
170089,"11_1_2, 11_1",200 m +
170090,9_2,< 200 m
170092,"11_1_2, 11_1",200 m +
170094,"9_2, 9_4",< 200 m
170095,"11_1_2, 11_1",200 m +
170096,11_1,200 m +
170097,"9_2, 9_8_3",< 200 m
170104,13_1,unknown
170107,13_1,unknown
170108,13_1,unknown
170110,"12_1, 12_5, 13_1",< 20 m
170153,"9_2, 9_3, 9_10",< 200 m
170154,"9_2, 9_3, 9_8, 9_9",< 200 m
170155,"9_2, 9_3, 9_4, 9_7, 9_8_5, 9_8_6, 9_8, 9_9",< 200 m
170156,"9_4, 9_5, 9_6, 9_8_1, 9_8_2, 9_8_3, 9_8_4, 9_8, 9_9, 9_10, 12_7",< 200 m
170157,11_1,200 m +
170158,"9_4, 9_5, 9_6",< 200 m
170159,"9_2, 9_3, 9_4, 9_5",< 200 m
170160,"9_2, 9_3, 9_4, 9_5, 9_9",< 200 m
170161,11_1,200 m +
170162,"9_2, 9_3, 9_4, 10_1",200 m +
170163,9_10,< 200 m
170164,"9_2, 9_3, 9_8, 9_10",< 200 m
170165,"9_4, 9_5, 9_8",< 200 m
170166,"9_3, 9_4, 9_5, 9_6",< 200 m
170167,"9_2, 9_3, 9_4, 9_9, 9_10",< 200 m
170168,"9_2, 9_4, 9_10, 15_11",< 200 m
170169,"9_2, 9_3, 9_4, 9_7, 9_9",< 200 m
170170,"9_2, 9_3",< 200 m
170171,"9_2, 9_4, 9_5",< 200 m
170172,9_2,< 200 m
170173,"9_3, 9_4, 9_5, 9_6, 9_10, 12_7",< 200 m
170174,"9_3, 9_4, 9_5, 9_8_3, 9_8_4, 9_8_5, 9_8_6, 9_8",< 200 m
170175,"9_2, 9_3, 9_4, 9_10, 12_1, 12_2, 12_3, 12_6",< 200 m
170176,9_2,< 200 m
170177,"9_4, 9_5",< 200 m
170178,"9_2, 9_3, 9_4, 9_8_1, 9_8_2, 9_8_3, 9_8, 9_9, 15_11",< 200 m
170179,9_10,< 200 m
170180,"9_4, 9_5, 9_6",< 200 m
170181,"9_5, 9_6, 9_8_6, 9_10",< 200 m
170182,"9_2, 9_3, 9_4, 9_8_1, 9_8_2, 9_8_3, 9_8_6, 9_8, 9_9, 15_11",< 200 m
170183,"9_2, 9_3",< 200 m
170184,"9_2, 9_3",< 200 m
170185,9_2,< 200 m
170186,"9_2, 9_3, 9_4",< 200 m
170187,"9_4, 10_1",200 m +
170188,"9_4, 9_5, 9_6, 9_10",< 200 m
170189,9_10,< 200 m
170190,"9_2, 9_3, 9_4, 9_8_1, 9_8_2, 9_8_3, 9_8_6, 9_8, 9_9",< 200 m
170191,"9_4, 9_5, 9_6",< 200 m
170192,"9_2, 9_3, 9_4",< 200 m
170193,"9_2, 12_1, 12_6",< 200 m
170194,"9_2, 9_3",< 200 m
170195,"9_2, 9_3",< 200 m
170196,"9_1, 9_2, 9_3",< 200 m
170197,"9_2, 9_3, 9_4, 9_7, 9_9",< 200 m
170198,"9_2, 9_3, 9_4, 9_5, 9_10",< 200 m
170199,9_10,< 200 m
170200,"9_3, 9_4",< 200 m
170201,"9_2, 9_3",< 200 m
170203,"9_2, 9_3, 9_4, 9_9, 9_10",< 200 m
170204,"9_2, 9_3",< 200 m
170205,"9_2, 9_3, 9_4, 9_8, 9_9, 12_7",< 200 m
170206,"9_2, 9_3",< 200 m
170207,"9_2, 9_3, 9_4, 9_5, 9_6, 9_8_2, 9_8, 9_9",< 200 m
170208,9_2,< 200 m
170209,"9_3, 9_4",< 200 m
170210,"9_2, 9_3, 9_7",< 200 m
170211,"9_2, 9_6",< 200 m
170212,"9_4, 9_5, 9_6",< 200 m
170213,"9_2, 9_4, 9_5, 9_6",< 200 m
170214,9_2,< 200 m
170215,"9_2, 9_3, 9_4",< 200 m
170216,"9_4, 9_5, 9_6, 9_10",< 200 m
170218,"9_2, 9_3, 9_4",< 200 m
170220,"9_2, 9_3",< 200 m
170221,"9_2, 9_3, 9_4, 9_8_5, 9_8",< 200 m
170222,"9_2, 9_4, 9_6, 9_10",< 200 m
170223,"9_2, 9_3, 9_9, 9_10, 15_11",< 200 m
170224,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
170225,"9_2, 9_3, 9_4, 9_5, 9_6, 9_10",< 200 m
170226,"9_2, 9_3, 12_1, 12_6",< 200 m
170227,"11_1_2, 11_1",200 m +
170228,9_2,< 200 m
170229,"9_2, 9_3, 9_4, 9_5, 9_6, 9_9",< 200 m
170230,"9_4, 9_5, 9_6, 9_10",< 200 m
170231,"9_2, 9_3, 9_4",< 200 m
170232,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
170233,"9_2, 9_4, 9_5, 9_6, 9_8",< 200 m
170234,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
170235,"9_5, 9_6, 9_10",< 200 m
170238,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
170239,"9_1, 9_2, 9_3, 9_10, 12_7",< 200 m
170240,9_2,< 200 m
170241,"9_2, 9_3, 9_4, 9_5",< 200 m
170242,"9_3, 9_4, 9_5",< 200 m
170243,"9_2, 9_4, 9_9",< 200 m
170244,"9_2, 9_3, 9_4, 9_5, 9_6",< 200 m
170245,"9_2, 9_3, 9_4, 9_5, 9_6, 9_7, 9_9",< 200 m
170246,9_2,< 200 m
170247,9_2,< 200 m
170248,"9_2, 9_3",< 200 m
170249,"9_2, 9_4, 9_8_1, 9_8_2, 9_8_3, 9_8, 9_9",< 200 m
170250,"9_2, 9_4, 9_7, 9_9, 9_10, 12_7, 15_11",< 200 m
