iucn_sid,range_km2,sciname,dbf_file
41875,61870.24999809265,Hemiscyllium hallstromi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
41876,3278425.0000572205,Odontaspis ferox,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
41878,5305467.749987125,Stegostoma tigrinum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
41880,64223.75,Haliotis cracherodii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/ABALONES.dbf
42700,1493940.5,Apristurus melanoasper,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42701,588130.75,Apristurus ampliceps,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42703,10100,Apristurus bucephalus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42704,853300,Apristurus australis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42706,366642.2500038147,Cephaloscyllium albipinnum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42707,316300,Cephaloscyllium variegatum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42709,17800,Cephaloscyllium zebrum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42710,165600,Cephaloscyllium speccum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42711,199499.75,Figaro striatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42712,123140.50000691414,Glyphis garricki,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42713,417524.2500078678,Halaelurus sellus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42716,202095.5,Mustelus stevensi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42717,134586.9999961853,Orectolobus hutchinsi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42718,6100,Dichichthys bigus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42720,282199.75,Pristiophorus delicatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42721,522421.0000116825,Rhinobatos sainsburyi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42722,281000,Squalus notocaudatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42723,310900,Squalus albifrons,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42725,487434.2499961853,Squalus crassispinus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42726,409151.5000038147,Squalus nasutus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42727,362900,Squalus grahami,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42728,416430.7499923706,Squatina pseudocellata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42729,611399.75,Squatina albipunctata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42730,16182,Urolophus kapalensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
42838,708911.4999923706,Centrophorus moluccensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
43972,8284399.250094891,Polyprion americanus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART5.dbf
43974,1012545.2499980927,Epinephelus akaara,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44170,775122.5,Bythaelurus dawsoni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44171,14097.5,Bythaelurus incanus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44183,719878.499920845,Beringraja binoculata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44186,588335.4999828339,Aptychotrema vincentiana,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44205,59728,Trigonognathus kabeyai,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44206,6056.750003814697,Oxynotus japonicus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44207,178700,Apristurus aphyodes,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44209,1126099.2500038147,Apristurus brunneus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44210,48100,Apristurus fedorovi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44211,10482.25,Apristurus gibbosus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44212,63137.25,Apristurus herklotsi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44214,4700,Apristurus investigatoris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44215,433872.7500038147,Apristurus kampae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44216,1068986,Apristurus laurussonii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44217,2485648.2499842644,Apristurus longicephalus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44218,54680.499992370605,Apristurus macrorhynchus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44219,259537.75,Apristurus macrostomus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44221,126197.75,Apristurus parvipinnis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44222,765988.750005722,Apristurus pinguis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44223,643191.9999847412,Apristurus platyrhynchus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44224,190400,Apristurus profundorum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44225,1083571.5,Apristurus sinensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44226,532080.2500038147,Apristurus spongiceps,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44227,9000,Bythaelurus alcockii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44228,48382.5,Bythaelurus hispidus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44229,8000,Bythaelurus immaculatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44478,791,Awaous macrorhynchus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART6.dbf
44479,618.9999961853027,Eleotris pellegrini,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/MARINEFISH_PART7.dbf
44514,378129.25002002716,Centroscyllium nigrum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44515,33900,Mollisquama parini,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44563,34029.5,Centrophorus isodon,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44564,100,Etmopterus sheikoi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44565,2186679.499973297,Mitsukurina owstoni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44566,4829759.500040531,Pseudotriakis microdon,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44567,15903.000003814697,Centroscyllium granulatum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44568,128827.24999809265,Oxynotus caribbaeus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44570,110400,Scymnodalatias oligodon,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44571,163398.7499961853,Squatina armata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44572,19210,Apristurus canutus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44573,99736.00001144409,Apristurus nasutus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44574,400,Apristurus stenseni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44575,655320.0000143051,Atlantoraja castelnaui,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44577,5700,Benthobatis kreffti,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44578,18800,Galeus mincaronei,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44579,12308.499994277954,Heterodontus quoyi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44580,119013.24999046326,Mustelus dorsalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44581,456759.0000038147,Mustelus fasciatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44582,420265.9999961853,Psammobatis bergi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44583,816050.2500038147,Psammobatis extenta,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44584,40266.24998855591,Pseudobatos planiceps,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44585,8143.25,Schroederichthys chilensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44586,69632,Schroederichthys saurisqualus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44587,89790.5,Schroederichthys tenuis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44590,6400,Scyliorhinus hesperius,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44591,177296.7499885559,Sphyrna corona,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44592,837265.5000002384,Hypanus guttatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44595,459317.74996590614,Rhinoptera brasiliensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44596,30115.74998855591,Sympterygia brevicaudata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44597,1081894.000005722,Sympterygia bonapartii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44598,231713.5000038147,Urotrygon microphthalmum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44599,29000,Apristurus manis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44600,7200,Anacanthobatis marmorata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44601,8500,Indobatis ori,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44602,102485,Apristurus saldanha,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44603,230137.75000572205,Euprotomicroides zantedeschia,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44604,0,Bythaelurus clevai,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44606,120733.75001525879,Cephaloscyllium sufflans,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44607,19767.5,Dipturus campbelli,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44608,17800,Dipturus lanceorostratus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44609,226932.25,Dipturus pullopunctatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44610,8000,Dipturus stenorhynchus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44611,44272.5,Eridacnis sinuans,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44612,79568.5,Halaelurus lineatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44613,88393.9999961853,Halaelurus natalensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44614,134590,Heterodontus ramalheira,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44615,125525.5,Neoraja stehmanni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44617,82213.25002288818,Pseudoginglymostoma brevicaudatum,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44618,263451.75,Rajella caudaspinosa,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44619,880263,Rajella leoparda,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44620,142862.75,Rajella ravidula,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44621,402703.75002861023,Torpedo fuscomaculata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44639,298519,Apristurus riveri,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44641,922316.0000038147,Psammobatis rudis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44642,474411.7500038147,Sympterygia acuta,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44643,1701.25,Sympterygia lima,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44644,216447.7499961853,Dipturus leptocaudus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44645,25100,Rajella sadowskii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44647,93948.24999809265,Urotrygon chilensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44649,329828.25,Galeus polli,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44650,892463.9999885559,Rajella barnardi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44651,553633.2499961853,Rajella dissimilis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44652,154878.2500038147,Amblyraja frerichsi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44653,81431.7500076294,Aculeola nigra,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44654,67410.7500038147,Gurgesiella furvescens,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44655,48235.75,Rajella nigerrima,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44656,22300,Gurgesiella dorsalifera,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44657,110600,Apristurus microps,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44666,606066.2499923706,Rhizoprionodon lalandii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44671,122559.2499961853,Choerodon rubescens,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/WRASSES_PARROTFISHES.dbf
44672,364335.7499704361,Dermatolepis striolata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44673,5736533.49997282,Epinephelus fuscoguttatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44674,7330755.999940395,Epinephelus coioides,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44675,24308.750007629395,Hyporthodus quernus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44676,3910.7499961853027,Epinephelus irroratus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44677,52336.74998855591,Mycteroperca albomarginatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44678,89518.49998474121,Mycteroperca andersoni,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44681,1645184.000005722,Epinephelus morio,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44682,1195894.2500228882,Mycteroperca tigris,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44683,1611777.0000209808,Mycteroperca venenosa,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44684,3467253.2499649525,Plectropomus leopardus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44686,125882.5000076294,Hyporthodus cifuentesi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/GROUPERS.dbf
44993,1057749.75,Discopyge tschudii,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
44996,1464085.2499799728,Squatina africana,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
45925,103436.5000038147,Hypanus marianae,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
46864,2696515.5,Centroselachus crepidater,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
46865,960741.9999961853,Scymnodon plunketi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60080,119301.4999961853,Trygonoptera galba,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60081,101127.49999809265,Trygonoptera imitata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60082,108902.5,Trygonoptera mucosa,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60083,72447.24998474121,Trygonoptera ovalis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60084,41127.7499961853,Trygonoptera personata,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60085,43068.50001144409,Trygonoptera testacea,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60087,229937.2499923706,Urolophus aurantiacus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60088,414382.2499961853,Urolophus bucculentus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60089,42648.7499961853,Urolophus circularis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60090,104173.7500038147,Urolophus cruciatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60091,36900,Urolophus deforgesi,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60092,201189.5,Urolophus expansus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60093,226873.75,Urolophus flavomosaicus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60094,140629.99999427795,Urolophus gigas,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60097,16404.249996185303,Urolophus lobatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60098,2900,Urolophus mitosis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60099,58112.499992370605,Urolophus neocaledoniensis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60100,38306.75,Urolophus orarius,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60101,41400,Urolophus papilio,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60102,422153.4999961853,Urolophus paucimaculatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60103,31433.5,Urolophus piperatus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60104,36400,Urolophus sufflavus,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
60105,385772.0000076294,Urolophus viridis,/home/shares/ohi/git-annex/globalprep/_raw_data/iucn_spp/d2025-1/SHARKS_RAYS_CHIMAERAS.dbf
