iucn_sid,sciname,year,category,code
193504,Narcissus poeticus,2014,LC,2
193529,Acer lobelii,2017,LC,2
193594,Acer heldreichii,2017,LC,2
194053,Quercus alnifolia,2017,LC,2
194110,Quercus dalechampii,2017,DD,2
194129,Quercus frainetto,2013,LC,2
194217,Quercus pauciradiata,2017,DD,2
194273,Betula baschkirica,2016,DD,2
195340,Coregonus vessicus,2024,CR,2
196002,Dinarolacerta mosorensis,2024,NT,2
196116,Backeljaia corbellai,2017,LC,2
196744,Cyclamen creticum,2024,LC,2
269413442,Cyclamen graecum,2025,LC,2
196748,Cyclamen hederifolium,2014,LC,2
196750,Cyclamen purpurascens,2014,LC,2
200242,Iris spuria,2013,VU,2
200513,Solidago virgaurea,2012,LC,2
201537,Valeriana officinalis,2012,LC,2
201543,Helichrysum arenarium,2013,NT,2
201557,Drosera anglica,2013,NT,2
201585,Lilium martagon,2014,LC,2
201689,Ephedra fragilis,2012,LC,2
202908,Achillea crithmifolia,2013,LC,2
202909,Achillea millefolium,2012,LC,2
202910,Achillea ptarmica,2013,LC,2
202912,Aconitum lycoctonum,2014,LC,2
202913,Actaea spicata,2014,LC,2
202915,Agrimonia eupatoria,2012,LC,2
202916,Alchemilla acutiloba,2013,LC,2
202917,Alchemilla crinita,2013,DD,2
202918,Alchemilla mollis,2013,DD,2
202919,Alchemilla xanthochlora,2014,LC,2
202920,Alkanna tinctoria,2014,LC,2
202921,Althaea officinalis,2013,LC,2
202922,Ammi majus,2014,LC,2
202923,Ammi visnaga,2014,LC,2
202924,Anacyclus pyrethrum,2014,DD,2
202925,Pulsatilla halleri,2014,LC,2
202926,Angelica archangelica,2014,LC,2
202927,Antennaria dioica,2012,LC,2
202928,Alchemilla arvensis,2013,LC,2
202929,Aquilegia nigricans,2014,DD,2
202930,Arbutus unedo,2013,LC,2
202931,Arctium lappa,2012,LC,2
202932,Artemisia absinthium,2012,LC,2
202933,Artemisia alba,2013,LC,2
202934,Artemisia santonicum,2013,LC,2
202935,Artemisia umbelliformis,2013,LC,2
202936,Artemisia vulgaris,2012,LC,2
202938,Aster amellus,2013,LC,2
202939,Astragalus glycyphyllos,2012,LC,2
202940,Ballota nigra,2012,LC,2
202941,Berberis vulgaris,2013,LC,2
202942,Borago officinalis,2013,LC,2
202943,Bupleurum falcatum,2014,LC,2
202944,Buxus sempervirens,2014,LC,2
202945,Calluna vulgaris,2012,LC,2
202946,Capsella bursa-pastoris,2012,LC,2
202947,Carum carvi,2014,LC,2
202948,Castanea sativa,2013,LC,2
202950,Centaurium erythraea,2012,LC,2
202951,Ceratonia siliqua,2014,LC,2
202952,Chamaemelum nobile,2013,LC,2
202953,Drimia maritima,2014,LC,2
202954,Chelidonium majus,2012,LC,2
202955,Chimaphila umbellata,2014,VU,2
202956,Sambucus ebulus,2012,LC,2
202957,Viburnum opulus,2012,LC,2
202958,Leucojum vernum,2014,LC,2
202960,Pistacia lentiscus,2014,LC,2
202961,Nerium oleander,2014,LC,2
202962,Vinca minor,2014,LC,2
202963,Ilex aquifolium,2013,LC,2
202964,Hedera helix,2012,LC,2
202965,Convallaria majalis,2013,LC,2
202966,Polygonatum odoratum,2012,LC,2
202967,Ruscus hypoglossum,2014,LC,2
202968,Scilla bifolia,2014,LC,2
202969,Symphytum officinale,2012,LC,2
202970,Pulmonaria officinalis,2014,LC,2
202971,Humulus lupulus,2012,LC,2
202972,Dianthus superbus,2014,LC,2
202973,Gypsophila perfoliata,2014,NT,2
202974,Saponaria officinalis,2012,LC,2
202975,Stellaria media,2012,LC,2
202976,Herniaria glabra,2012,LC,2
202977,Colchicum autumnale,2014,LC,2
202978,Centaurea benedicta,2013,DD,2
202979,Cynara cardunculus,2013,LC,2
202980,Helichrysum italicum,2013,LC,2
202981,Helichrysum stoechas,2013,LC,2
202982,Inula helenium,2013,LC,2
202983,Chiliadenus glutinosus,2013,LC,2
202984,Leontopodium alpinum,2013,LC,2
202985,Matricaria chamomilla,2012,LC,2
202986,Petasites albus,2013,LC,2
202987,Petasites hybridus,2012,LC,2
202990,Santolina oblongifolia,2013,NT,2
202991,Silybum marianum,2013,LC,2
202992,Tanacetum cinerariifolium,2014,LC,2
202993,Tanacetum parthenium,2013,LC,2
202994,Taraxacum officinale,2013,LC,2
202995,Tussilago farfara,2012,LC,2
202996,Sedum acre,2012,LC,2
202997,Sempervivum marmoreum,2014,LC,2
202998,Sempervivum tectorum,2014,LC,2
202999,Cochlearia officinalis,2013,LC,2
203000,Sisymbrium officinale,2012,LC,2
203001,Dioscorea communis,2014,LC,2
203002,Drosera intermedia,2013,NT,2
203006,Erica cinerea,2013,LC,2
203007,Rhododendron ferrugineum,2013,LC,2
203008,Rhododendron hirsutum,2013,LC,2
203009,Rhododendron tomentosum,2013,LC,2
203217,Gentiana acaulis,2013,LC,2
203218,Gentiana asclepiadea,2013,LC,2
203219,Gentiana cruciata,2013,LC,2
203220,Gentiana pannonica,2013,NT,2
203221,Gentiana punctata,2013,LC,2
203222,Gentiana purpurea,2013,LC,2
203223,Geranium sanguineum,2012,LC,2
203224,Erodium foetidum,2014,LC,2
203226,Ramonda myconi,2014,LC,2
203228,Ribes nigrum,2014,LC,2
203230,Hypericum elegans,2014,LC,2
203231,Hypericum perforatum,2012,LC,2
203233,Iris lutescens,2013,LC,2
203235,Iris pumila,2013,DD,2
203236,Iris sibirica,2013,NT,2
203237,Iris xiphium,2013,DD,2
203238,Thymbra capitata,2013,LC,2
203239,Galeopsis segetum,2013,DD,2
203240,Glechoma hederacea,2012,LC,2
203241,Glechoma hirsuta,2013,DD,2
203242,Hyssopus officinalis,2013,DD,2
203243,Lamium album,2013,LC,2
203244,Lavandula angustifolia,2013,LC,2
203245,Lavandula latifolia,2013,LC,2
203246,Leonurus cardiaca,2013,LC,2
203247,Marrubium vulgare,2013,NT,2
203248,Melissa officinalis,2013,LC,2
203251,Nepeta cataria,2013,LC,2
203252,Origanum onites,2013,LC,2
203253,Origanum vulgare,2012,LC,2
203255,Phlomis crinita,2014,LC,2
203256,Prunella vulgaris,2012,LC,2
203257,Salvia rosmarinus,2013,LC,2
203258,Salvia fruticosa,2013,LC,2
203260,Salvia officinalis,2014,LC,2
203262,Salvia sclarea,2013,LC,2
203263,Salvia tomentosa,2013,LC,2
203264,Satureja hortensis,2013,DD,2
203266,Sideritis arborescens,2014,LC,2
203267,Sideritis glacialis,2014,LC,2
203268,Sideritis hyssopifolia,2014,LC,2
203269,Sideritis leucantha,2014,LC,2
203270,Sideritis reverchonii,2014,EN,2
203271,Sideritis scardica,2013,NT,2
203272,Sideritis syriaca,2014,LC,2
203273,Betonica officinalis,2012,LC,2
203274,Stachys palustris,2012,LC,2
203276,Teucrium chamaedrys,2013,LC,2
203342,Teucrium montanum,2013,LC,2
203343,Teucrium scorodonia,2013,LC,2
203344,Thymus baeticus,2014,LC,2
203345,Thymus hyemalis,2014,LC,2
203346,Thymus mastichina,2014,LC,2
203347,Thymus serpyllum,2013,LC,2
203348,Thymus vulgaris,2014,LC,2
203349,Thymus zygis,2014,LC,2
203350,Vitex agnus-castus,2013,DD,2
203351,Laurus nobilis,2013,LC,2
203352,Galega officinalis,2014,LC,2
203353,Glycyrrhiza glabra,2014,LC,2
203354,Ononis spinosa,2014,LC,2
203355,Trifolium alpinum,2014,LC,2
203356,Lilium candidum,2014,NT,2
203358,Malva neglecta,2012,LC,2
203359,Malva sylvestris,2012,LC,2
203360,Tilia cordata,2013,LC,2
203362,Tilia tomentosa,2013,LC,2
203363,Paris quadrifolia,2014,LC,2
203364,Veratrum album,2014,LC,2
203365,Myrtus communis,2014,LC,2
203366,Fraxinus angustifolia,2013,LC,2
203367,Fraxinus excelsior,2013,NT,2
203370,Cypripedium guttatum,2012,LC,2
203371,Euphrasia rostkoviana,2014,LC,2
203376,Paeonia mascula,2014,LC,2
203377,Paeonia peregrina,2014,LC,2
203378,Papaver rhoeas,2012,LC,2
203379,Papaver somniferum,2014,LC,2
203380,Fumaria officinalis,2012,LC,2
203381,Digitalis grandiflora,2014,LC,2
203382,Digitalis lanata,2014,LC,2
203383,Digitalis purpurea,2014,LC,2
203384,Globularia alypum,2014,LC,2
203385,Globularia cordifolia,2014,LC,2
203386,Plantago afra,2014,LC,2
203387,Plantago indica,2014,LC,2
203388,Plantago lanceolata,2012,LC,2
203389,Plantago maxima,2014,LC,2
203390,Veronica officinalis,2012,LC,2
203391,Polygala calcarea,2014,LC,2
203392,Polygala major,2014,LC,2
203393,Polygonum aviculare,2012,LC,2
203395,Rumex acetosella,2012,LC,2
203396,Rumex alpinus,2014,LC,2
203398,Primula farinosa,2012,LC,2
203399,Primula veris,2012,LC,2
203400,Delphinium staphisagria,2014,LC,2
203401,Helleborus foetidus,2014,LC,2
203402,Helleborus purpurascens,2014,LC,2
203403,Hepatica nobilis,2014,LC,2
203426,Crataegus monogyna,2012,LC,2
203428,Crataegus pentagyna,2013,DD,2
203433,Filipendula ulmaria,2012,LC,2
203434,Filipendula vulgaris,2012,LC,2
203436,Geum urbanum,2012,LC,2
203438,Potentilla erecta,2012,LC,2
203446,Rosa agrestis,2013,LC,2
203447,Rosa canina,2012,LC,2
203448,Rosa gallica,2013,DD,2
203449,Rosa pendulina,2013,LC,2
203450,Rosa rubiginosa,2013,LC,2
203451,Rosa stylosa,2013,DD,2
203452,Rosa tomentosa,2013,LC,2
203453,Rosa villosa,2013,DD,2
203454,Rubus caesius,2012,LC,2
203455,Rubus fruticosus,2013,LC,2
203456,Rubus idaeus,2012,LC,2
203458,Sanguisorba officinalis,2013,LC,2
203459,Galium aparine,2012,LC,2
203460,Galium odoratum,2012,LC,2
203461,Galium verum,2012,LC,2
203462,Ruta graveolens,2014,LC,2
203463,Dictamnus albus,2014,LC,2
203464,Populus alba,2013,LC,2
203465,Salix alba,2013,LC,2
203468,Salix daphnoides,2013,LC,2
203470,Salix fragilis,2013,LC,2
203473,Viscum album,2014,LC,2
203474,Chrysosplenium alternifolium,2014,LC,2
203475,Scrophularia nodosa,2012,LC,2
203476,Verbascum densiflorum,2014,LC,2
203478,Verbascum phlomoides,2014,LC,2
203479,Verbascum thapsus,2014,LC,2
203480,Smilax aspera,2014,LC,2
203481,Alkekengi officinarum,2013,LC,2
203482,Scopolia carniolica,2013,LC,2
203483,Solanum dulcamara,2012,LC,2
203484,Withania somnifera,2013,DD,2
203485,Daphne laureola,2013,LC,2
203486,Daphne mezereum,2013,LC,2
203487,Crithmum maritimum,2014,LC,2
203488,Eryngium planum,2014,LC,2
203489,Foeniculum vulgare,2014,LC,2
203490,Urtica urens,2012,LC,2
203493,Viola arvensis,2012,LC,2
203494,Viola canina,2012,LC,2
203495,Viola odorata,2014,LC,2
203496,Viola tricolor,2012,LC,2
203497,Tribulus terrestris,2014,LC,2
20429,Spalax giganteus,2016,LC,2
2150,Arvicola sapidus,2024,NT,2
21648,Testudo hermanni,2024,VU,2
21653,Testudo marginata,2024,LC,2
2845,Boettgeria obesiuscula,2017,CR,2
30330,Picconia azorica,2017,LC,2
30336,Sideroxylon mirmulans,2017,EN,2
33956,Frangula azorica,2017,LC,2
33987,Crataegus azarolus,2014,LC,2
39497,Pseudochazara euxina,2025,EN,2
5483,Craspedopoma hespericum,2018,LC,2
61607,Scilla morrisii,2017,EN,2
61619,Centaurea akamantis,2015,CR,2
61645,Atriplex lanfrancoi,2017,EN,2
61646,Succisella andreae-molinae,2025,EN,2
61649,Euphorbia margalidiana,2017,VU,2
61674,Delphinium caseyi,2018,CR,2
61684,Sambucus nigra,2012,LC,2
62535,Betula pendula,2012,LC,2
7618,Eliomys quercinus,2024,VU,2
10789,Idiomela subplicata,2011,CR,2
10798,Iglica gratulabunda,2010,CR,2
10799,Iglica kleinzellensis,2010,VU,2
10833,Canarivitrina mascaensis,2011,NT,2
10834,Insulivitrina reticulata,2011,CR,2
10836,Insulivitrina tuberculata,2011,NT,2
11203,Lampadia webbiana,2011,EN,2
11377,Lauria fanalensis,2011,LC,2
11455,Leiostyla abbreviata,2011,CR,2
11456,Leiostyla cassidula,2011,CR,2
11457,Leiostyla corneocostata,2011,VU,2
11458,Leiostyla gibba,2011,CR,2
11459,Leiostyla lamellosa,2011,EX,2
11460,Leiostyla calathiscus,2011,NT,2
11461,Leiostyla cheilogona,2011,LC,2
11462,Leiostyla concinna,2011,EN,2
11463,Leiostyla degenerata,2011,NT,2
11464,Leiostyla ferraria,2011,VU,2
11465,Leiostyla filicum,2011,VU,2
11466,Leiostyla fusca,2011,LC,2
11468,Leiostyla laurinea,2011,VU,2
11469,Leiostyla monticola,2011,LC,2
11470,Leiostyla relevata,2011,NT,2
11471,Leiostyla vincta,2011,LC,2
11472,Leiostyla heterodon,2011,VU,2
11473,Leiostyla simulator,2011,CR,2
11484,Caseolus galeatus,2011,CR,2
11485,Lemniscia michaudi,2011,NT,2
11653,Leptaxis furva,2011,VU,2
11655,Leptaxis wollastoni,2011,EN,2
11656,Leptaxis caldeirarum,2011,EN,2
12241,Alzoniella elliptica,2010,VU,2
12245,Hauffenia danubialis,2010,VU,2
135492,Rhynchocypris czekanowskii,2010,NA,2
135495,Oxynoemacheilus merga,2008,LC,2
135514,Chondrostoma kubanicum,2008,LC,2
135532,Alburnus hohenackeri,2010,LC,2
135536,Chondrostoma oxyrhynchum,2008,LC,2
135550,Rutilus heckelii,2011,LC,2
135555,Romanogobio ciscaucasicus,2008,LC,2
135560,Romanogobio pentatrichus,2008,LC,2
135571,Gobio kubanicus,2008,LC,2
135589,Cottus scaturigo,2008,VU,2
135603,Sabanejewia kubanica,2008,LC,2
135607,Barbus ciscaucasicus,2008,LC,2
135643,Salmo ezenami,2008,CR,2
135644,Alosa algeriensis,2010,DD,2
135646,Gobio holurus,2008,LC,2
135664,Barbus kubanicus,2008,LC,2
135723,Romanogobio parvus,2008,LC,2
13629,Moitessieria juvenisanguis,2010,VU,2
13631,Moitessieria locardi,2010,LC,2
13633,Spiralix rayi,2010,LC,2
13634,Moitessieria rolandiana,2010,LC,2
13635,Moitessieria simoniana,2010,LC,2
13636,Corseria corsica,2010,CR,2
136553,Myotis aurascens,2007,LC,2
13836,Montserratina bofilliana,2011,NT,2
14263,Myxas glutinosa,2011,LC,2
14341,Napaeus isletae,2011,CR,2
14342,Napaeus pygmaeus,2011,LC,2
15019,Obelus despreauxii,2011,VU,2
15168,Oestophora ortizi,2011,NT,2
15187,Ohridohauffenia drimica,2010,EX,2
15446,Orcula austriaca,2011,LC,2
15447,Orcula fuchsi,2011,CR,2
15448,Orcula pseudodolium,2011,NT,2
155331,Renea moutonii,2011,NT,2
155334,Alzoniella slovenica,2011,LC,2
155335,Bythinella austriaca,2010,LC,2
155339,Spiralix vitrea,2010,NT,2
155340,Plagigeyeria deformata,2010,EN,2
155347,Hemicycla pouchet,2011,VU,2
155358,Xerocrassa moraguesi,2011,EN,2
155359,Leiostyla falknerorum,2011,EN,2
155466,Pontobelgrandiella nitida,2010,VU,2
155468,Iglica concii,2010,LC,2
155469,Marstoniopsis insubrica,2010,LC,2
155470,Turricaspia lindholmiana,2011,LC,2
155471,Lyhnidia karamani,2010,CR,2
155472,Micropyrgula stankovici,2010,VU,2
155473,Bythinella samecana,2010,DD,2
155474,Clathrocaspia gmelinii,2011,DD,2
155475,Lymnaea stagnalis,2011,LC,2
155476,Pettancylus clessinianus,2011,DD,2
155478,Anagastina hadouphylax,2010,CR,2
155479,Bythinella opaca,2010,LC,2
155480,Pseudamnicola bacescui,2011,VU,2
155481,Gyraulus albidus,2010,VU,2
155482,Iglica maasseni,2011,DD,2
155483,Pezzolia radapalladis,2010,EN,2
155484,Travunijana robusta,2011,DD,2
155485,Anagastina vidrovani,2010,LC,2
155486,Bythinella zyvionteki,2011,EN,2
155487,Bythinella cylindracea,2010,DD,2
155488,Paladilhiopsis pretneri,2011,NT,2
155489,Plagigeyeria montenigrina,2010,CR,2
155490,Iglica eximia,2010,DD,2
155491,Saxurinator orthodoxus,2010,CR,2
155492,Graziana adlitzensis,2011,CR,2
155493,Pseudamnicola macrostoma,2011,DD,2
155494,Stagnicola fuscus,2011,LC,2
155496,Moitessieria seminiana,2011,DD,2
155497,Hauffenia lucidula,2010,CR,2
155499,Hauffenia edlaueri,2010,DD,2
155500,Paladilhiopsis carpathica,2011,DD,2
155502,Ampullaceana lagotis,2011,DD,2
155504,Travunijana nitida,2010,DD,2
155505,Stagnicola palustris,2011,LC,2
155506,Dalmatinella fluviatilis,2011,EN,2
155507,Pontobelgrandiella bureschi,2010,VU,2
155508,Horatia macedonica,2011,VU,2
155509,Kerkia brezicensis,2010,VU,2
155510,Guadiella ramosae,2011,VU,2
155512,Iglica forumjuliana,2010,LC,2
155513,Saxurinator microbeliscus,2011,DD,2
155514,Avenionia roberti,2011,NT,2
155517,Viviparus viviparus,2011,LC,2
155518,Omphiscola reticulata,2011,DD,2
155519,Stagnicola turricula,2011,LC,2
155521,Bythinella padana,2011,DD,2
155522,Graecoanatolica vegorriticola,2011,CR,2
155523,Islamia trichoniana,2011,CR,2
155524,Mercuria bayonnensis,2011,VU,2
155525,Bythiospeum sterkianum,2011,EN,2
155526,Belgrandia lusitanica,2011,EN,2
155527,Eupaludestrina foxianensis,2010,EN,2
155529,Pseudamnicola virescens,2011,DD,2
155530,Ochridopyrgula macedonica,2010,NT,2
155533,Turcorientalia hohenackeri,2011,VU,2
155534,Islamia pusilla,2010,LC,2
155536,Iberhoratia gatoa,2011,VU,2
155537,Sadleriana sadleriana,2010,LC,2
155538,Physella acuta,2011,LC,2
155541,Ohrigocea ornata,2010,EN,2
155542,Alzoniella ligustica,2010,LC,2
155545,Gyraulus fontinalis,2010,EN,2
155546,Iglica acicularis,2010,VU,2
155548,Bythinella troyana,2010,DD,2
155550,Chilopyrgula sturanyi,2011,NT,2
155551,Islamia coronadoi,2011,DD,2
155552,Eupaludestrina maltzani,2011,DD,2
155553,Hadziella deminuta,2011,VU,2
155554,Sardopaladilhia subdistorta,2011,DD,2
155555,Chondrobasis levantina,2011,NT,2
155556,Sardohoratia sulcata,2010,CR,2
155557,Islamia graeca,2011,CR,2
155558,Iglica pezzolii,2010,NT,2
155559,Sadleriana schmidtii,2010,LC,2
155560,Trichonia trichonica,2011,CR,2
155561,Melanopsis penchinati,2011,CR,2
155562,Mercuria baudoniana,2011,DD,2
155565,Hauffenia erythropomatia,2010,DD,2
155566,Insignia macrostoma,2010,VU,2
155567,Spiralix pequenoensis,2011,VU,2
155568,Radix auricularia,2011,LC,2
155569,Islamia bourguignati,2010,DD,2
155570,Tanousia zrmanjae,2011,CR,2
155572,Spiralix collieri,2010,DD,2
155573,Anagastina gluhodolica,2010,EN,2
155574,Pyrgula acicula,2011,DD,2
155575,Islamia latina,2011,DD,2
155576,Pseudohoratia lacustris,2010,VU,2
155577,Belgrandia coutagnei,2010,DD,2
155578,Dianella thiesseana,2011,CR,2
155579,Pseudamnicola brachia,2011,DD,2
155581,Bythinella bouleti,2011,DD,2
155582,Belgrandiella bumasta,2011,DD,2
155583,Belgrandiella globulosa,2010,VU,2
155584,Pseudamnicola chia,2011,VU,2
155585,Graziana papukensis,2011,NT,2
155586,Paladilhiopsis tarae,2010,DD,2
155587,Pontobelgrandiella bulgarica,2010,VU,2
155589,Islamia valvataeformis,2010,DD,2
155590,Bythinella wawrzineki,2010,VU,2
155591,Bythinella rubiginosa,2011,VU,2
155592,Iglica sidariensis,2011,VU,2
155594,Corrosella luisi,2011,DD,2
155596,Stagnicola corvus,2011,LC,2
155597,Ecrobia vitrea,2011,LC,2
155598,Pyrgula falkneri,2011,DD,2
155599,Pontobelgrandiella angelovi,2010,VU,2
155600,Laevicaspia ismailensis,2011,VU,2
155602,Mercuria anatina,2010,LC,2
155603,Spiralix puteana,2011,DD,2
155605,Moitessieria olleri,2010,NT,2
155606,Bythiospeum suevicum,2011,VU,2
155607,Prespolitorea malaprespensis,2010,CR,2
155608,Clessiniola variabilis,2011,DD,2
155609,Cavernisa zaschevi,2010,VU,2
155610,Eupaludestrina macei,2011,DD,2
155611,Bythiospeum alzense,2011,DD,2
155612,Marstoniopsis macedonica,2010,EN,2
155613,Anisus vortex,2011,LC,2
155614,Belgrandia torifera,2011,VU,2
155615,Belgrandia boscae,2011,NT,2
155616,Dabriana bosniaca,2010,NT,2
155618,Iglica luxurians,2010,NT,2
155619,Bythiospeum drouetianum,2010,VU,2
155620,Zaumia sanctizaumi,2010,CR,2
155621,Palaospeum bessoni,2010,VU,2
155622,Moitessieria servaini,2011,DD,2
155624,Pseudamnicola conovula,2010,VU,2
155625,Hadziella ephippiostoma,2010,LC,2
155626,Parabythinella malaprespensis,2010,CR,2
155627,Laevicaspia lincta,2011,LC,2
155628,Moitessieria notenboomi,2011,DD,2
155631,Belgrandiella hershleri,2010,VU,2
155632,Anisus spirorbis,2011,LC,2
155634,Alzoniella junqua,2011,VU,2
155635,Lanzaia skradinensis,2011,CR,2
155637,Valvata relicta,2010,VU,2
155638,Hauffenia subcarinata,2010,NT,2
155639,Eupaludestrina achaja,2011,DD,2
155640,Horatia novoselensis,2011,VU,2
155641,Plagigeyeria mostarensis,2010,DD,2
155642,Islamia spirata,2010,VU,2
155643,Gyraulus crenophilus,2010,EN,2
155644,Bythiospeum moussonianum,2010,DD,2
155645,Alzoniella galaica,2011,CR,2
155646,Sadleriana supercarinata,2011,VU,2
155647,Ampullaceana balthica,2011,LC,2
155648,Anisus strauchianus,2011,DD,2
155649,Bithynia leachii,2010,LC,2
155650,Bythiospeum husmanni,2011,CR,2
155651,Sardohoratia islamoides,2010,EN,2
155652,Ohridohauffenia rotonda,2010,EN,2
155653,Gocea ohridana,2010,CR,2
155654,Alzoniella finalina,2011,EN,2
155656,Belgrandiella dabriana,2010,NT,2
155657,Bythiospeum puerkhaueri,2011,NT,2
155658,Bythiospeum heldii,2011,VU,2
155660,Islamia bendidis,2011,CR,2
155661,Belgrandiella kreisslorum,2010,CR,2
155666,Moitessieria meijersae,2011,DD,2
155668,Belgrandia varica,2010,CR,2
155669,Belgrandia thermalis,2010,LC,2
155670,Xestopyrgula dybowskii,2010,VU,2
155671,Corrosella falkneri,2011,NT,2
155673,Saxurinator schlickumi,2011,DD,2
155674,Alzoniella cornucopia,2010,VU,2
155675,Melanoides tuberculata,2010,LC,2
155676,Eupaludestrina spinellii,2010,EX,2
155677,Paladilhiopsis grobbeni,2010,VU,2
155678,Palaospeum hispanicum,2011,DD,2
155680,Caspia makarovi,2011,LC,2
155681,Terranigra kosovica,2011,NT,2
155682,Hydrobia glyca,2010,LC,2
155683,Moitessieria robresia,2011,DD,2
155685,Ohrigocea samuili,2010,EN,2
155686,Kerkia jadertina,2010,EN,2
155687,Bythinella cebennensis,2011,VU,2
155688,Marstoniopsis armoricana,2011,CR,2
155689,Bithynia italica,2010,LC,2
155690,Graziana vrbasensis,2010,DD,2
155691,Ampullaceana relicta,2010,LC,2
155692,Acroloxus lacustris,2011,LC,2
155693,Alzoniella haicabia,2010,VU,2
155694,Graziana alpestris,2010,LC,2
155695,Lyhnidia hadzii,2010,CR,2
155696,Paladilhiopsis robiciana,2010,LC,2
155697,Bythinella charpentieri,2011,LC,2
155698,Ohrigocea stankovici,2010,EN,2
155699,Belgrandia heussi,2011,NT,2
155701,Lithoglyphus apertus,2011,DD,2
155702,Bythiospeum excessum,2010,DD,2
155703,Corrosella navasiana,2011,DD,2
155704,Ancylus aduncus,2011,DD,2
155705,Belgrandia moitessieri,2010,CR,2
155706,Belgrandiella zermanica,2011,VU,2
155707,Paladilhia jamblussensis,2010,VU,2
155708,Bythinella rondelaudi,2010,VU,2
155709,Spiralix gloriae,2011,VU,2
155710,Pseudamnicola malickyi,2011,VU,2
155711,Bythinella baudoni,2011,LC,2
155712,Alzoniella montana,2011,NT,2
155713,Iglica elongata,2011,VU,2
155714,Belgrandia gfrast,2010,VU,2
155715,Alzoniella rolani,2011,NT,2
155716,Melanopsis tricarinata,2011,LC,2
155717,Viviparus contectus,2010,LC,2
155718,Saxurinator hadzii,2010,DD,2
155720,Stankovicia baicaliiformis,2010,CR,2
155722,Hippeutis stossichi,2011,DD,2
155723,Bythinella turriculata,2010,DD,2
155725,Bythinella cretensis,2011,DD,2
155726,Islamia ateni,2011,EX,2
155727,Diegus gasulli,2011,VU,2
155728,Pseudamnicola confinis,2010,DD,2
155729,Gyraulus stankovici,2010,EN,2
155730,Galba truncatula,2011,LC,2
155731,Gyraulus acronicus,2011,DD,2
155732,Guadiella arconadae,2011,VU,2
155733,Bythinella roubionensis,2010,VU,2
155734,Ecrobia ventrosa,2011,LC,2
155735,Paladilhia conica,2010,LC,2
155737,Microcolpia parreyssii,2011,CR,2
155738,Turricaspia chersonica,2011,DD,2
