iucn_sid,sciname,year,category,code
19198547,Osmia lunata,2014,LC,2
19198968,Osmia madeirensis,2014,DD,2
19199949,Osmia maritima,2014,EN,2
19198826,Osmia melanogaster,2014,LC,2
19198448,Osmia melanura,2014,LC,2
19199847,Osmia mirhiji,2014,DD,2
19199916,Osmia moreensis,2014,DD,2
19199153,Osmia mustelina,2014,LC,2
19199251,Osmia nana,2014,DD,2
19198714,Osmia nasoproducta,2014,DD,2
19198753,Osmia nasuta,2014,DD,2
19198997,Osmia nigriventris,2014,LC,2
19199311,Osmia nigrohirta,2014,DD,2
19198569,Osmia niveata,2014,LC,2
19198921,Osmia niveocincta,2014,DD,2
19199338,Osmia notata,2014,LC,2
19198661,Osmia olgae,2014,DD,2
19199097,Osmia padri,2014,DD,2
19198810,Osmia palmae,2014,DD,2
19199750,Osmia parietina,2014,LC,2
19198430,Osmia picena,2014,DD,2
19199519,Osmia pilicornis,2014,LC,2
19199094,Osmia pinguis,2014,LC,2
19199350,Osmia rhodoensis,2014,LC,2
19199005,Osmia rufohirta,2014,LC,2
19199812,Osmia rutila,2014,DD,2
19199837,Osmia saxicola,2014,LC,2
19198711,Osmia scutellaris,2014,LC,2
19198936,Osmia signata,2014,LC,2
19199926,Osmia spinigera,2014,DD,2
19199819,Osmia spinulosa,2014,LC,2
19199281,Osmia steinmanni,2014,DD,2
19198799,Osmia subcornuta,2014,LC,2
19198624,Osmia submicans,2014,LC,2
19198548,Osmia svenssoni,2014,DD,2
19198884,Osmia sybarita,2014,LC,2
19198551,Osmia tergestensis,2014,LC,2
19199860,Osmia teunisseni,2014,DD,2
19199197,Osmia tricornis,2014,LC,2
19199109,Osmia tunensis,2014,LC,2
19199205,Osmia uncicornis,2014,LC,2
19199254,Osmia uncinata,2014,LC,2
19199480,Osmia versicolor,2014,LC,2
19198595,Osmia viridana,2014,LC,2
19198948,Osmia xanthomelana,2014,LC,2
19198285,Protosmia asensioi,2014,DD,2
19199217,Protosmia capitata,2014,DD,2
19199116,Protosmia exenterata,2014,LC,2
19198746,Protosmia glutinosa,2014,LC,2
19199842,Protosmia longiceps,2014,DD,2
19199758,Protosmia minutula,2014,DD,2
19198388,Protosmia monstrosa,2014,DD,2
19198543,Protosmia paradoxa,2014,DD,2
19198735,Protosmia sideritis,2014,DD,2
19199319,Protosmia stigmatica,2014,DD,2
19199448,Protosmia tauricola,2014,LC,2
19198653,Protosmia tiflensis,2014,LC,2
19198305,Stenoheriades asiatica,2014,DD,2
19198508,Stenoheriades hofferi,2014,DD,2
19199751,Andrena aberrans,2013,NT,2
19198954,Andrena aciculata,2014,DD,2
19198965,Andrena aeneiventris,2014,LC,2
19199405,Andrena agilissima,2014,DD,2
19199539,Andrena albopunctata,2014,LC,2
19199851,Andrena alfkenella,2014,DD,2
19198846,Andrena anatolica,2013,LC,2
19198859,Andrena angustior,2014,DD,2
19199661,Andrena apicata,2014,DD,2
19198788,Andrena argentata,2014,DD,2
19199336,Andrena assimilis,2014,DD,2
19199945,Andrena athenensis,2013,LC,2
19199451,Andrena atrata,2014,DD,2
19198491,Andrena atrotegularis,2013,DD,2
19199697,Andrena barbilabris,2014,DD,2
19199522,Andrena bicolor,2014,LC,2
19199641,Andrena bimaculata,2014,DD,2
19198876,Andrena braunsiana,2013,DD,2
19199797,Andrena bucephala,2014,DD,2
19199523,Andrena bulgariensis,2013,DD,2
19199358,Andrena chersona,2013,DD,2
19198976,Andrena chrysopus,2014,DD,2
19199022,Andrena chrysopyga,2014,DD,2
19198738,Andrena chrysosceles,2014,DD,2
19199940,Andrena cineraria,2014,LC,2
19199293,Andrena cinerea,2014,DD,2
19199556,Andrena cinereophila,2013,LC,2
19199798,Andrena clarkella,2014,DD,2
19198596,Andrena clypella,2013,LC,2
19199029,Andrena coitana,2014,DD,2
19198877,Andrena colletiformis,2014,DD,2
19199095,Andrena combaella,2014,DD,2
19198435,Andrena combinata,2014,DD,2
19198956,Andrena cordialis,2014,DD,2
19198545,Andrena curvana,2013,DD,2
19199284,Andrena curvungula,2014,DD,2
19199312,Andrena cussariensis,2013,NA,2
19198522,Andrena danuvia,2014,DD,2
19198815,Andrena decipiens,2014,DD,2
19199038,Andrena denticulata,2014,DD,2
19199359,Andrena dentiventris,2013,NA,2
19198616,Andrena distinguenda,2014,DD,2
19199780,Andrena dorsalis,2013,DD,2
19199195,Andrena dorsata,2014,DD,2
19198710,Andrena enslinella,2014,DD,2
19199526,Andrena erberi,2013,DD,2
19199253,Andrena erythrocnemis,2014,DD,2
19199485,Andrena falsifica,2014,DD,2
19198617,Andrena ferox,2014,DD,2
19199452,Andrena figurata,2014,DD,2
19199528,Andrena fimbriata,2013,DD,2
19199185,Andrena flavipes,2014,LC,2
19198896,Andrena flavobila,2013,DD,2
19198906,Andrena florea,2014,DD,2
19199796,Andrena floricola,2014,DD,2
19199568,Andrena florivaga,2013,LC,2
19199492,Andrena fucata,2014,DD,2
19198660,Andrena fulva,2014,DD,2
19199648,Andrena fulvago,2014,DD,2
19199694,Andrena fulvata,2014,DD,2
19199665,Andrena fuscipes,2014,DD,2
19199060,Andrena fuscosa,2014,DD,2
19199183,Andrena gelriae,2014,DD,2
19199537,Andrena graecella,2014,DD,2
19199764,Andrena gravida,2014,DD,2
19199937,Andrena haemorrhoa,2014,LC,2
19199246,Andrena hattorfiana,2014,NT,2
19199712,Andrena helvola,2014,DD,2
19199332,Andrena humilis,2014,DD,2
19198985,Andrena hungarica,2013,DD,2
19199139,Andrena hyemala,2014,DD,2
19199792,Andrena hypopolia,2014,DD,2
19199078,Andrena ispida,2013,DD,2
19199419,Andrena labialis,2014,DD,2
19199189,Andrena labiata,2014,DD,2
19199291,Andrena lathyri,2014,DD,2
19199156,Andrena lepida,2014,DD,2
19199645,Andrena limata,2014,DD,2
19198811,Andrena limbata,2014,DD,2
19198386,Andrena magna,2013,EN,2
19198549,Andrena magunta,2013,DD,2
19199377,Andrena marginata,2014,DD,2
19198866,Andrena minutula,2014,DD,2
19199504,Andrena minutuloides,2014,DD,2
19199158,Andrena mitis,2014,DD,2
19198677,Andrena morio,2014,DD,2
19199072,Andrena mucida,2014,DD,2
19199736,Andrena nasuta,2014,DD,2
19198399,Andrena nigriceps,2014,DD,2
19198531,Andrena nigroaenea,2014,LC,2
19198739,Andrena nitida,2014,LC,2
19199884,Andrena nitidiuscula,2014,LC,2
19199009,Andrena niveata,2014,DD,2
19198504,Andrena nobilis,2014,DD,2
19198825,Andrena nycthemera,2014,DD,2
19198857,Andrena oralis,2014,DD,2
19198813,Andrena osychniukae,2014,DD,2
19199043,Andrena ovatula,2015,NT,2
19198498,Andrena pallitarsis,2015,DD,2
19199378,Andrena pandellei,2015,LC,2
19198865,Andrena paucisquama,2015,DD,2
19199427,Andrena pilipes,2015,LC,2
19199625,Andrena polita,2015,LC,2
19198505,Andrena pontica,2015,DD,2
19199698,Andrena potentillae,2015,DD,2
19199946,Andrena praecox,2015,LC,2
19199353,Andrena propinqua,2015,DD,2
19198384,Andrena pusilla,2015,DD,2
19198966,Andrena ranunculorum,2015,DD,2
19198501,Andrena rosae,2015,DD,2
19199155,Andrena rufula,2015,LC,2
19198538,Andrena rugulosa,2015,DD,2
19198529,Andrena saxonica,2015,DD,2
19199232,Andrena schencki,2015,DD,2
19199223,Andrena schlettereri,2015,DD,2
19199267,Andrena scita,2015,DD,2
19199286,Andrena semilaevis,2015,DD,2
19198639,Andrena seminuda,2015,DD,2
19198743,Andrena sericata,2015,DD,2
19199455,Andrena similis,2015,DD,2
19198631,Andrena spreta,2015,DD,2
19199327,Andrena subopaca,2015,LC,2
19199106,Andrena suerinensis,2015,DD,2
19198833,Andrena susterai,2015,DD,2
19199841,Andrena symphyti,2015,DD,2
19198926,Andrena synadelpha,2015,DD,2
19199571,Andrena wilkella,2015,DD,2
19198959,Andrena vulpecula,2015,DD,2
19199392,Andrena viridescens,2015,DD,2
19198456,Andrena ventricosa,2015,DD,2
19198563,Andrena ventralis,2015,DD,2
19198935,Andrena varians,2015,LC,2
19199148,Andrena variabilis,2015,DD,2
19199370,Andrena vaga,2015,LC,2
19199283,Andrena tscheki,2015,DD,2
19198924,Andrena truncatilabris,2015,DD,2
19199951,Andrena tringa,2015,LC,2
19198930,Andrena trimmerana,2015,DD,2
19198480,Andrena transitoria,2015,VU,2
19198502,Andrena tibialis,2015,LC,2
19199321,Andrena thoracica,2015,DD,2
19198931,Andrena tarsata,2015,DD,2
19198870,Andrena taraxaci,2015,DD,2
175939,Epipactis troodi,2018,EN,2
19199724,Hoplitis manicata,2014,LC,2
19198902,Hoplitis loti,2014,LC,2
21138768,Hoplitis monticola,2014,DD,2
21138887,Hoplitis nicolaei,2014,DD,2
21138567,Hoplitis occidentalis,2014,DD,2
12649,Macrothele cretica,2025,VU,2
14794,Niphargobatoides lefkodemonaki,2025,DD,2
13273,Metatrichoniscoides celticus,2022,NT,2
1935,Apteromantis aptera,2014,LC,2
19198630,Nomada agrestis,2013,LC,2
19198464,Nomada alboguttata,2013,LC,2
19199167,Nomada alpigena,2013,DD,2
19199076,Nomada argentata,2013,NT,2
19199099,Nomada argentea,2013,DD,2
19199900,Nomada ariasi,2013,DD,2
19199100,Nomada armata,2013,NT,2
19199559,Nomada arrogans,2013,DD,2
19199092,Nomada atroscutellaris,2013,LC,2
19198706,Nomada babiyi,2013,DD,2
19199440,Nomada baccata,2013,NT,2
19198511,Nomada barcelonensis,2013,DD,2
19198625,Nomada basalis,2013,LC,2
19199393,Nomada beaumonti,2013,LC,2
19199143,Nomada bifasciata,2013,LC,2
19199439,Nomada bispinosa,2013,LC,2
19199488,Nomada blepharipes,2013,DD,2
19199394,Nomada bluethgeni,2013,LC,2
19199422,Nomada bolivari,2013,DD,2
19198910,Nomada bouceki,2013,DD,2
19199861,Nomada braunsiana,2013,NT,2
19199146,Nomada calimorpha,2013,DD,2
19198343,Nomada carnifex,2013,LC,2
19198958,Nomada caspia,2013,LC,2
19198730,Nomada castellana,2013,LC,2
19199799,Nomada cherkesiana,2013,DD,2
19199213,Nomada concolor,2013,LC,2
19198830,Nomada confinis,2013,DD,2
19198440,Nomada conjungens,2013,LC,2
19199441,Nomada connectens,2013,LC,2
19198699,Nomada corcyraea,2013,DD,2
19199165,Nomada coronata,2013,LC,2
19199459,Nomada coxalis,2013,DD,2
19198582,Nomada cristata,2013,DD,2
19198436,Nomada cruenta,2013,LC,2
19198741,Nomada cypria,2013,DD,2
19199690,Nomada cypricola,2013,DD,2
19199216,Nomada diacantha,2013,DD,2
19199224,Nomada dira,2013,LC,2
19198850,Nomada discedens,2013,LC,2
19199626,Nomada discrepans,2013,LC,2
19199487,Nomada distinguenda,2013,LC,2
19198571,Nomada dolosa,2013,DD,2
19199461,Nomada duplex,2013,DD,2
19199675,Nomada emarginata,2013,LC,2
19198888,Nomada eos,2013,LC,2
19198963,Nomada errans,2013,NT,2
19198669,Nomada erythrocephala,2013,DD,2
19199510,Nomada fabriciana,2013,LC,2
19199228,Nomada facilis,2013,LC,2
19198694,Nomada fallax,2013,LC,2
19199347,Nomada femoralis,2013,LC,2
19199846,Nomada fenestrata,2013,DD,2
19199892,Nomada ferghanica,2013,DD,2
19199844,Nomada ferruginata,2013,LC,2
19199584,Nomada flava,2013,LC,2
19199298,Nomada flavigenis,2013,DD,2
19198769,Nomada flavilabris,2013,DD,2
19199173,Nomada flavinervis,2013,DD,2
19199227,Nomada flavoguttata,2013,LC,2
19198472,Nomada flavopicta,2013,LC,2
19198800,Nomada fucata,2013,LC,2
19199535,Nomada fulvicornis,2013,LC,2
19199481,Nomada furva,2013,DD,2
19199379,Nomada furvoides,2013,DD,2
19199445,Nomada fusca,2013,LC,2
19199093,Nomada fuscicornis,2013,LC,2
19198883,Nomada glaberrima,2013,DD,2
19199316,Nomada glaucopis,2013,LC,2
19199952,Nomada goodeniana,2013,LC,2
19198654,Nomada gransassoi,2013,DD,2
19199778,Nomada gribodoi,2013,DD,2
19198560,Nomada gruenwaldti,2013,DD,2
19198642,Nomada guttulata,2013,LC,2
19199346,Nomada hera,2013,LC,2
19199437,Nomada hirtipes,2013,LC,2
19198555,Nomada hispanica,2014,DD,2
19199421,Nomada hungarica,2014,DD,2
19199272,Nomada illustris,2014,DD,2
19199386,Nomada imperialis,2014,LC,2
19199000,Nomada incisa,2014,DD,2
19199583,Nomada insignipes,2014,LC,2
19199524,Nomada integra,2014,LC,2
19199080,Nomada italica,2014,EN,2
19199872,Nomada kohli,2014,LC,2
19198772,Nomada kornosica,2014,DD,2
19199024,Nomada lamellata,2014,DD,2
19199709,Nomada lathburiana,2014,LC,2
19198496,Nomada leucophthalma,2014,LC,2
19198905,Nomada limassolica,2014,DD,2
19198816,Nomada linsenmaieri,2014,LC,2
19199711,Nomada litigiosa,2014,DD,2
19199387,Nomada lucidula,2014,LC,2
19198641,Nomada maculicornis,2014,DD,2
19199806,Nomada marshamella,2014,LC,2
19199340,Nomada mauritanica,2014,LC,2
19198665,Nomada mavromoustakisi,2014,LC,2
19199062,Nomada melanopyga,2014,DD,2
19198970,Nomada melathoracica,2014,LC,2
19199933,Nomada mocsaryi,2014,DD,2
19199256,Nomada moeschleri,2014,LC,2
19198895,Nomada mutabilis,2014,LC,2
19199714,Nomada mutica,2014,NT,2
19198969,Nomada nausicaa,2014,LC,2
19198703,Nomada nesiotica,2014,DD,2
19199683,Nomada nigrovaria,2014,DD,2
19198797,Nomada nobilis,2014,LC,2
19199790,Nomada noskiewiczi,2014,VU,2
19199835,Nomada numida,2014,LC,2
19199561,Nomada obscura,2014,LC,2
19199726,Nomada obtusifrons,2014,NT,2
19199735,Nomada oculata,2014,DD,2
19199687,Nomada opaca,2014,NT,2
19198792,Nomada orbitalis,2014,DD,2
19199396,Nomada pallispinosa,2014,DD,2
19199715,Nomada panurgina,2014,LC,2
19199443,Nomada panzeri,2014,LC,2
19198688,Nomada pastoralis,2014,DD,2
19198745,Nomada pectoralis,2014,DD,2
19199761,Nomada piccioliana,2014,LC,2
19198897,Nomada platythorax,2014,DD,2
19199912,Nomada pleurosticta,2014,NT,2
19199075,Nomada polemediana,2014,DD,2
19199605,Nomada posthuma,2014,DD,2
19199805,Nomada priesneri,2014,LC,2
19198942,Nomada propinqua,2014,LC,2
19198601,Nomada pruinosa,2014,DD,2
19198443,Nomada pulchra,2014,EN,2
19199863,Nomada pygidialis,2014,LC,2
19199252,Nomada rhenana,2014,NT,2
19198394,Nomada roberjeotiana,2014,NT,2
19198574,Nomada rostrata,2014,DD,2
19199041,Nomada rubiginosa,2014,LC,2
19199602,Nomada rubricollis,2014,LC,2
19199150,Nomada rubricoxa,2014,DD,2
19198452,Nomada rubriventris,2014,DD,2
19198662,Nomada ruficornis,2014,LC,2
19198681,Nomada rufipes,2014,LC,2
19198637,Nomada rufoabdominalis,2014,DD,2
19198578,Nomada sabulosa,2014,DD,2
19199187,Nomada sanguinea,2014,LC,2
19199829,Nomada scheuchli,2014,DD,2
19198611,Nomada serricornis,2014,DD,2
19198614,Nomada sexfasciata,2014,LC,2
19199310,Nomada sheppardana,2014,LC,2
19198728,Nomada sicula,2014,DD,2
19199306,Nomada signata,2014,LC,2
19199825,Nomada similis,2014,LC,2
19199755,Nomada standfussi,2014,DD,2
19199401,Nomada stigma,2014,LC,2
19198550,Nomada stoeckherti,2014,DD,2
19199442,Nomada striata,2014,LC,2
19199464,Nomada succincta,2014,LC,2
19199809,Nomada sybarita,2014,DD,2
19198484,Nomada symphyti,2014,NT,2
19198469,Nomada tenella,2014,NT,2
19199732,Nomada thersites,2014,DD,2
19199134,Nomada transitoria,2014,LC,2
19198428,Nomada trapeziformis,2014,NT,2
19199123,Nomada tridentirostris,2014,LC,2
19198635,Nomada trispinosa,2014,LC,2
19198406,Nomada umbrosa,2014,DD,2
19199852,Nomada unispinosa,2014,DD,2
19198806,Nomada verna,2014,DD,2
19198994,Nomada villosa,2014,NT,2
19199873,Nomada zonata,2014,LC,2
19198359,Habropoda ezonata,2015,DD,2
19199553,Habropoda tarsata,2015,LC,2
19198980,Habropoda zonatula,2015,DD,2
19198329,Melecta aegyptiaca,2015,DD,2
19199416,Melecta albifrons,2015,LC,2
19199699,Melecta baerii,2015,DD,2
19199045,Melecta canariensis,2015,DD,2
19198827,Melecta caroli,2015,DD,2
19199138,Melecta curvispina,2015,DD,2
19198477,Melecta duodecimmaculata,2015,DD,2
19199776,Melecta festiva,2015,DD,2
19199469,Melecta fulgida,2015,DD,2
19199129,Melecta funeraria,2015,DD,2
19199225,Melecta gracilipes,2015,DD,2
19199668,Melecta grandis,2015,DD,2
19198417,Melecta guichardi,2015,DD,2
19199815,Melecta guilochei,2015,DD,2
19199204,Melecta italica,2015,DD,2
19199376,Melecta leucorhyncha,2015,DD,2
19199647,Melecta luctuosa,2015,LC,2
19199591,Melecta mundula,2015,DD,2
19198438,Melecta obscura,2015,DD,2
19199450,Melecta prophanta,2015,DD,2
19199105,Melecta tuberculata,2015,DD,2
19198339,Tarsalia ancyliformis,2015,DD,2
19199862,Tarsalia hirtipes,2015,DD,2
19198307,Thyreus affinis,2015,DD,2
19199525,Thyreus elegans,2015,DD,2
19198683,Thyreus hellenicus,2015,DD,2
19199541,Thyreus hirtus,2015,DD,2
19199689,Thyreus histrionicus,2015,LC,2
19199037,Thyreus hohmanni,2015,DD,2
19198903,Thyreus orbatus,2015,LC,2
19199609,Thyreus picaron,2015,DD,2
19198955,Thyreus ramosus,2015,LC,2
19198442,Thyreus scutellaris,2015,DD,2
19199016,Thyreus tricuspis,2015,DD,2
19198875,Thyreus truncatus,2015,DD,2
198706,Argyrosomus regius,2014,LC,2
198707,Sciaena umbra,2014,NT,2
198708,Umbrina canariensis,2014,LC,2
198709,Umbrina cirrosa,2014,VU,2
198710,Umbrina ronchus,2014,LC,2
19198278,Amegilla albigena,2015,LC,2
19198915,Amegilla andresi,2015,DD,2
19199882,Amegilla canifrons,2015,LC,2
19198503,Amegilla fasciata,2015,DD,2
19198526,Amegilla garrula,2015,LC,2
19199592,Amegilla ochroleuca,2015,DD,2
19199411,Amegilla quadrifasciata,2015,LC,2
19199947,Amegilla salviae,2015,DD,2
19199125,Amegilla velocissima,2015,DD,2
19198361,Ancyla asiatica,2015,DD,2
19198618,Ancyla cretensis,2015,DD,2
19199113,Ancyla holtzi,2015,DD,2
19199082,Ancyla nitida,2015,DD,2
19198373,Anthophora aestivalis,2015,LC,2
19198835,Anthophora affinis,2015,DD,2
19198911,Anthophora agama,2015,DD,2
19198821,Anthophora alluaudi,2015,LC,2
19199548,Anthophora andalusica,2015,DD,2
19198731,Anthophora atriceps,2015,DD,2
19199858,Anthophora atroalba,2015,DD,2
19198657,Anthophora balearica,2015,DD,2
19198585,Anthophora balneorum,2015,LC,2
19198638,Anthophora bimaculata,2015,LC,2
19199612,Anthophora borealis,2015,NT,2
19198845,Anthophora calcarata,2015,LC,2
19199147,Anthophora canescens,2015,DD,2
19199465,Anthophora crassipes,2015,DD,2
19199572,Anthophora dalmatica,2015,DD,2
19199580,Anthophora dispar,2015,LC,2
19199533,Anthophora dufourii,2015,DD,2
19199684,Anthophora femorata,2015,DD,2
19199642,Anthophora ferruginea,2015,DD,2
19199354,Anthophora fulvipes,2015,DD,2
19199302,Anthophora fulvitarsis,2015,DD,2
19199866,Anthophora fulvodimidiata,2015,DD,2
19199064,Anthophora furcata,2015,LC,2
19199560,Anthophora hispanica,2015,DD,2
19198463,Anthophora laevigata,2015,DD,2
19199678,Anthophora lanata,2015,DD,2
19199603,Anthophora lanzarotensis,2015,DD,2
19199184,Anthophora larvata,2015,DD,2
19198775,Anthophora leucophaea,2015,DD,2
19199328,Anthophora lieftincki,2015,DD,2
19199581,Anthophora nigriceps,2015,DD,2
19199068,Anthophora orotavae,2015,DD,2
19199012,Anthophora pedata,2015,DD,2
19199906,Anthophora plagiata,2015,LC,2
19198608,Anthophora plumipes,2015,LC,2
19198692,Anthophora podagra,2015,DD,2
19199630,Anthophora porphyrea,2015,DD,2
19199380,Anthophora pruinosa,2015,DD,2
19198566,Anthophora pubescens,2015,DD,2
19199081,Anthophora pulverosa,2015,DD,2
19199424,Anthophora punctilabris,2015,DD,2
19198403,Anthophora purpuraria,2015,DD,2
19199595,Anthophora quadricolor,2015,DD,2
19198490,Anthophora quadrimaculata,2015,DD,2
19198466,Anthophora retusa,2015,LC,2
19199685,Anthophora robusta,2015,DD,2
19198397,Anthophora rogenhoferi,2015,DD,2
19198999,Anthophora romandii,2015,DD,2
19199845,Anthophora rutilans,2015,DD,2
19198909,Anthophora senescens,2015,DD,2
19198727,Anthophora senicula,2015,DD,2
19199457,Anthophora sichelii,2015,DD,2
19198685,Anthophora socia,2015,DD,2
19198770,Anthophora thomsonii,2015,DD,2
19198465,Anthophora uniciliata,2015,DD,2
19199530,Anthophora ventilabris,2015,DD,2
194812,Lepadogaster lepadogaster,2015,LC,2
21130109,Didogobius kochi,2015,LC,2
21130979,Vanneaugobius canariensis,2015,LC,2
22484033,Genista sulcitana,2017,LC,2
170284,Centracanthus cirrus,2014,LC,2
170280,Spicara maena,2014,LC,2
19198658,Andrena elegans,2013,DD,2
170283,Spicara smaris,2014,LC,2
194428,Parapristipoma octolineatum,2014,LC,2
194433,Plectorhinchus mediterraneus,2014,LC,2
155182,Pomadasys incisus,2014,LC,2
170251,Boops boops,2014,LC,2
170245,Dentex dentex,2014,VU,2
170186,Dentex gibbosus,2014,LC,2
170232,Dentex macrophthalmus,2014,LC,2
170166,Dentex maroccanus,2014,LC,2
170260,Diplodus annularis,2014,LC,2
170262,Diplodus puntazzo,2014,LC,2
170261,Diplodus vulgaris,2014,LC,2
170160,Lithognathus mormyrus,2014,LC,2
170197,Oblada melanura,2014,LC,2
170229,Pagellus acarne,2014,LC,2
170244,Pagellus bogaraveo,2014,NT,2
170224,Pagellus erythrinus,2014,LC,2
170220,Pagrus auriga,2014,LC,2
170159,Pagrus caeruleostictus,2014,LC,2
15873,Pagrus pagrus,2014,LC,2
170169,Sarpa salpa,2014,LC,2
170253,Sparus aurata,2014,LC,2
170258,Spondyliosoma cantharus,2014,LC,2
19198532,Andrena alutacea,2014,DD,2
19199628,Andrena apiformis,2013,DD,2
19199296,Andrena barbareae,2013,DD,2
19199517,Andrena exquisita,2013,DD,2
42463639,Apis mellifera,2014,DD,2
42463642,Nomada accentifera,2013,DD,2
42463645,Nomada cretensis,2013,NT,2
42463648,Nomada immaculata,2014,DD,2
42463651,Nomada kervilleana,2014,DD,2
42463654,Nomada lateritia,2014,DD,2
42463657,Nomada laticrus,2014,DD,2
42668029,Psammodromus edwarsianus,2024,LC,2
170155,Diplodus sargus,2014,LC,2
20536106,Hylaeus azorae,2013,DD,2
19199122,Andrena abjecta,2014,DD,2
19199297,Andrena aegyptiaca,2014,NA,2
19199065,Andrena aerinifrons,2014,DD,2
19198794,Andrena afrensis,2014,DD,2
19199624,Andrena agnata,2014,DD,2
19199913,Andrena alfkenelloides,2014,DD,2
19198512,Andrena allosa,2014,DD,2
19199659,Andrena alluaudi,2014,LC,2
19199053,Andrena proxima,2015,DD,2
19199512,Andrena anthrisci,2014,LC,2
19199339,Andrena antigana,2014,LC,2
19199554,Andrena asperrima,2014,LC,2
19198771,Andrena astica,2014,LC,2
19199621,Andrena astrella,2014,DD,2
19198802,Andrena avara,2014,DD,2
19199352,Andrena bayona,2014,DD,2
19199600,Andrena bellidis,2014,DD,2
19198886,Andrena biarmica,2014,DD,2
19199121,Andrena bicolorata,2014,LC,2
19199215,Andrena binominata,2014,LC,2
19199170,Andrena blanda,2014,DD,2
19199756,Andrena boyerella,2014,LC,2
19198760,Andrena brumanensis,2014,LC,2
19198707,Andrena caneae,2014,LC,2
19199743,Andrena caneibia,2014,DD,2
19198686,Andrena canohirta,2014,DD,2
19199066,Andrena cantiaca,2014,DD,2
19199280,Andrena bisulcata,2013,LC,2
19199140,Andrena caprimulga,2013,DD,2
19199839,Andrena clusia,2013,DD,2
19199289,Andrena comta,2013,EN,2
19199026,Andrena curiosa,2013,NA,2
19199934,Andrena fulvida,2013,NT,2
19198733,Andrena fulvitarsis,2013,LC,2
19198564,Andrena gallica,2013,NT,2
19199002,Andrena grandilabris,2013,DD,2
19198726,Andrena grossella,2013,DD,2
19199011,Andrena grozdanici,2013,DD,2
19199885,Andrena hedikae,2013,DD,2
19199229,Andrena hesperia,2013,LC,2
19199192,Andrena hybrida,2013,DD,2
19199888,Andrena impunctata,2013,LC,2
19199910,Andrena incisa,2013,DD,2
19199089,Andrena intermedia,2013,LC,2
19199315,Andrena labiatula,2013,CR,2
19198927,Andrena lapponica,2013,LC,2
19198715,Andrena lateralis,2013,DD,2
19199897,Andrena lineolata,2013,DD,2
19199713,Andrena longibarbis,2013,DD,2
19199196,Andrena majalis,2013,NA,2
19198419,Andrena metallescens,2013,NA,2
19199292,Andrena nana,2013,LC,2
19198768,Andrena nanaeformis,2013,LC,2
19199762,Andrena nanula,2013,DD,2
19199137,Andrena nitidula,2013,DD,2
19199502,Andrena numida,2013,DD,2
19198461,Andrena nuptialis,2013,LC,2
19199107,Andrena optata,2015,DD,2
19199242,Andrena orientana,2013,LC,2
19198761,Andrena ornata,2013,CR,2
19199236,Andrena panurgimorpha,2013,LC,2
19199388,Andrena paramythensis,2015,DD,2
19198998,Andrena parviceps,2013,LC,2
19199483,Andrena producta,2013,DD,2
19199507,Andrena pyropygia,2013,LC,2
19199408,Andrena roripae,2013,DD,2
19198860,Andrena ruficrus,2013,LC,2
19198387,Andrena rufizona,2013,DD,2
19198632,Andrena schwarzi,2013,DD,2
19198851,Andrena semirubra,2013,DD,2
19199114,Andrena simillima,2013,LC,2
19199817,Andrena sphecodimorpha,2013,DD,2
19198407,Andrena stepposa,2013,EN,2
19198766,Andrena stigmatica,2013,EN,2
19198412,Andrena stoeckhertella,2013,DD,2
19199824,Andrena thomsonii,2013,DD,2
19198777,Andrena tridentata,2013,CR,2
19198674,Andrena verae,2013,DD,2
19198651,Andrena volgensis,2013,DD,2
43115432,Linum katiae,2013,VU,2
43211964,Colletes sidemii,2013,NA,2
19198281,Dufourea alpina,2014,LC,2
19199773,Dufourea coeruleocephala,2014,DD,2
19199604,Dufourea cypria,2014,DD,2
19198759,Dufourea dentiventris,2014,NT,2
19198679,Dufourea fortunata,2014,DD,2
19199619,Dufourea gaullei,2014,DD,2
19199909,Dufourea graeca,2014,DD,2
19199707,Dufourea halictula,2014,NT,2
19198518,Dufourea inermis,2014,NT,2
19199800,Dufourea iris,2014,DD,2
19199691,Dufourea longiglossa,2014,DD,2
19199434,Dufourea lusitanica,2014,DD,2
19199597,Dufourea merceti,2014,DD,2
19199789,Dufourea minuta,2014,NT,2
19198834,Dufourea paradoxa,2014,LC,2
19198809,Dufourea styx,2014,DD,2
19199124,Dufourea trautmanni,2014,DD,2
19199918,Dufourea wolfi,2014,DD,2
19198363,Thrincohalictus prognathus,2015,NA,2
19198855,Systropha planidens,2014,VU,2
19198323,Systropha curvicornis,2014,NT,2
19198991,Rophites thracius,2014,DD,2
19198401,Rophites quinquespinosus,2014,NT,2
19199686,Rophites leclercqi,2014,DD,2
19199771,Rophites hellenicus,2014,DD,2
19199576,Rophites hartmanni,2014,DD,2
19199282,Rophites foveolatus,2014,DD,2
54527148,Rhophitoides epiroticus,2014,DD,2
19199271,Rophites clypealis,2014,DD,2
19198982,Rhophitoides canus,2014,LC,2
19198381,Rophites algirus,2014,DD,2
19199608,Lasioglossum zonulum,2013,LC,2
19199402,Lasioglossum xanthopus,2013,NT,2
19198604,Lasioglossum wollastoni,2015,LC,2
19198951,Lasioglossum viride,2015,LC,2
19199067,Lasioglossum virens,2015,EN,2
19199832,Lasioglossum villosulum,2015,LC,2
