iucn_sid,kingdom,phylum,class,order,family
195821,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195822,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195823,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195824,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195825,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195826,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195827,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195828,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195829,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195830,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195831,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195832,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195833,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MYROCONGRIDAE
195834,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MYROCONGRIDAE
195835,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MYROCONGRIDAE
195836,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MYROCONGRIDAE
195838,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE
195839,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE
195840,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE
195841,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE
195843,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE
195844,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,HALOSAURIDAE
195852,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOTACANTHIFORMES,NOTACANTHIDAE
195857,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,MURAENIDAE
195871,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
195872,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
195873,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
195874,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
195875,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
195876,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
195877,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE
195878,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE
195879,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE
195880,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE
195881,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIESOCIFORMES,GOBIESOCIDAE
195883,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GERREIDAE
195884,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,GRAMMATIDAE
195885,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,APOGONIDAE
195886,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,APOGONIDAE
196301,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE
196302,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE
196303,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE
196304,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ANTENNARIIDAE
196305,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,APOGONIDAE
196307,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE
196308,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE
196310,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE
196312,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE
196313,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE
196314,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE
196315,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE
196317,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE
196318,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE
196319,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE
196322,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196323,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196324,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196325,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE
196326,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196327,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196329,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196330,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196331,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196332,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196334,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196335,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196336,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196337,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196338,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196339,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE
196340,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE
196341,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE
196342,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE
196343,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE
196344,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE
196345,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE
196346,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE
196347,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE
196348,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196349,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196350,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196351,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196352,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196357,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196358,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196359,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196360,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196362,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196363,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE
196364,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196365,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196366,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196367,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196368,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196369,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196370,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196371,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196373,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196374,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196375,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196377,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196378,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196379,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196380,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196381,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196382,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196383,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196384,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196385,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196386,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196387,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196388,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196389,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196390,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196391,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196392,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196393,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE
196394,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196395,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196396,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196397,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196398,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196399,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196400,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196401,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196402,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196403,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196404,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196405,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196406,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196407,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE
196408,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE
196409,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,ZENARCHOPTERIDAE
196410,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,ZENARCHOPTERIDAE
196411,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,KUHLIIDAE
196412,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,KUHLIIDAE
196413,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,KUHLIIDAE
196417,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LEIOGNATHIDAE
196421,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
196422,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
196424,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
196425,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
196426,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
196427,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
196435,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,RHYACICHTHYIDAE
196436,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SIGANIDAE
196438,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE
196440,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE
196441,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE
196443,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE
196444,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE
196445,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE
196447,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TERAPONTIDAE
196448,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TERAPONTIDAE
196450,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TETRAROGIDAE
196451,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TOXOTIDAE
196671,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATELEOPODIFORMES,ATELEOPODIDAE
196672,ANIMALIA,CHORDATA,ACTINOPTERYGII,BATRACHOIDIFORMES,BATRACHOIDIDAE
196673,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE
196674,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,PRISTIGASTERIDAE
196677,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,FUNDULIDAE
196678,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,FUNDULIDAE
196679,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,FUNDULIDAE
196680,ANIMALIA,CHORDATA,ACTINOPTERYGII,GADIFORMES,MACROURIDAE
196681,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,OGCOCEPHALIDAE
196682,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,ONEIRODIDAE
196683,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE
196684,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE
196686,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE
196687,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE
196688,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,BLENNIIDAE
196689,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,MICRODESMIDAE
196690,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SCIAENIDAE
196691,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ZOARCIDAE
196692,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ZOARCIDAE
196693,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,ACHIRIDAE
196694,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE
196695,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE
196696,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,TRIGLIDAE
196697,ANIMALIA,CHORDATA,ACTINOPTERYGII,STOMIIFORMES,STOMIIDAE
196798,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196805,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196806,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196813,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196814,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196815,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196816,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196818,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196819,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196820,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196824,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196836,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196855,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
196864,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
197010,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
197011,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
197018,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
197019,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
197031,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
197036,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197037,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197043,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197044,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197047,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197050,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197051,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197056,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197058,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197060,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197063,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197070,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197076,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE
197078,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
197079,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE
197275,ANIMALIA,CHORDATA,CEPHALASPIDOMORPHI,PETROMYZONTIFORMES,PETROMYZONTIDAE
197276,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE
197277,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE
197278,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE
197279,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE
197304,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,RHOMBOSOLEIDAE
197319,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE
197320,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE
197321,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE
197322,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE
197325,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,RETROPINNIDAE
197327,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,RETROPINNIDAE
197330,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHEIMARRICHTHYIDAE
197660,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE
198132,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE
19855,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE
198794,ANIMALIA,MOLLUSCA,GASTROPODA,ELLOBIIDA,ELLOBIIDAE
198843,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE
198845,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE
198892,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE
198893,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE
198972,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE
198973,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,ANGUILLIDAE
198975,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,COLOCONGRIDAE
198976,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,COLOCONGRIDAE
198977,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,COLOCONGRIDAE
198978,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,COLOCONGRIDAE
198979,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,COLOCONGRIDAE
198980,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE
198982,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
198983,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
198984,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
198985,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE
198986,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE
198987,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE
198988,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
198989,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
19898,ANIMALIA,CHORDATA,ACTINOPTERYGII,BATRACHOIDIFORMES,BATRACHOIDIDAE
198990,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,NETTASTOMATIDAE
198991,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
198992,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
198993,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
198994,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
198995,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE
198996,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
198998,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
199000,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
199001,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
199002,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
199003,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
199005,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE
199006,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE
199007,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
199008,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
199009,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,SYNAPHOBRANCHIDAE
199010,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
199011,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
199012,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE
199014,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE
199015,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,OPHICHTHIDAE
199016,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE
