"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Fiji",18,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589,457,351,109,307,0,536,1180,1280,830,1235,0,1026,1412,1695,1852,1837,1814,1244,782,1030,1127,1251,1088,981,900,486,341,99
"Finland",174,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.30025092766107,7.99962448955523,1,0,7.09774517523749,6.79711873713154,0,0,1,1,0,0,0,0,4.1983132314258,3.7908543560726,0,0,0,0,2.28772216554307
"Finland",174,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,64,0,0,28,3,13,2,334,0,10402.5376277245,4,2,0,7755.44254771946,7,0,4,1,0,1,7,2467.11639112979,1809.37412347994,7,183,673,39,419,657,1117,322,2,1,1,109,1160
"Finland",174,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,721.274651311076,650.958944944985,585.666558082885,16,4,10,1,3,1,0,0,0,0,1,1,6,7,10,5,8,8,10,6,1,2.53504350446942,2.53504350446942,8,2,1
"Finland",174,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700.2066920094,0,664.157332324336,1,0,0,0,0,0,0,0,0,0,0,0,0,432.919712586132,0,0
"Finland",174,"Natural sponges other than raw","sponges",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.614542671041534,0.719730121415296,0,0.93010502216282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61310422814296
"Finland",174,"Other seaweeds and aquatic plants and products thereof","seaweeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,2,2,1,0,0,1,0,0,0,10,10,12,12,2,0,0,0,0,0,0,0
"Finland",174,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4855503634121,0,0,37.8445003458696,41.0345804104677,42.9429634542239,40.6400562866438
"Finland",174,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,12,6,4,5,25,11
"France",179,"Agar agar nei","seaweeds",64,63,52,44,52,114,75,58,54,72,46,73,156,108,0,0,0,0,43,54,61,71,105,91,113,67,105,74,128,98,82,91,70,118,140,156,149,187,170,112,137,137,74
"France",179,"Coral and the like","corals",25,5,76,41,12,34,3,3,6,6,8,3,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"Fish body oils, nei","fish_oil",5001,5075,4816,6393,3626,4429,6325,5806,5805,8394,7673,8715,13261,13378,13736,10757,14883,20004,20050,20445,15058,16816,10043,13265,19068,19414,17632,18570,17131,16523,19616,20448,26071,14927,18409,12693,18827,16911,19039,23903,21215,23632,22602
"France",179,"Fish liver oils, nei","fish_oil",344,300,157,165,356,308,359,503,485,417,792,924,1112,500,404,410,547,978,1483,754,739,701,642,713,587,266,321,342,213,125,359,312,238,269,755,667,360,437,1079,815,1218,1067,1127
"France",179,"Halibuts, liver oils","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.552149886645907,16,2.92499287318498,0,0,0,0,1.0077283201436,4,5.99702864647901,1,1.50167111605262,2,3,3.75270692596305,2,0,0,0,0,0,0,0
"France",179,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5370,8141,6512,420,161,171,265,1059,1233,1347,1505,2148,1408,1786,1796,2195,2717,5463,4186,1139,305,194,297,1320,507,358,477,409,327
"France",179,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,43,3,138,18,20,6,12,11,12,18,17,11,120,190,121,82,71,50,47,28,45,30,5,6
"France",179,"Natural sponges raw","sponges",46,55,60,62,67,66,61,66,58,75,78,59,65,49,262,65,59,39,20,12,22,54,43,29,46,44,34,32,35,28,31,40,31,101,21,19,22,16,23,18,19,27,25
"France",179,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,1,35.4387867401069,6,543,555,15,1,528,102,78,97,280,292,385,361,212,145,128,133,82,157,35,42,67,78,75,66,67,39
"France",179,"Other seaweeds and aquatic plants and products thereof","seaweeds",1242,1257,107,142,1791,1840,2025,1796,1837,323,395,291,3930,1702,2333,2563,3260,9649,4092,2086,6255,5366,5997,5760,5898,4997,3911,2485,2079,2587,3331,5252,3603,2397,3354,2894,0,0,0,0,0,0,0
"France",179,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911,914,823,973,991,715,622
"France",179,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1406,1818,1621,2292,4446,4504,5579
"France",179,"Shells nei","shells",1436,1295,1393,2471,2258,1437,1213,383,168,1318,2702,3601,228,4543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France",179,"Z_TOTAL","corals",25,5,76,41,12,34,3,3,6,6,8,3,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"French Polynesia",147,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3030401436215,2,636,880,1473
"French Polynesia",147,"Ornamental fish nei","ornamentals",2.37292753887182,1,1,2.39809465211119,2.40648368985764,2.4148727276041,2.32647520317968,0,2.3432532786726,0,0,0,0,0,2.58716062949308,0,0,0,0,0,0,0,3,12,20,34,48,56,53,47,37,27,35,27,24,21,0,0,0,0,0,0,0
"French Polynesia",147,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,15,29,21,14,12,18
"French Polynesia",147,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.3152155298217,12.897635626156,11.4800557224908,10.6014619215334,0,0,0,0,0,0,0,0
"French Polynesia",147,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275.811385232533,298.525604290669,311.465503982283,0,0,0,0
"French Polynesia",147,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,556,941,846,807,1276,1942,1828,2896,2520,2407,2381,1858,2129,2879,2600,3045,2211,2144,1557,310,163
"French Polynesia",147,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3030401436215,2,636,880,1473
"Georgia",74,"Fish body oils, nei","fish_oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,383,0,439,671,0,1593,1170,186,3296,4058,3550,3898,4250,5188
"Germany",176,"Agar agar nei","seaweeds",45,35,58,72,63,50,52,82,116,73,65,112,134,269,0,0,0,0,247,170,244,327,296,373,416,423,656,517,527,634,644,394,652,610,860,618,404,521,606,659,672,533,470
"Germany",176,"Fish body oils, nei","fish_oil",5743,4369,6152,3175,3064,4369,4079,3964,3243,2006,2583,2747,6200,11118,5480,7178,8564,3432,3747,16277,4355,3092,5911,3009,1666,5999,6603,7198,8958,4476,7440,8407,9349,8773,11428,10375,10603,10909,11004,11695,15075,14019,12775
"Germany",176,"Fish liver oils, nei","fish_oil",1085,491,264,421,410,244,220,127,117,83,81,33,252,193,450,220,138,118,172,149,161,143,108,48,80,153,217,259,334,271,303,351,313,339,381,437,442,364,521,413,315,225,246
"Germany",176,"Halibuts, liver oils","fish_oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,1,4,0,0.148363994348585,8,7,5,13,0,11,0,1,2,1,1.06897749978282,3,4,0,0,0
"Germany",176,"Miscellaneous corals and shells","shells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,251,428,294,315,480,300,173,128,194,166,105,311,378,175,427,562,272,527,196,471,350,356,328,365,466,450,402,537
"Germany",176,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,1,4,1,3,2,3,7,4,3,1,17,3,12,9.33275074825771,2,8,21,10,18,14,25,24,16
"Germany",176,"Natural sponges raw","sponges",1,2,2,2,5,1,1,2,2,3,5,3,6,12,5,4,11,54,6.06063369057158,1,2.16513347597826,4.32621203105241,4.06632100082923,1.79463834338716,0.682293233833938,0.388304040437568,2.58348075868492,0.448190753935648,1.04075380304252,1.19004073089777,1.13473867971381,0.567964180931817,1.02413457734588,3.38980211145925,1,1.91527148216325,3.25799412108056,2,1.23789288101333,1.31898348252218,0.615816331047384,0.287728974477808,0.777997534065072
"Germany",176,"Oils and fats of aquatic animals, nei","fish_oil",0,0,0,26,398,2,757,7715,8190,17185,10879,6218,7612,11009,10833,4681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany",176,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,33,6,41,14,34,2,6,4,25,21,9,1,2,3,3,3,5,5,2,3,3,2,2,3,4,2,2,2
"Germany",176,"Other seaweeds and aquatic plants and products thereof","seaweeds",0,0,0,0,0,0,0,0,0,0,0,0,41,22,42,40,47,69,144,97,164,127,132,111,124,91,81,84,146,130,140,161,262,127,223,285,0,0,0,0,0,0,0
"Germany",176,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,718,500,668,710,343,975
"Germany",176,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,209,250,233,706,1070,167
"Germany",176,"Shells nei","shells",215,204,109,205,251,249,260,234,224,207,172,232,170,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ghana",106,"Fish body oils, nei","fish_oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,34,135,43,30,13,0,295,391
"Ghana",106,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,47,68,22,23,5,0,0,0,0,0
"Ghana",106,"Miscellaneous corals and shells","shells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,26,0,11.565405402438,15,0,0,0,0,0,0,0,1,19,44,0,0,2,1,2,0,0,0
"Ghana",106,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0109920754027897,0.166939284945791,0.134031514702201,0.164075404387475,0.131167634143878,0.161211523829152,0.191255413514426,1.79509080142127,0,0.344338742499112,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ghana",106,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.4390941535507,79.7800059576193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,1,1
"Greece",80,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3527347188219,90.3470463254498,87.5925440433093,0,0,0,0,11,69.8514641461779,0,0,0,0,0,0,49.3977463187784,46.4757866291502,0,0,0,34.9135409262526,0,28.944028491379,26.0220688017507,0,20.4711998855992,17.3399184366099,0,0,0,5.56835097435123,2.93944174782882
"Greece",80,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,40,0,0,271,0,21,41,0,1,1,0,0,125,13.3416454037216,3,335,0,13.3416454037216,150,74,124
"Greece",80,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.912271481946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,4,4,4,6,2,0.395843402609957,1
"Greece",80,"Miscellaneous corals and shells","shells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,891,647,498,411,384,286,393,256,286,392,220,167,92,104,175,119,125,135,70,279,78,96,143,495,118,202,41,82
"Greece",80,"Natural sponges other than raw","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,423,280,362,82,51,243,161,195,149,216,26,21,37,195,129,27,12,24,12,10,11,9,9,68
"Greece",80,"Natural sponges raw","sponges",55,61,68,56,62,32,49,30,40,29,28,33,24,39,19,24,18,24,3,1,3.91042582325872,1,2,2,6,6,2,3,14,15,1,4,1,1,1,2,2,4,4,6,5,6,6
"Greece",80,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.069561810094,0,43,2,0,10,74,243,298,102,115,297,13,131.201365104374,31,303,214.057281890096,184,164.188898329036,709,38,0,0,0,0,0,0,0
"Greece",80,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,30,0,0,0,0,0,0,0,0,0,1,41.4519738278941,2,29.9028325745858,25.1852237653566,1,1,3,2.50972598571389,1,0,11,3,0,0,0,0,0,0,0
"Greece",80,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.811764705882353,1,0,1,1,2
"Greece",80,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,12,2,3,6
"Greece",80,"Shells nei","shells",210,203,195,130,141,112,182,120,354,456,1033,1200,819,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guadeloupe and Martinique",140,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,7,4,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guatemala",136,"Fish body oils, nei","fish_oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,44,0,628.679072713305,96,0,11,3,40,0.408454179116745,0.408454179116745,0,0,20,0.408454179116745,1
"Guatemala",136,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,21,2,1,0,0,0,0,0,0,0,0,1,2.67797679611181,1,2,0,5.29701480579888
"Guatemala",136,"Natural sponges raw","sponges",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2.15720137217734,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guatemala",136,"Ornamental fish nei","ornamentals",0,0,1,0,0,0,0,0,0,0,0,2,0,0,3.25146025147409,0,0,0,0,0,0,0,1,3.73582509319832,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
"Guatemala",136,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.20501107630879,2.25759136627929,2.31017165624978,3.70518243015694,3.08654747815909
"Guinea",194,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,0,0.554645970296022,0,0,0,0,0.956672058437846,0,3.15711627538973,3.31306348493273,4.60214057319526,0,0,0,0,0,0,0
"Guinea Bissau",193,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.281387082570248,0,0,0,0,0,0.587553740539612,0,0.710593179839023,0.740637069524297,0,0,0,0.797860968336522,0.953808177879523,1.04680372749366,0,0,0,0,0,0,0,0
"Guyana",167,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8091928195736,87.317191497159,88.0782027894256,0,0,0,0,89.2795921286961,80.0827186383503,171,80,81,51,69,60,68,86,23,61,103,28,21,2,9,4,3.63901729497091,1,6,4,13,7
"Haiti",114,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,134,207,204,320,266,215,145,158,113,78,40,39,35,14,47,38,39,13,30,37
"Haiti",114,"Miscellaneous corals and shells","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55858428282767,1,0,1,24,0,0,0,0,0,0,0,21,22,2,44,14,0,7
"Haiti",114,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7287661956073,53.352498992605,322.826331134535,214.560911168336,112.523450197468,108.779429022478,88.7885582944513,68.2561259146563,93.2148722833672,60.7680835646778,55.6701582602687,81.4412471066315,114.252637425977,151.396520959466,110.28474581249,103.291354726893,0,0,0,0,0,0,0
"Haiti",114,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0706967910271032,0,0,0,0.929191129794731,0,1.5315262291474,1.76199175997203,1.97192143469874,2.16424894705563,2.37593883801924
"Haiti",114,"Shells nei","shells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,1,2,72,35,24,0,0,0
"Haiti",114,"Z_TOTAL","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,134,207,204,320,266,215,145,158,113,78,40,39,35,14,47,38,39,13,30,37
"Honduras",133,"Coral and the like","corals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,830,75,200,4,0,19.166010444436,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Honduras",133,"Fish body oils, nei","fish_oil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,25,40,56,6,224,43,0,0,138,118,237,16,84,0,22,42,0
"Honduras",133,"Ornamental fish nei","ornamentals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,41,16,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"Honduras",133,"Z_TOTAL","corals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,830,75,200,4,0,19.166010444436,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iceland",143,"Capelin oil","fish_oil",22714,66736,68486,87433,80703,76807,33984,55,53895,122425,96629,79187,99342,53696,62986,28497,59779,98395,76562,68385,107845,105387,75000,74605,68242,88391,59294,104390,46091,29277,16126,9042,12040,8894,9878,21904,33631,21616,7878,9903,11996,10057,10460
"Iceland",143,"Cod liver oil","fish_oil",2049,2846,2487,2555,2687,1866,2330,3113,3765,2229,2930,2769,1518,1268,1447,1764,2338,1836,1075,1361,1698,1605,1504,1734,1738,1592,1774,1798,2117,1430,1196,1777,1789,2901,3387,3712,3948,2756,2385,2334,2169,2735,2703
"Iceland",143,"Coral and the like","corals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,58.4487706609946,0,1,15,3,39,9,3,0,0,0,0,0,0,0,0,0,0,0
"Iceland",143,"Fish body oils, nei","fish_oil",3680,1420,1074,857,310,347,908,567,339,1,3,256,194,0,0,0,745,1357,2288,353,675,694,177,2075,1075,2063,578,18960,9975,5831,5342,8940,7232,15131,13447,17787,11063,16121,15662,15514,15076,14815,25500
"Iceland",143,"Fish liver oils, nei","fish_oil",124,0,0,0,0,0,0,0,0,0,10,1,0,1,31,0,17,1,1,2,102,76,6,47,5,64,12,62,77,67,223,163,199,132,241,253,290,225,112,120,96,473,71
"Iceland",143,"Herring oil","fish_oil",57,0,196,500,0,311,163,1581,413,110,248,0,409,1527,2277,1650,9607,11773,9507,21107,28746,23868,13253,9272,7473,8998,4640,4678,7994,12293,19182,41545,32583,57882,31713,16570,9987,18142,10169,9570,12885,18627,11535
"Iceland",143,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,902,3708,1759,2772,10175,6153,7244,4723,5904,5454,3298,24,0,0,0,0,0,0,0
"Iceland",143,"Redfish oil","fish_oil",1045,414,716,182,1186,3017,1058,3346,1539,430,0,240,0,0,0,351,22,61,124,150,84,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,203,62,0
"Iceland",143,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179,12,24,4,4,2,65
"Iceland",143,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1816,4438,4255,3083,4958,5089,9091
"Iceland",143,"Z_TOTAL","corals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,58.4487706609946,0,1,15,3,39,9,3,0,0,0,0,0,0,0,0,0,0,0
"India",203,"Agar agar nei","seaweeds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2,8,5,9,10,11,15,25,20,66,189,110,92,135,86,106,184,210,163,148,166,112,111
"India",203,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,149,130,11,59,36,153,311,115,13,0,18,21,4,1,0,12,10,3
"India",203,"Coral and the like","corals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,48,42,114,20,47,0,77,0,0,276,12,9,0,0,1,0,0,50
"India",203,"Fish body oils, nei","fish_oil",189,45,262,823,402,373,405,68,518,352,105,60,18,467,252,267,116,30,40,0,10,4,0,58,3,18,1,72,101,218,2049,371,368,227,1541,2485,5632,2744,2063,484,260,30,26
"India",203,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,15,21,48,35,2.40961584520392,32,10,24,41,9,25,14,47,135,91,59,193,227,42,67,84,76,16,20,16,0,0,0
"India",203,"Miscellaneous corals and shells","shells",0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,931,641,2544,1438,1305,540,745,52,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"India",203,"Natural sponges nei","sponges",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,0,0,0,0,0,25,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0
"India",203,"Ornamental fish nei","ornamentals",3,2,1.55089893758429,0,1.03314901396016,1,0,2,2,1,4,2,1,8,8,24,4,32,8,39,11,30,20,27,64,65,57,135,53,31,71,81,77,77,43,80,81,4,0,0,0,0,0
"India",203,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,55,31,32,165,81
"India",203,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,34,4,1,117,23,281,133,123,132,100,126,603,1123,838,855,1129,184,0,0,0,0,0
