English_name,ISSCAAP_Group,Taxonomic_Code,Scientific_Name,Family,Order or higher taxa,,,,,
NA,76,6.05903E+11,Paraleptopentacta elongata,CUCUMARIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05903E+11,Pattalus mollis,CUCUMARIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05903E+11,Pseudocnus laevigatus,CUCUMARIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05903E+11,Staurocucumis liouvillei,CUCUMARIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05903E+11,Trachythyone muricata,CUCUMARIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05904E+11,Thyone fusus,PHYLLOPHORIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05905E+11,Psolidium poriferum,PSOLIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05905E+11,Psolus ephippifer,PSOLIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05905E+11,Psolus paradubiosus,PSOLIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Fuzzy sea cucumber,76,6.05905E+11,Psolus phantapus,PSOLIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05906E+11,Acaudina molpadioides,CAUDINIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05907E+11,Molpadia musculus,MOLPADIIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05908E+11,Pseudostichopus peripatus,PSEUDOSTICHOPODIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.05909E+11,Leptosynapta inhaerens,SYNAPTIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
NA,76,6.0591E+11,Paradota marionensis,CHIRIDOTIDAE,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Sea cucumbers NEI,76,6059XXXXXXXX,Holothuroidea,NA,ECHINODERMATA (HOLOTHUROIDEA),,,,,
Xenophyophores,77,6005XXXXXXXX,Xenophyophoroidea,NA,FORAMINIFERA,,,,,
NA,77,6.01101E+11,Mnemiopsis leidyi,BOLINOPSIDAE,CTENOPHORA,,,,,
Lion's mane jellyfish,77,6.03801E+11,Cyanea lamarckii,CYANEIDAE,CNIDARIA (SCYPHOZOA),,,,,
NA,77,6.03802E+11,Chrysaora hysoscella,PELAGIIDAE,CNIDARIA (SCYPHOZOA),,,,,
NA,77,6.03802E+11,Chrysaora plocamia,PELAGIIDAE,CNIDARIA (SCYPHOZOA),,,,,
Common jellyfish,77,6.03803E+11,Aurelia aurita,ULMARIDAE,CNIDARIA (SCYPHOZOA),,,,,
NA,77,6.03804E+11,Cassiopea medusa,CASSIOPEIDAE,CNIDARIA (SCYPHOZOA),,,,,
NA,77,6038051010XX,Catostylus spp,CATOSTYLIDAE,CNIDARIA (SCYPHOZOA),,,,,
NA,77,6.03806E+11,Nemopilema nomurai,RHIZOSTOMATIDAE,CNIDARIA (SCYPHOZOA),,,,,
NA,77,6.03806E+11,Rhopilema asamushi,RHIZOSTOMATIDAE,CNIDARIA (SCYPHOZOA),,,,,
NA,77,6.03806E+11,Rhopilema esculentum,RHIZOSTOMATIDAE,CNIDARIA (SCYPHOZOA),,,,,
NA,77,6.03806E+11,Rhopilema hispidum,RHIZOSTOMATIDAE,CNIDARIA (SCYPHOZOA),,,,,
NA,77,6.03806E+11,Rhopilema nomadica,RHIZOSTOMATIDAE,CNIDARIA (SCYPHOZOA),,,,,
Jellyfishes NEI,77,6038061014XX,Rhopilema spp,RHIZOSTOMATIDAE,CNIDARIA (SCYPHOZOA),,,,,
Cannonball jellyfish,77,6.03807E+11,Stomolophus meleagris,STOMOLOPHIDAE,CNIDARIA (SCYPHOZOA),,,,,
NA,77,6038XXXXXXXX,Scyphozoa,NA,CNIDARIA (SCYPHOZOA),,,,,
NA,77,6041XXXXXXXX,Graptolithoidea,NA,HEMICHORDATA (GRAPTOLITHOIDEA),,,,,
NA,77,6.07101E+11,Priapulus caudatus,PRIAPULIDAE,PRIAPULIDA,,,,,
NA,77,6.09101E+11,Brachionus calyciflorus,BRACHIONIDAE,ROTIFERA,,,,,
NA,77,6.09101E+11,Brachionus plicatilis,BRACHIONIDAE,ROTIFERA,,,,,
NA,77,6.09101E+11,Brachionus rotundiformis,BRACHIONIDAE,ROTIFERA,,,,,
Annelid worms,77,6101XXXXXXXX,Annelida,NA,ANELLIDA (OTHERS),,,,,
Sea mouse,77,6.10301E+11,Aphrodita aculeata,APHRODITIDAE,ANELLIDA (POLYCHAETA),,,,,
"Black lug, Runnydown",77,6.10302E+11,Arenicola defodiens,ARENICOLIDAE,ANELLIDA (POLYCHAETA),,,,,
Blow lugworm,77,6.10302E+11,Arenicola marina,ARENICOLIDAE,ANELLIDA (POLYCHAETA),,,,,
Gallery worm,77,6.10303E+11,Capitella capitata,CAPITELLIDAE,ANELLIDA (POLYCHAETA),,,,,
Bristleworms NEI,77,6.10303E+11,Notomastus latericeus,CAPITELLIDAE,ANELLIDA (POLYCHAETA),,,,,
Spoonworm,77,6.10304E+11,Echiurus echiurus,ECHIURIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.10305E+11,Eunice aphroditois,EUNICIDAE,ANELLIDA (POLYCHAETA),,,,,
Eunice sea-worms,77,6103051010XX,Eunice spp,EUNICIDAE,ANELLIDA (POLYCHAETA),,,,,
Iloilo mud worm,77,6.10305E+11,Marphysa iloiloensis,EUNICIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.10305E+11,Marphysa sanguinea,EUNICIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6103051014XX,Marphysa spp,EUNICIDAE,ANELLIDA (POLYCHAETA),,,,,
Bloodworm,77,6.10306E+11,Glycera dibranchiata,GLYCERIDAE,ANELLIDA (POLYCHAETA),,,,,
Thermiphione scaleworms,77,6103071010XX,Thermiphione spp,IPHIONIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.10308E+11,Lumbrineris latreilli,LUMBRINERIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.10308E+11,Scoletoma impatiens,LUMBRINERIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.10309E+11,Nephtys hombergii,NEPHTYIDAE,ANELLIDA (POLYCHAETA),,,,,
King ragworm,77,6.1031E+11,Alitta virens (formerly Nereis virens),NEREIDIDAE,ANELLIDA (POLYCHAETA),,,,,
Ragworm,77,6.1031E+11,Hediste diversicolor,NEREIDIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.1031E+11,Neanthes fucata,NEREIDIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.1031E+11,Neanthes kerguelensis,NEREIDIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.1031E+11,Perinereis cultrifera,NEREIDIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.1031E+11,Perinereis rullieri,NEREIDIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6103101022XX,Perinereis spp,NEREIDIDAE,ANELLIDA (POLYCHAETA),,,,,
Ricefield worm,77,6.1031E+11,Tylorrhynchus heterochetus,NEREIDIDAE,ANELLIDA (POLYCHAETA),,,,,
Ragworms NEI,77,6103101XXXXX,Nereididae,NEREIDIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.10311E+11,Ophelia bicornis,OPHELIIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.10311E+11,Diopatra cuprea,ONUPHIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.10311E+11,Diopatra neapolitana,ONUPHIDAE,ANELLIDA (POLYCHAETA),,,,,
Quill worm,77,6.10311E+11,Hyalinoecia tubicola,ONUPHIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.10311E+11,Nothria conchylega,ONUPHIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.10312E+11,Pectinaria californiensis,PECTINARIIDAE,ANELLIDA (POLYCHAETA),,,,,
Honeycomb worm,77,6.10313E+11,Sabellaria alveolata,SABELLARIIDAE,ANELLIDA (POLYCHAETA),,,,,
Mediterranean fanworm,77,6.10314E+11,Sabella spallanzanii,SABELLIDAE,ANELLIDA (POLYCHAETA),,,,,
Feather duster worm,77,6.10314E+11,Sabellastarte spectabilis,SABELLIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.10315E+11,Ditrupa arietina,SERPULIDAE,ANELLIDA (POLYCHAETA),,,,,
Australian tube worm,77,6.10315E+11,Ficopomatus enigmaticus,SERPULIDAE,ANELLIDA (POLYCHAETA),,,,,
Lacy tube worm,77,6.10315E+11,Filograna implexa,SERPULIDAE,ANELLIDA (POLYCHAETA),,,,,
Segmented worms NEI,77,6103151022XX,Serpula spp,SERPULIDAE,ANELLIDA (POLYCHAETA),,,,,
Serpulid tube worms,77,6103151XXXXX,Serpulidae,SERPULIDAE,ANELLIDA (POLYCHAETA),,,,,
Sand mason worm,77,6.10316E+11,Lanice conchilega,TEREBELLIDAE,ANELLIDA (POLYCHAETA),,,,,
NA,77,6.10316E+11,Thelepus cincinnatus,TEREBELLIDAE,ANELLIDA (POLYCHAETA),,,,,
Penis fish,77,6.10317E+11,Urechis unicinctus,URECHIDAE,ANELLIDA (POLYCHAETA),,,,,
Marine worms,77,6103XXXXXXXX,Polychaeta,NA,ANELLIDA (POLYCHAETA),,,,,
Peanut worm,77,6.10501E+11,Sipunculus nudus,SIPUNCULIDAE,ANELLIDA (SIPUNCULA),,,,,
NA,77,6.10502E+11,Golfingia elongata,GOLFINGIIDAE,ANELLIDA (SIPUNCULA),,,,,
NA,77,6.10502E+11,Phascolosoma arcuatum,PHASCOLOSOMATIDAE,ANELLIDA (SIPUNCULA),,,,,
Sea chervil,77,6.11101E+11,Alcyonidium diaphanum,ALCYONIDIIDAE,BRYOZOA,,,,,
NA,77,6.11101E+11,Alcyonidium parasiticum,ALCYONIDIIDAE,BRYOZOA,,,,,
NA,77,6.11102E+11,Arachnopusia inchoata,ARACHNOPUSIIDAE,BRYOZOA,,,,,
Rose-coral bryozoan,77,6.11103E+11,Pentapora foliacea,BITECTIPORIDAE,BRYOZOA,,,,,
NA,77,6.11104E+11,Malakosaria sinclairii,CALWELLIIDAE,BRYOZOA,,,,,
NA,77,6.11105E+11,Caberea darwinii,CANDIDAE,BRYOZOA,,,,,
NA,77,6.11106E+11,Galeopsis bullatus,CELLEPORIDAE,BRYOZOA,,,,,
NA,77,6.11107E+11,Eucratea loricata,EUCRATEIDAE,BRYOZOA,,,,,
NA,77,6.11108E+11,Carbasea ovoidea,FLUSTRIDAE,BRYOZOA,,,,,
Broad-leaved hornwrack,77,6.11108E+11,Flustra foliacea,FLUSTRIDAE,BRYOZOA,,,,,
NA,77,6.11108E+11,Isosecuriflustra angusta,FLUSTRIDAE,BRYOZOA,,,,,
Narrow-leaved hornwrack,77,6.11108E+11,Securiflustra securifrons,FLUSTRIDAE,BRYOZOA,,,,,
NA,77,6.11109E+11,Reteporella beaniana,PHIDOLOPORIDAE,BRYOZOA,,,,,
NA,77,6.1111E+11,Lageneschara lyrulata,ROMANCHEINIDAE,BRYOZOA,,,,,
NA,77,6.11111E+11,Pemmatoporella marginata,SMITTINIDAE,BRYOZOA,,,,,
NA,77,6.11111E+11,Smittina anecdota,SMITTINIDAE,BRYOZOA,,,,,
NA,77,6.11111E+11,Smittoidea ornatipectoralis,SMITTINIDAE,BRYOZOA,,,,,
Bryozoans,77,6111XXXXXXXX,Bryozoa,NA,BRYOZOA,,,,,
NA,77,6.12101E+11,Notosaria nigricans,NOTOSARIIDAE,BRACHIOPODA,,,,,
"Brachiopods, lamp shells",77,6121XXXXXXXX,Brachiopoda,NA,BRACHIOPODA,,,,,
Aquatic invertebrates NEI,77,6990XXXXXXXX,Invertebrata,NA,INVERTEBRATA AQUATICA MISCELL.,,,,,
Saddle oyster,81,3.50111E+11,Placuna ephippium,PLACUNIDAE,BIVALVIA,,,,,
Windowpane oyster,81,3.50111E+11,Placuna placenta,PLACUNIDAE,BIVALVIA,,,,,
Pearl oysters NEI,81,3501136010XX,Pinctada spp,PTERIIDAE,BIVALVIA,,,,,
Pearl oyster shells NEI,81,3501136010XX021,Ex Pinctada spp,PTERIIDAE,BIVALVIA,,,,,
Cape pearl-oyster,81,3.50114E+11,Pinctada capensis,PTERIIDAE,BIVALVIA,,,,,
Tiled pearl oyster,81,3.50114E+11,Pinctada chemnitzii,PTERIIDAE,BIVALVIA,,,,,
Japanese pearl oyster,81,3.50114E+11,Pinctada fucata,PTERIIDAE,BIVALVIA,,,,,
Atlantic pearl oyster,81,3.50114E+11,Pinctada imbricata,PTERIIDAE,BIVALVIA,,,,,
Spotted pearl oyster,81,3.50114E+11,Pinctada maculata,PTERIIDAE,BIVALVIA,,,,,
Blacklip pearl oyster,81,3.50114E+11,Pinctada margaritifera,PTERIIDAE,BIVALVIA,,,,,
Silverlip pearl oyster,81,3.50114E+11,Pinctada maxima,PTERIIDAE,BIVALVIA,,,,,
Mazatlan pearl oyster,81,3.50114E+11,Pinctada mazatlanica,PTERIIDAE,BIVALVIA,,,,,
Rayed pearl oyster,81,3.50114E+11,Pinctada radiata,PTERIIDAE,BIVALVIA,,,,,
Fringed pearl oyster,81,3.50114E+11,Pinctada sugillata,PTERIIDAE,BIVALVIA,,,,,
Swift wing oyster,81,3.50114E+11,Pteria avicular,PTERIIDAE,BIVALVIA,,,,,
European wing oyster,81,3.50114E+11,Pteria hirundo,PTERIIDAE,BIVALVIA,,,,,
Penguin wing oyster,81,3.50114E+11,Pteria penguin,PTERIIDAE,BIVALVIA,,,,,
Western wing oyster,81,3.50114E+11,Pteria sterna,PTERIIDAE,BIVALVIA,,,,,
Wing oysters NEI,81,3501136018XX,Pteria spp,PTERIIDAE,BIVALVIA,,,,,
Freshwater mussel shells,81,3501196XXXXX021,Ex Unionidae,UNIONIDAE,BIVALVIA,,,,,
Trochus shells NEI,81,3701118046XX021,Ex Trochus spp,TROCHIDAE,GASTROPODA,,,,,
Turban shells NEI,81,3701142038XX021,Ex Turbo spp,TURBINIDAE,GASTROPODA,,,,,
Marine shells NEI,81,3990XXXXXXXX021,Ex Mollusca,NA,MOLLUSCA MISCELLANEA,,,,,
Cnidarians NEI,82,6031XXXXXXXX,Cnidaria,NA,CNIDARIA (OTHERS),,,,,
NA,82,6032XXXXXXXX,Anthozoa,NA,CNIDARIA (ANTHOZOA),,,,,
Girdle anemone,82,6.03301E+11,Actinia cari,ACTINIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Beadlet anemone,82,6.03301E+11,Actinia equina,ACTINIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Snakelocks anemone,82,6.03301E+11,Anemonia sulcata,ACTINIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Deeplet sea anemone,82,6.03301E+11,Bolocera tuediae,ACTINIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6033011018XX,Bolocera spp,ACTINIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Golden anemone,82,6.03301E+11,Condylactis aurantiaca,ACTINIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03301E+11,Glyphoperidium bursa,ACTINIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Northern red anemone,82,6.03301E+11,Urticina felina,ACTINIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Spotted swimming anemone,82,6.03302E+11,Stomphia coccinea,ACTINOSTOLIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6033021XXXXX,Actinostolidae,ACTINOSTOLIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03303E+11,Capnea georgiana,CAPNEIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03304E+11,Actinauge richardi,HORMATHIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Mantle anemone,82,6.03304E+11,Calliactis palliata,HORMATHIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Hermit anemone,82,6.03304E+11,Calliactis parasitica,HORMATHIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Maned sea anemone,82,6.03304E+11,Hormathia digitata,HORMATHIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6033041XXXXX,Hormathiidae,HORMATHIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6033051010XX,Liponema spp,LIPONEMATIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03306E+11,Metridium dianthus,METRIDIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Black coral,82,6.03307E+11,Antipathes dichotoma,ANTIPATHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03307E+11,Antipathes furcata,ANTIPATHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
"Umimatsu, pine coral",82,6.03307E+11,Antipathes grandis,ANTIPATHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03307E+11,Antipathes rhipidion,ANTIPATHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6033071010XX,Antipathes spp,ANTIPATHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Wire coral,82,6033071014XX,Cirrhipathes spp,ANTIPATHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Black wire coral,82,6.03307E+11,Stichopathes luetkeni,ANTIPATHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03307E+11,Stichopathes pourtalesi,ANTIPATHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6033071018XX,Stichopathes spp,ANTIPATHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03308E+11,Stauropathes arctica,SCHIZOPATHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03309E+11,Stylopathes americana,STYLOPATHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Branch coral,82,6.0331E+11,Acropora florida,ACROPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Finger coral,82,6.0331E+11,Acropora humilis,ACROPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Brush coral,82,6.0331E+11,Acropora hyacinthus,ACROPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Staghorn coral,82,6.0331E+11,Acropora muricata,ACROPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Catch bowl coral,82,6.0331E+11,Isopora palifera,ACROPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Lettuce coral,82,6.03311E+11,Agaricia agaricites,AGARICIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Hat coral,82,6.03311E+11,Agaricia fragilis,AGARICIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Sheet coral,82,6.03311E+11,Agaricia lamarcki,AGARICIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Lettuce-leaf coral,82,6.03311E+11,Agaricia tenuifolia,AGARICIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Ice-cube tray coral,82,6.03311E+11,Gardineroseris planulata,AGARICIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Sunray lettuce coral,82,6.03311E+11,Helioseris cucullata,AGARICIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Leaf coral,82,6.03311E+11,Leptoseris papyracea,AGARICIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Shoulderblade coral,82,6.03311E+11,Pavona clavus,AGARICIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Cactus coral,82,6.03311E+11,Pavona decussata,AGARICIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Pillar coral,82,6.03311E+11,Pavona gigantea,AGARICIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Fungus coral,82,6.03311E+11,Pavona varians,AGARICIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Devonshire cup coral,82,6.03312E+11,Caryophyllia smithii,CARYOPHYLLIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03312E+11,Desmophyllum dianthus,CARYOPHYLLIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03312E+11,Desmophyllum pertusum,CARYOPHYLLIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Bushy hard coral,82,6.03312E+11,Goniocorella dumosa,CARYOPHYLLIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03312E+11,Solenosmilia variabilis,CARYOPHYLLIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03312E+11,Stephanocyathus platypus,CARYOPHYLLIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03313E+11,Enallopsammia rostrata,DENDROPHYLLIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Brain trumpet coral,82,6.03314E+11,Euphyllia glabrescens,EUPHYLLIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03316E+11,Flabellum alabastrum,FLABELLIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03316E+11,Flabellum angulare,FLABELLIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Splitting fan coral,82,6.03316E+11,Flabellum macandrewi,FLABELLIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Flabellum cup corals NEI,82,6033161010XX,Flabellum spp,FLABELLIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Rough feather coral,82,6.03317E+11,Ctenactis echinata,FUNGIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Curved mushroom coral,82,6.03317E+11,Cycloseris curvata,FUNGIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Distorted mushroom coral,82,6.03317E+11,Cycloseris distorta,FUNGIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Spiny mushroom coral,82,6.03317E+11,Danafungia horrida,FUNGIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Common mushroom coral,82,6.03317E+11,Fungia fungites,FUNGIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Bowl coral,82,6.03317E+11,Halomitra pileus,FUNGIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Elongate mushroom coral,82,6.03317E+11,Pleuractis paumotensis,FUNGIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Feather coral,82,6.03317E+11,Polyphyllia talpina,FUNGIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Brain root coral,82,6.03318E+11,Lobophyllia corymbosa,LOBOPHYLLIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Largebrain root coral,82,6.03318E+11,Lobophyllia hemprichii,LOBOPHYLLIIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Madrepora coral,82,6.03319E+11,Madrepora oculata,MADREPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Head coral,82,6.0332E+11,Dipsastraea favus,MERULINIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Merulina coral,82,6.0332E+11,Merulina ampliata,MERULINIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Common lettuce coral,82,6.0332E+11,Pectinia lactuca,MERULINIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Brain coral,82,6.0332E+11,Platygyra daedalea,MERULINIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03321E+11,Oculina virgosa,OCULINIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Cauliflower coral,82,6.03322E+11,Pocillopora damicornis,POCILLOPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Elkhorn cora,82,6.03322E+11,Pocillopora grandis,POCILLOPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Brocoli coral,82,6.03322E+11,Pocillopora meandrina,POCILLOPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Rasp coral,82,6.03322E+11,Pocillopora verrucosa,POCILLOPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Birdsnest coral,82,6.03322E+11,Seriatopora caliendrum,POCILLOPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Thin birdsnest coral,82,6.03322E+11,Seriatopora hystrix,POCILLOPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Smooth cauliflower coral,82,6.03322E+11,Stylophora pistillata,POCILLOPORIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Smooth star coral,82,6.03323E+11,Porites lobata,PORITIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Small star coral,82,6.03323E+11,Porites panamensis,PORITIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
American zoanthis,82,6.03325E+11,Epizoanthus papillosus,EPIZOANTHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
NA,82,6.03326E+11,Pachycerianthus borealis,CERIANTHIDAE,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
"Hard corals, madrepores NEI",82,6033XXXXXXXX002,Scleractinia,NA,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Black corals and thorny corals,82,6033XXXXXXXX004,Antipatharia,NA,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Zoanthids,82,6033XXXXXXXX005,Zoantharia,NA,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Sea anemones,82,6033XXXXXXXX006,Actiniaria,NA,CNIDARIA (ANTHOZOA) HEXACORALLIA,,,,,
Dead-man's fingers,82,6.03411E+11,Alcyonium digitatum,ALCYONIIDAE,CNIDARIA (ANTHOZOA) OCTOCORALLIA,,,,,
NA,82,6.03411E+11,Anthothela grandiflora,ALCYONIIDAE,CNIDARIA (ANTHOZOA) OCTOCORALLIA,,,,,
Sea strawberry,82,6.03411E+11,Gersemia rubiformis,ALCYONIIDAE,CNIDARIA (ANTHOZOA) OCTOCORALLIA,,,,,
Soft corals,82,6034111XXXXX,Alcyoniidae (Octocorallia),ALCYONIIDAE,CNIDARIA (ANTHOZOA) OCTOCORALLIA,,,,,
NA,82,6.03412E+11,Duva florida,CAPNELLIDAE,CNIDARIA (ANTHOZOA) OCTOCORALLIA,,,,,
Sea plume,82,6.03412E+11,Antillogorgia elisabethae,GORGONIIDAE,CNIDARIA (ANTHOZOA) OCTOCORALLIA,,,,,
