iucn_sid,kingdom,phylum,class,order,family,genus,sciname,population,category
727,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Neomicroxus,Neomicroxus bogotensis,NA,LC
728,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon boliviensis,NA,LC
729,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon budini,NA,LC
730,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon cursor,NA,LC
731,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon dayi,NA,LC
733,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon fumeus,NA,LC
735,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix illutea,NA,LC
736,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon iniscatus,NA,LC
737,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon juninensis,NA,LC
738,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Deltamys,Deltamys kempi,NA,LC
739,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon kofordi,NA,LC
740,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix lanosus,NA,LC
741,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Neomicroxus,Neomicroxus latebricola,NA,VU
742,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon lindberghi,NA,DD
743,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix longipilis,NA,LC
746,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon mimus,NA,LC
747,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon molinae,NA,LC
748,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon mollis,NA,LC
750,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Thaptomys,Thaptomys nigrita,NA,LC
751,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix olivaceus,NA,LC
752,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon orophilus,NA,LC
753,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon lutescens,NA,LC
754,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix sanborni,NA,NT
755,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon sanctipaulensis,NA,DD
756,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon serrensis,NA,LC
757,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon siberiae,NA,NT
758,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon simulator,NA,LC
760,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon subfuscus,NA,LC
761,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon surdus,NA,VU
762,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon sylvanus,NA,LC
763,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon toba,NA,LC
764,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon torques,NA,LC
765,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Necromys,Necromys urichi,NA,LC
766,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon varius,NA,DD
772,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Alaena,Alaena margaritacea,NA,VU
773,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta arcula,NA,EN
774,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta atropurpurea,NA,EN
775,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta heterodon,NA,VU
776,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta raveneliana,NA,CR
777,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta robusta,NA,EX
778,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta wrightiana,NA,EX
779,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta marginata,NA,LC
780,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta mccordi,NA,EX
781,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta varicosa,NA,VU
787,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Alburnus,Alburnus akili,NA,EX
788,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Alburnus,Alburnus albidus,NA,VU
789,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Alburnus,Alburnus alburnus,NA,LC
790,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Alburnus,Alburnus heckeli,NA,LC
809,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. swaynei,NA,EN
810,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. tora,NA,CR
811,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus,NA,LC
812,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. lichtensteinii,NA,LC
813,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. buselaphus,NA,EX
814,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. caama,NA,LC
815,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. cokii,NA,LC
816,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. lelwel,NA,EN
817,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. major,NA,VU
840,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Algyroides,Algyroides marchi,NA,EN
843,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Alionycteris,Alionycteris paucidentata,NA,LC
850,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga tetradactyla,NA,DD
851,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga balikunica,NA,LC
852,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga bullata,NA,LC
854,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga euphratica,NA,NT
855,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga firouzi,NA,DD
856,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga hotsoni,NA,LC
857,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga major,NA,LC
858,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga severtzovi,NA,LC
859,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga sibirica,NA,LC
860,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga vinogradovi,NA,NT
861,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactodipus,Allactodipus bobrinskii,NA,LC
862,ANIMALIA,ARTHROPODA,MALACOSTRACA,ANASPIDACEA,ANASPIDIDAE,Allanaspides,Allanaspides helonomus,NA,VU
863,ANIMALIA,ARTHROPODA,MALACOSTRACA,ANASPIDACEA,ANASPIDIDAE,Allanaspides,Allanaspides hickmani,NA,VU
865,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Allenopithecus,Allenopithecus nigroviridis,NA,LC
867,ANIMALIA,CHORDATA,REPTILIA,CROCODYLIA,ALLIGATORIDAE,Alligator,Alligator sinensis,NA,CR
868,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Allocebus,Allocebus trichotis,NA,VU
869,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Allocharopa,Allocharopa erskinensis,NA,VU
870,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Allocharopa,Allocharopa okeana,NA,LR/nt
871,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Allocharopa,Allocharopa tarravillensis,NA,LR/nt
872,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Haplochromis,Haplochromis welcommei,NA,VU
873,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Allocrangonyx,Allocrangonyx hubrichti,NA,VU
874,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Allocrangonyx,Allocrangonyx pellucidus,NA,VU
875,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Allocricetulus,Allocricetulus eversmanni,NA,LC
876,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Allodiaptomus,Allodiaptomus satanas,NA,VU
877,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Allognathus,Allognathus graellsianus,NA,LC
879,ANIMALIA,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,Alloperla,Alloperla roberti,NA,EX
881,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Allotoca,Allotoca maculata,NA,CR
882,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides caledoni,NA,VU
883,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides dentatis,NA,VU
884,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides egerides,NA,LC
885,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides lutescens,NA,VU
886,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides carolynnae,NA,VU
887,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides kaplani,NA,VU
888,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides merces,NA,VU
889,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides nollothi,NA,LC
890,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides nubilus,NA,EN
891,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides pringlei,NA,VU
892,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides rossouwi,NA,VU
896,ANIMALIA,ARTHROPODA,BRANCHIOPODA,DIPLOSTRACA,CHYDORIDAE,Alona,Alona sketi,NA,VU
897,ANIMALIA,ARTHROPODA,BRANCHIOPODA,DIPLOSTRACA,CHYDORIDAE,Alona,Alona hercegovinae,NA,VU
898,ANIMALIA,ARTHROPODA,BRANCHIOPODA,DIPLOSTRACA,CHYDORIDAE,Alona,Alona smirnovi,NA,VU
899,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,Vulpes lagopus,NA,LC
900,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Alopia,Alopia bielzii ssp. clathrata,NA,LR/nt
903,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Alosa alosa,NA,LC
904,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Alosa fallax,NA,LC
905,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Alosa macedonica,NA,VU
906,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Alosa maeotica,NA,LC
907,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Alosa immaculata,NA,VU
908,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Alosa alabamae,NA,DD
914,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta pigra,NA,EN
918,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta ululata,NA,EN
919,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta palliata ssp. aequatorialis,NA,VU
922,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta seniculus ssp. juara,NA,LC
925,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta palliata ssp. mexicana,NA,CR
928,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALSODIDAE,Alsodes,Alsodes barrioi,NA,EN
929,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALSODIDAE,Alsodes,Alsodes montanus,NA,VU
930,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALSODIDAE,Alsodes,Alsodes nodosus,NA,NT
932,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALSODIDAE,Alsodes,Alsodes vanzolinii,NA,CR
939,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Alsophis,Alsophis antiguae,NA,CR
940,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Hypsirhynchus,Hypsirhynchus ater,NA,CR
941,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Alsophis,Alsophis rijgersmaei,NA,EN
942,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,DIPSADIDAE,Alsophis,Alsophis rufiventris,NA,VU
948,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola albicaudus,NA,DD
949,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola argentatus,NA,LC
950,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola barakshin,NA,LC
951,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola lemminus,NA,LC
952,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola macrotis,NA,LC
953,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola montosa,NA,VU
954,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola roylei,NA,NT
955,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola semicanus,NA,LC
956,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola stoliczkanus,NA,LC
958,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola strelzowi,NA,LC
959,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Alticola,Alticola tuvinicus,NA,LC
977,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Alytes,Alytes muletensis,NA,VU
979,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ALYTIDAE,Alytes,Alytes dickhilleni,NA,VU
980,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,HYDROBIIDAE,Alzoniella,Alzoniella hartwigschuetti,NA,NT
984,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,MEGAPODAGRIONIDAE,Amanipodagrion,Amanipodagrion gilliesi,NA,CR
985,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra cylindrica,NA,CR
986,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra micans,NA,CR
987,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra rubens,NA,CR
988,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra spirizona,NA,CR
989,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra albolabris,NA,EX
990,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra cornea,NA,EX
991,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra crassilabrum,NA,EX
992,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra elongata,NA,EX
993,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra forbesi,NA,EX
994,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra pellucida,NA,EX
995,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra porcus,NA,EX
996,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra reticulata,NA,EX
997,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra subrostrata,NA,EX
998,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra subsoror,NA,EX
999,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra tenuispira,NA,EX
1000,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,AMASTRIDAE,Amastra,Amastra umbilicata,NA,EX
1001,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Amauris,Amauris comorana,NA,EN
1002,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Amauris,Amauris nossima,NA,VU
1003,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Amauris,Amauris phoedon,NA,VU
1074,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,AMBASSIDAE,Ambassis,Ambassis agassizii,NA,DD
1075,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,AMBASSIDAE,Ambassis,Ambassis elongatus,NA,LR/lc
1076,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Amblema,Amblema neislerii,NA,CR
1078,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CENTRARCHIDAE,Ambloplites,Ambloplites cavifrons,NA,LC
1079,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCOPSIFORMES,AMBLYOPSIDAE,Amblyopsis,Amblyopsis rosae,NA,NT
1080,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCOPSIFORMES,AMBLYOPSIDAE,Amblyopsis,Amblyopsis spelaea,NA,NT
1086,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Amblyrhynchus,Amblyrhynchus cristatus,NA,VU
1087,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,Neamblysomus gunningi,NA,EN
1089,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,CHRYSOCHLORIDAE,Neamblysomus,Neamblysomus julianae,NA,EN
1093,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,Ambystoma lermaense,NA,EN
1095,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,Ambystoma mexicanum,NA,CR
1098,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,Ambystoma californiense,NA,VU
1099,ANIMALIA,CHORDATA,AMPHIBIA,CAUDATA,AMBYSTOMATIDAE,Ambystoma,Ambystoma cingulatum,NA,VU
1117,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Ameca,Ameca splendens,NA,EW
1118,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Pholidoscelis,Pholidoscelis polops,NA,EN
1119,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Pholidoscelis,Pholidoscelis cineraceus,NA,EX
1120,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TEIIDAE,Pholidoscelis,Pholidoscelis major,NA,DD
1137,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Ametrida,Ametrida centurio,NA,LC
1140,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Ammodillus,Ammodillus imbellis,NA,DD
1141,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Ammodorcas,Ammodorcas clarkei,NA,VU
1146,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,MEGOMPHICIDAE,Ammonitella,Ammonitella yatesii,NA,VU
1147,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,STENOPELMATIDAE,Ammopelmatus,Ammopelmatus kelsoensis,NA,VU
1148,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,STENOPELMATIDAE,Ammopelmatus,Ammopelmatus muwu,NA,VU
1149,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Ammospermophilus,Ammospermophilus nelsoni,NA,EN
1151,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Ammotragus,Ammotragus lervia,NA,VU
1154,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,FURIPTERIDAE,Amorphochilus,Amorphochilus schnablii,NA,VU
1158,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACAVIDAE,Ampelita,Ampelita julii,NA,EN
1159,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACAVIDAE,Ampelita,Ampelita soulaiana,NA,VU
1160,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACAVIDAE,Ampelita,Ampelita fulgurata,NA,EN
1164,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,NEOCYCLOTIDAE,Amphicyclotulus,Amphicyclotulus guadeloupensis,NA,EX
1165,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,NEOCYCLOTIDAE,Amphicyclotulus,Amphicyclotulus liratus,NA,VU
1166,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,NEOCYCLOTIDAE,Amphicyclotulus,Amphicyclotulus perplexus,NA,VU
1167,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Amphidromus,Amphidromus cognatus,NA,LR/nt
1168,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Amphigyra,Amphigyra alabamensis,NA,EX
1169,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AMPHIPTERYGIDAE,Amphipteryx,Amphipteryx agrioides,NA,DD
1170,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,FERUSSACIIDAE,Amphorella,Amphorella melampoides,NA,LC
1172,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,FERUSSACIIDAE,Amphorella,Amphorella iridescens,NA,VU
1173,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Amplirhagada,Amplirhagada astuta,NA,EN
1174,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Amplirhagada,Amplirhagada elevata,NA,LR/lc
1175,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Amplirhagada,Amplirhagada herbertena,NA,DD
1176,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Amplirhagada,Amplirhagada montalivetensis,NA,LR/nt
1178,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Amplirhagada,Amplirhagada questroana,NA,EN
1181,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Amyda,Amyda cartilaginea,NA,VU
1190,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Anabarilius,Anabarilius polylepis,NA,EN
1199,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Anaecypris,Anaecypris hispanica,NA,EN
1256,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PALUDOMIDAE,Anceya,Anceya giraudi,NA,LC
1257,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PALUDOMIDAE,Anceya,Anceya terebriformis,NA,DD
