iucn_sid,code,habitat,suitability,season,majorimportance,api_error,param_id
22713811,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22713811,2.1,Savanna - Dry,Suitable,resident,No,NA,NA
22713811,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,No,NA,NA
22713815,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22713815,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22713825,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22713825,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22713830,2.1,Savanna - Dry,Suitable,resident,Yes,NA,NA
22713830,2.2,Savanna - Moist,Suitable,resident,No,NA,NA
22713830,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
22713830,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22713830,4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,Suitable,resident,No,NA,NA
22713830,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,resident,No,NA,NA
22713834,2.1,Savanna - Dry,Suitable,resident,Yes,NA,NA
22713834,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
22713842,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22713842,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,No,NA,NA
22713842,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22713842,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,resident,No,NA,NA
22713842,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22713842,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,resident,No,NA,NA
22713847,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22713847,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22713847,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22713847,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,Yes,NA,NA
22713847,5.1,Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls),Suitable,resident,No,NA,NA
22713868,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22713868,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22713868,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22713868,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22713876,2.1,Savanna - Dry,Suitable,resident,Yes,NA,NA
22713876,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
22713890,2.1,Savanna - Dry,Suitable,resident,Yes,NA,NA
22713890,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,No,NA,NA
22713899,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
22713899,6,"Rocky areas (eg. inland cliffs, mountain peaks)",Suitable,resident,Yes,NA,NA
22713904,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22713904,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,resident,Yes,NA,NA
22713910,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22713910,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,No,NA,NA
22713910,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22713910,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22713910,2.1,Savanna - Dry,Suitable,resident,No,NA,NA
22713915,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22713915,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,resident,Yes,NA,NA
22713919,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,Yes,NA,NA
22713919,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22713934,14.1,Artificial/Terrestrial - Arable Land,Suitable,resident,No,NA,NA
22713934,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22713934,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22713934,14.5,Artificial/Terrestrial - Urban Areas,Suitable,resident,No,NA,NA
22713934,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
22713934,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22713934,1.8,Forest - Subtropical/Tropical Swamp,Suitable,resident,No,NA,NA
22713934,2.1,Savanna - Dry,Suitable,resident,Yes,NA,NA
22713934,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,No,NA,NA
22713939,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22713939,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,No,NA,NA
22713939,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22713939,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,resident,Yes,NA,NA
22713939,2.1,Savanna - Dry,Suitable,resident,No,NA,NA
22713939,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,No,NA,NA
22713939,4.5,Grassland - Subtropical/Tropical Dry,Suitable,resident,No,NA,NA
22713944,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,Yes,NA,NA
22713944,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22713944,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,resident,No,NA,NA
22713949,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22713949,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,resident,No,NA,NA
22713953,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22713957,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22713976,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,resident,Yes,NA,NA
22713989,14.1,Artificial/Terrestrial - Arable Land,Suitable,resident,No,NA,NA
22713989,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,Yes,NA,NA
22713989,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22713989,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,No,NA,NA
22713989,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22713989,2.1,Savanna - Dry,Suitable,resident,No,NA,NA
22714000,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714000,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714005,14.3,Artificial/Terrestrial - Plantations,Suitable,non-breeding,Yes,NA,NA
22714005,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714018,14.1,Artificial/Terrestrial - Arable Land,Suitable,resident,No,NA,NA
22714018,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22714018,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22714018,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714018,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714023,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22714023,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22714023,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714023,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714027,1.4,Forest - Temperate,Suitable,breeding,Yes,NA,NA
22714027,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,breeding,No,NA,NA
22714027,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,non-breeding,No,NA,NA
22714027,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,non-breeding,Yes,NA,NA
22714030,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,breeding,No,NA,NA
22714030,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,non-breeding,No,NA,NA
22714030,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,breeding,No,NA,NA
22714030,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,non-breeding,No,NA,NA
22714030,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,breeding,No,NA,NA
22714030,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,non-breeding,No,NA,NA
22714030,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,breeding,No,NA,NA
22714030,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,non-breeding,No,NA,NA
22714033,1.4,Forest - Temperate,Suitable,breeding,No,NA,NA
22714033,1.4,Forest - Temperate,Suitable,non-breeding,No,NA,NA
22714033,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,breeding,No,NA,NA
22714033,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,non-breeding,No,NA,NA
22714033,14.5,Artificial/Terrestrial - Urban Areas,Suitable,breeding,No,NA,NA
22714033,14.5,Artificial/Terrestrial - Urban Areas,Suitable,non-breeding,No,NA,NA
22714033,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,breeding,No,NA,NA
22714033,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,non-breeding,No,NA,NA
22714033,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,breeding,No,NA,NA
22714033,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,non-breeding,No,NA,NA
22714037,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22714037,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714037,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714040,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22714040,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22714040,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714043,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22714043,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22714043,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714043,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714047,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714053,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714053,2.2,Savanna - Moist,Suitable,resident,No,NA,NA
22714053,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714053,4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,Suitable,resident,No,NA,NA
22714056,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714056,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714060,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714060,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714060,4.7,Grassland - Subtropical/Tropical High Altitude,Suitable,resident,No,NA,NA
22714068,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714068,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714068,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714068,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,resident,No,NA,NA
22714071,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714075,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714078,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22714078,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714078,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,Yes,NA,NA
22714082,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714082,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,resident,Yes,NA,NA
22714082,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714085,14.1,Artificial/Terrestrial - Arable Land,Suitable,resident,No,NA,NA
22714085,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22714085,14.5,Artificial/Terrestrial - Urban Areas,Suitable,resident,No,NA,NA
22714085,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714085,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,resident,No,NA,NA
22714085,2.1,Savanna - Dry,Suitable,resident,No,NA,NA
22714085,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714088,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714088,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,resident,No,NA,NA
22714088,2.1,Savanna - Dry,Suitable,resident,No,NA,NA
22714088,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714100,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714103,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714107,14.1,Artificial/Terrestrial - Arable Land,Suitable,resident,No,NA,NA
22714107,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22714107,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714107,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714107,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714110,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714110,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714110,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714115,14.1,Artificial/Terrestrial - Arable Land,Suitable,resident,No,NA,NA
22714115,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714115,2.1,Savanna - Dry,Suitable,resident,No,NA,NA
22714115,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,resident,No,NA,NA
22714115,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714119,14.1,Artificial/Terrestrial - Arable Land,Suitable,resident,No,NA,NA
22714119,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714119,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714119,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22714119,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714124,14.1,Artificial/Terrestrial - Arable Land,Suitable,resident,No,NA,NA
22714124,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714124,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,resident,No,NA,NA
22714131,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714136,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714136,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714140,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714151,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714151,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714151,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22714151,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714155,14.1,Artificial/Terrestrial - Arable Land,Suitable,resident,No,NA,NA
22714155,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22714155,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714155,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714159,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714159,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714163,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714163,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,resident,Yes,NA,NA
22714168,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714168,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714172,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714176,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714180,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714180,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714185,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22714185,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,breeding,Yes,NA,NA
22714191,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714191,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22714196,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714199,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714199,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714199,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22714205,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714205,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714205,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22714208,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714208,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714212,1.4,Forest - Temperate,Suitable,breeding,No,NA,NA
22714212,1.4,Forest - Temperate,Suitable,non-breeding,No,NA,NA
22714212,14.3,Artificial/Terrestrial - Plantations,Suitable,breeding,No,NA,NA
22714212,14.3,Artificial/Terrestrial - Plantations,Suitable,non-breeding,No,NA,NA
22714212,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,breeding,No,NA,NA
22714212,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,non-breeding,No,NA,NA
22714212,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,breeding,No,NA,NA
22714212,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,non-breeding,No,NA,NA
22714212,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,breeding,No,NA,NA
22714212,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,non-breeding,No,NA,NA
22714212,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,breeding,No,NA,NA
22714212,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,non-breeding,No,NA,NA
22714212,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,breeding,No,NA,NA
22714212,3.5,Shrubland - Subtropical/Tropical Dry,Suitable,non-breeding,No,NA,NA
22714212,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,breeding,No,NA,NA
22714212,3.8,Shrubland - Mediterranean-type Shrubby Vegetation,Suitable,non-breeding,No,NA,NA
22714212,4.5,Grassland - Subtropical/Tropical Dry,Suitable,breeding,No,NA,NA
22714212,4.5,Grassland - Subtropical/Tropical Dry,Suitable,non-breeding,No,NA,NA
22714223,1.4,Forest - Temperate,Suitable,resident,No,NA,NA
22714223,14.5,Artificial/Terrestrial - Urban Areas,Unknown,unknown,NA,NA,NA
22714223,3.4,Shrubland - Temperate,Suitable,resident,No,NA,NA
22714226,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714229,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714234,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714238,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714238,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22714238,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714242,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22714242,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22714242,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714242,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714242,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22714246,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714246,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22714254,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22714254,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714254,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714254,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714258,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714258,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,resident,No,NA,NA
22714261,14.1,Artificial/Terrestrial - Arable Land,Suitable,resident,No,NA,NA
22714261,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22714261,14.4,Artificial/Terrestrial - Rural Gardens,Suitable,resident,No,NA,NA
22714261,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714261,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714261,2.1,Savanna - Dry,Suitable,resident,No,NA,NA
22714261,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714261,4.6,Grassland - Subtropical/Tropical Seasonally Wet/Flooded,Suitable,resident,No,NA,NA
22714267,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714267,1.7,Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level,Suitable,resident,Yes,NA,NA
22714271,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714271,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714275,14.3,Artificial/Terrestrial - Plantations,Suitable,resident,No,NA,NA
22714275,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714282,14.5,Artificial/Terrestrial - Urban Areas,Suitable,resident,No,NA,NA
22714282,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714282,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714285,14.1,Artificial/Terrestrial - Arable Land,Suitable,resident,No,NA,NA
22714285,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714285,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22714290,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714295,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714299,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714303,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714307,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,resident,No,NA,NA
22714307,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714307,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,resident,No,NA,NA
22714311,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714315,14.1,Artificial/Terrestrial - Arable Land,Suitable,resident,No,NA,NA
22714315,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714315,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22714315,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714319,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714319,3.7,Shrubland - Subtropical/Tropical High Altitude,Suitable,resident,No,NA,NA
22714323,1.5,Forest - Subtropical/Tropical Dry,Suitable,resident,No,NA,NA
22714323,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714323,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22714323,3.6,Shrubland - Subtropical/Tropical Moist,Suitable,resident,No,NA,NA
22714327,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714327,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,No,NA,NA
22714327,2.1,Savanna - Dry,Suitable,resident,No,NA,NA
22714332,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714335,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714338,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714341,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,Yes,NA,NA
22714344,1.6,Forest - Subtropical/Tropical Moist Lowland,Suitable,resident,No,NA,NA
22714344,1.9,Forest - Subtropical/Tropical Moist Montane,Suitable,resident,Yes,NA,NA
22714347,14.6,Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest,Suitable,non-breeding,No,NA,NA
