iucn_sid,iucn_rgn,years,cat_ts,scores,pop_trend_desc,calc_trend
133075,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133076,global,"2008, 2014, 2024","LC, LC, VU","0, 0, 0.4",decreasing,0.02653
133077,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133078,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133079,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133081,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133082,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133083,global,"2008, 2014, 2024","NT, NT, EN","0.2, 0.2, 0.6",decreasing,0.02653
133084,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133085,global,"2015, 2022","LC, VU","0, 0.4",decreasing,0.05714
133087,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133088,global,"2008, 2014, 2024","LC, LC, VU","0, 0, 0.4",decreasing,0.02653
133089,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133091,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133092,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133093,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133095,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133096,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133098,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133099,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133101,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133102,global,"2008, 2022","VU, VU","0.4, 0.4",decreasing,0
133105,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133107,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133108,global,"2008, 2024","EN, LC","0.6, 0",decreasing,-0.0375
133109,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133110,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133111,global,"2008, 2024","NT, EN","0.2, 0.6",decreasing,0.025
133112,global,"2008, 2024","VU, VU","0.4, 0.4",decreasing,0
133113,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133114,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133115,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133116,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133117,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133118,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133120,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133123,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133124,global,"2008, 2022","VU, CR","0.4, 0.8",decreasing,0.02857
133126,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133127,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133129,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133131,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133132,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133133,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133134,global,"2008, 2022","EN, EN","0.6, 0.6",decreasing,0
133135,global,"2008, 2022","LC, LC","0, 0",unknown,0
133136,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133137,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133139,global,"2008, 2014, 2024","NT, NT, EN","0.2, 0.2, 0.6",decreasing,0.02653
133142,global,"2015, 2022","EN, EN","0.6, 0.6",decreasing,0
133143,global,"2008, 2022","LC, CR","0, 0.8",decreasing,0.05714
133144,global,"2008, 2022, 2024","LC, VU, EN","0, 0.4, 0.6",decreasing,0.03421
133145,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133146,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133147,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133148,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133149,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133150,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133151,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133152,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133155,global,"2008, 2022","LC, CR","0, 0.8",decreasing,0.05714
133156,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133157,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133158,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133161,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133162,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133163,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133164,global,"2008, 2024","VU, NT","0.4, 0.2",decreasing,-0.0125
133165,global,"2008, 2022","VU, LC","0.4, 0",unknown,-0.02857
133166,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133167,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133168,global,"2008, 2024","LC, NT","0, 0.2",decreasing,0.0125
133169,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133170,global,"2008, 2024","EN, VU","0.6, 0.4",decreasing,-0.0125
133171,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133172,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133173,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133174,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133175,global,"2008, 2014, 2024","NT, NT, EN","0.2, 0.2, 0.6",decreasing,0.02653
133176,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133177,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133178,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133179,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133180,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133182,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133183,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133185,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133186,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133187,global,"2008, 2024","LC, NT","0, 0.2",decreasing,0.0125
133188,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133190,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133191,global,"2008, 2024","NT, EN","0.2, 0.6",decreasing,0.025
133192,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133193,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133194,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133196,global,"2008, 2024","NT, EN","0.2, 0.6",decreasing,0.025
133198,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133200,global,"2008, 2014, 2024","NT, NT, EN","0.2, 0.2, 0.6",decreasing,0.02653
133201,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133203,global,"2008, 2014, 2024","VU, VU, LC","0.4, 0.4, 0",decreasing,-0.02653
133205,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133206,global,"2008, 2024","EN, VU","0.6, 0.4",decreasing,-0.0125
133209,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133210,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133211,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133212,global,"2008, 2022","LC, LC","0, 0",unknown,0
133213,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133215,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133216,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133217,global,"2008, 2022","LC, LC","0, 0",unknown,0
133218,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133219,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133220,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133222,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133223,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133224,global,"2008, 2022","LC, CR","0, 0.8",decreasing,0.05714
133225,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133226,global,"2008, 2024","EN, EN","0.6, 0.6",decreasing,0
133227,global,"2008, 2024","NT, VU","0.2, 0.4",decreasing,0.0125
133228,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133229,global,"2008, 2024","VU, NT","0.4, 0.2",decreasing,-0.0125
133230,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133231,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133232,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133233,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133234,global,"2008, 2024","LC, VU","0, 0.4",decreasing,0.025
133235,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133236,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133237,global,"2008, 2022","LC, LC","0, 0",unknown,0
133238,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133239,global,"2008, 2014, 2024","NT, NT, EN","0.2, 0.2, 0.6",decreasing,0.02653
133240,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133242,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133243,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133244,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133245,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133246,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133247,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133249,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133251,global,"2008, 2024","NT, EN","0.2, 0.6",decreasing,0.025
133252,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133253,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133254,global,"2008, 2024","EN, EN","0.6, 0.6",decreasing,0
133255,global,"2008, 2022","LC, CR","0, 0.8",decreasing,0.05714
133256,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133257,global,"2008, 2022","LC, CR","0, 0.8",decreasing,0.05714
133258,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133259,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133260,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133261,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133262,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133263,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133267,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133269,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133270,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133272,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133276,global,"2008, 2024","VU, VU","0.4, 0.4",decreasing,0
133277,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133281,global,"2008, 2022","LC, NT","0, 0.2",decreasing,0.01429
133283,global,"2008, 2024","VU, VU","0.4, 0.4",decreasing,0
133285,global,"2008, 2024","NT, EN","0.2, 0.6",decreasing,0.025
133287,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133288,global,"2008, 2022","LC, NT","0, 0.2",decreasing,0.01429
133289,global,"2008, 2014, 2024","VU, VU, LC","0.4, 0.4, 0",decreasing,-0.02653
133290,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133291,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133294,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133295,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133296,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133297,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133298,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133299,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133301,global,"2008, 2024","EN, LC","0.6, 0",decreasing,-0.0375
133302,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133303,global,"2008, 2014, 2024","NT, NT, EN","0.2, 0.2, 0.6",decreasing,0.02653
133304,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133306,global,"2008, 2024","NT, EN","0.2, 0.6",decreasing,0.025
133307,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133308,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133310,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133313,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133314,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133315,global,"2008, 2014, 2024","NT, NT, EN","0.2, 0.2, 0.6",decreasing,0.02653
133316,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133317,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133320,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133321,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133322,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133323,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133325,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133326,global,"2008, 2014, 2024","VU, VU, LC","0.4, 0.4, 0",decreasing,-0.02653
133327,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133329,global,"2008, 2014, 2024","NT, NT, EN","0.2, 0.2, 0.6",decreasing,0.02653
133330,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133332,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133333,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133335,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133337,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133340,global,"2008, 2024","LC, VU","0, 0.4",decreasing,0.025
133341,global,"2008, 2024","LC, VU","0, 0.4",decreasing,0.025
133342,global,"2008, 2024","NT, EN","0.2, 0.6",decreasing,0.025
133343,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133345,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133348,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133349,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133351,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133354,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133356,global,"2008, 2022","VU, CR","0.4, 0.8",decreasing,0.02857
133357,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133358,global,"2008, 2014, 2024","VU, VU, LC","0.4, 0.4, 0",decreasing,-0.02653
133359,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133360,global,"2008, 2014, 2024","VU, VU, LC","0.4, 0.4, 0",decreasing,-0.02653
133361,global,"2008, 2024","EN, EN","0.6, 0.6",decreasing,0
133365,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133366,global,"2008, 2024","NT, EN","0.2, 0.6",decreasing,0.025
133367,global,"2008, 2024","NT, EN","0.2, 0.6",decreasing,0.025
133368,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133369,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133370,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133371,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133372,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133373,global,"2008, 2022","EN, EN","0.6, 0.6",decreasing,0
133374,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133375,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133376,global,"2008, 2014, 2024","VU, VU, LC","0.4, 0.4, 0",decreasing,-0.02653
133377,global,"2008, 2022","LC, NT","0, 0.2",decreasing,0.01429
133378,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133380,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133381,global,"2008, 2022","CR, CR","0.8, 0.8",decreasing,0
133382,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133383,global,"2008, 2014, 2024","VU, VU, LC","0.4, 0.4, 0",decreasing,-0.02653
133384,global,"2008, 2024","EN, VU","0.6, 0.4",decreasing,-0.0125
133386,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133387,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133389,global,"2008, 2022","LC, CR","0, 0.8",decreasing,0.05714
133390,global,"2008, 2014, 2024","LC, LC, VU","0, 0, 0.4",decreasing,0.02653
133391,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133392,global,"2008, 2024","NT, EN","0.2, 0.6",decreasing,0.025
133394,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133395,global,"2008, 2022","LC, LC","0, 0",unknown,0
133396,global,"2008, 2024","VU, VU","0.4, 0.4",decreasing,0
133397,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133398,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133399,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133400,global,"2008, 2022","LC, CR","0, 0.8",decreasing,0.05714
133401,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133402,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133403,global,"2008, 2014, 2024","VU, VU, LC","0.4, 0.4, 0",decreasing,-0.02653
133404,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133405,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133406,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133408,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133409,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133410,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133412,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133413,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133414,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133415,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133416,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133417,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133418,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133419,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133420,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133422,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133423,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133424,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133425,global,"2008, 2022","LC, LC","0, 0",unknown,0
133426,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133427,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133428,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133429,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133430,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133431,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133432,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133433,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133434,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133435,global,"2008, 2024","VU, VU","0.4, 0.4",decreasing,0
133437,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133438,global,"2008, 2014, 2024","NT, NT, EN","0.2, 0.2, 0.6",decreasing,0.02653
133439,global,"2008, 2022","NT, CR","0.2, 0.8",decreasing,0.04286
133440,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133441,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133442,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133443,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133445,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133446,global,"2008, 2022","LC, LC","0, 0",unknown,0
133447,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133448,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133450,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133451,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133453,global,"2008, 2014, 2024","VU, VU, LC","0.4, 0.4, 0",decreasing,-0.02653
133456,global,"2008, 2014, 2024","VU, VU, LC","0.4, 0.4, 0",decreasing,-0.02653
133457,global,"2008, 2022","LC, NT","0, 0.2",decreasing,0.01429
133458,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133459,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133460,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133463,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133464,global,"2008, 2024","EN, VU","0.6, 0.4",decreasing,-0.0125
133466,global,"2008, 2022","EN, VU","0.6, 0.4",decreasing,-0.01429
133467,global,"2008, 2024","EN, EN","0.6, 0.6",decreasing,0
133468,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133469,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133470,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133471,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133472,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133473,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133474,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133478,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133481,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133482,global,"2008, 2014, 2024","NT, NT, VU","0.2, 0.2, 0.4",decreasing,0.01327
133484,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133485,global,"2008, 2014, 2024","LC, LC, EN","0, 0, 0.6",decreasing,0.0398
133486,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133488,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133489,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133490,global,"2008, 2024","NT, VU","0.2, 0.4",decreasing,0.0125
133491,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133492,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133493,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133494,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133495,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133496,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133497,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133498,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133499,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133500,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133501,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133503,global,"2008, 2014, 2024","NT, NT, LC","0.2, 0.2, 0",decreasing,-0.01327
133504,global,"2008, 2022","LC, LC","0, 0",unknown,0
133506,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133508,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133509,global,"2008, 2024","NT, LC","0.2, 0",decreasing,-0.0125
133510,global,"2008, 2024","NT, EN","0.2, 0.6",decreasing,0.025
133511,global,"2008, 2017, 2022","LC, LC, LC","0, 0, 0",increasing,-0
133511,mediterranean,"2008, 2017, 2022","LC, LC, LC","0, 0, 0",increasing,-0
133512,global,"2008, 2024","VU, CR","0.4, 0.8",decreasing,0.025
133513,global,"2008, 2024","VU, EN","0.4, 0.6",decreasing,0.0125
133515,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133516,global,"2008, 2014, 2024","LC, LC, LC","0, 0, 0",decreasing,-0
133519,global,"2008, 2022","LC, CR","0, 0.8",decreasing,0.05714
133520,global,"2008, 2024","LC, VU","0, 0.4",decreasing,0.025
133521,global,"2008, 2022","LC, NT","0, 0.2",decreasing,0.01429
133522,global,"2008, 2022","LC, CR","0, 0.8",decreasing,0.05714
133523,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133525,global,"2008, 2014, 2024","LC, LC, VU","0, 0, 0.4",decreasing,0.02653
133526,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133528,global,"2008, 2024","LC, LC","0, 0",decreasing,0
133529,global,"2008, 2024","VU, LC","0.4, 0",decreasing,-0.025
133530,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133531,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133532,global,"2008, 2014, 2024","VU, VU, EN","0.4, 0.4, 0.6",decreasing,0.01327
133534,global,"2008, 2024","LC, EN","0, 0.6",decreasing,0.0375
133535,global,"2008, 2022","LC, VU","0, 0.4",decreasing,0.02857
133537,global,"2008, 2024","LC, LC","0, 0",decreasing,0
